# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs201158093-TAA	rs201158093-TA	Matrix_ID	Matrix_name
43	0.013895978229953	0.0779246439239519	0.0804582912066475	M00268	V$XFD2_01
44	0.0132117446808795	0.0417240022673964	0.0430127990406068	M01216	V$FOXO1_Q5
45	0.0128255498795881	0.118258362971536	0.121802839478714	M00474	V$FOXO1_02
46	0.0127419065293823	0.17154064291624	0.176648087542615	M00160	V$SRY_02
47	-0.0125553358622588	0.0171777289779194	0.016688235143741	M00174	V$AP1_Q6
48	0.0116378475541847	0.145099424518676	0.149040238729523	M01292	V$HOXA13_01
49	-0.0102716329022876	0.0168508218645378	0.016456953978683	M00517	V$AP1_01
50	-0.0102505249728393	0.140848316512684	0.137562840691126	M00396	V$EN1_01
51	-0.0102237273924776	0.305239998048395	0.298138261519937	M01373	V$CDX1_01
52	-0.0101825937813611	0.102330821602048	0.0999594521603996	M00098	V$PAX2_01
53	-0.00992669814738734	0.0152755414073666	0.0149303474209478	M00097	V$PAX6_01
54	0.00992638554534286	0.18115165977246	0.18533980556825	M00473	V$FOXO1_01
55	-0.00918000818370923	0.151136909791807	0.147975743252328	M00138	V$OCT1_04
56	-0.00911152710224905	0.0655684340790748	0.0642071339887827	M00489	V$NKX62_Q2
57	0.00878570552281133	0.0288987638060912	0.0294893344497309	M00130	V$FOXD3_01
58	-0.00854471153963665	0.242487313837494	0.237763021471477	M01227	V$MAFB_01
59	-0.00851072550361764	0.161147092491234	0.158019887628509	M00100	V$CDXA_01
60	0.00848840602261924	0.29237772083504	0.298148536814559	M00930	V$OCT1_Q5_01
61	-0.00841640709099645	0.00439856181331832	0.00431414057576163	M01267	V$FRA1_Q5
62	-0.00817899261607491	0.0420130079328424	0.0412291881821484	M01297	V$HOXA13_02
63	-0.00789078873873206	0.0893136065960569	0.0877055019331699	M00471	V$TBP_01
64	0.0078889277561226	0.204858748953668	0.208613996911795	M00472	V$FOXO4_01
65	-0.0077999740616892	0.393895456611521	0.386884203131016	M00484	V$NCX_01
66	0.00776920750297849	0.0853768597215655	0.0869179319041959	M00809	V$FOX_Q2
67	-0.00771746696322523	0.418852347515908	0.411475031246793	M00717	V$PAX8_01
68	-0.00750287924412862	0.159828414933333	0.157090930873135	M00116	V$CEBPA_01
69	-0.00747691533823058	0.0151673696539212	0.0149084796220206	M00199	V$AP1_C
70	-0.00741324499244067	0.180628825450099	0.177571724714509	M00394	V$MSX1_01
71	-0.00736749966548877	0.141158058595259	0.138783609037097	M00515	V$PPARG_02
72	-0.00731754655490835	0.203435193318873	0.200036174001243	M00967	V$HNF4_Q6
73	0.00712439978247614	0.131947112431428	0.13412949523257	M00632	V$GATA4_Q3
74	0.00708076074662356	0.312765761444303	0.317906908235143	M01147	V$DMRT2_01
75	-0.00704812674559363	0.146016444381008	0.143665881544673	M01357	V$PBX1_04
76	0.00698369065584603	0.247272098279208	0.251280509981441	M01211	V$PARP_Q3
77	-0.0069567749670052	0.0663908048100076	0.0653357917565712	M00454	V$MRF2_01
78	-0.00683504450030514	0.0940054114650396	0.0925375101832372	M00157	V$RORA2_01
79	-0.00665953950793974	0.135293336895402	0.133234552906873	M01044	V$TBX5_Q5
80	-0.00660689987497287	0.0949983550083222	0.0935640872456891	M00292	V$FREAC4_01
81	-0.00649469331228447	0.0350081303008567	0.034488493436251	M00495	V$BACH1_01
82	-0.00649204859450681	0.0709657045588209	0.0699127636751702	M00432	V$TITF1_Q3
83	-0.00634660393554487	0.0408050452580907	0.0402130727858356	M01075	V$PLZF_02
84	-0.00632993012890681	0.0901622908475012	0.0888576877006431	M00173	V$AP1_Q2
85	-0.00632625395678632	0.260048676579147	0.256288071993344	M00765	V$COUP_DR1_Q6
86	0.0063194337083608	0.531089139670984	0.538873533862679	M01004	V$HELIOSA_02
87	0.00629217009314942	0.26711862774124	0.27101688235282	M00082	V$EVI1_05
88	-0.00628005021756417	0.274070336904236	0.270135700574702	M00526	V$GCNF_01
89	-0.00623771558457054	0.30230638012356	0.297995425559105	M01069	V$GZF1_01
90	-0.00623542259746393	0.601779240842573	0.593200870287549	M00313	V$GEN_INI2_B
91	-0.00618326645912026	0.303191246851646	0.298905146404079	M00631	V$FXR_Q3
92	-0.00615324491762004	0.321291778629163	0.316771694551	M00183	V$MYB_Q6
93	-0.00608968863479209	0.20031140172198	0.197522230599713	M00648	V$MAF_Q6
94	-0.00606308124708266	0.204369508552554	0.20153617853018	M00764	V$HNF4_DR1_Q3
95	-0.00605448719646118	0.00339345897580756	0.00334647909285801	M00318	V$LPOLYA_B
96	0.00601007463225645	0.452948089303165	0.459259878540572	M00302	V$NFAT_Q6
97	-0.00600445741764555	0.227116784964506	0.223998326815695	M00035	V$VMAF_01
98	-0.00598489405480096	0.124339783725997	0.122638043547836	M00191	V$ER_Q6
99	-0.00590597409358851	0.142034359651678	0.140115907360913	M00145	V$BRN2_01
100	-0.0059005204331164	0.0827910430435863	0.0816738134228141	M01375	V$HOXD10_01
101	-0.00589737780613786	0.300856490056126	0.296798708422676	M00414	V$AREB6_03
102	-0.00589441951553304	0.0366921747901	0.0361975381219869	M00490	V$BACH2_01
103	-0.00585414611528634	0.0843713640919381	0.0832416968578527	M00101	V$CDXA_02
104	-0.00581282970375027	0.62843718998504	0.620081891035373	M00315	V$GEN_INI_B
105	-0.00580757158065603	0.447940215214437	0.441990039864157	M01019	V$TBX5_01
106	-0.0057799321661659	0.135199646815461	0.133412224291261	M00975	V$RFX_Q6
107	-0.00576818039251292	0.124240254984738	0.122601039837161	M00445	V$XVENT1_01
108	-0.0057372791470679	0.176242002632588	0.173929056027089	M00188	V$AP1_Q4
109	-0.00571370560911932	0.2485063248633	0.24525831548255	M00284	V$TCF11MAFG_01
110	-0.00568418033642415	0.283440540607541	0.279754954909689	M00132	V$HNF1_01
111	-0.00567688049454385	0.298354611451987	0.294480047380039	M01017	V$PBX1_03
112	-0.00567344958855265	0.0136067832934762	0.0134301857246513	M01284	V$SOX9_Q4
113	-0.00566155394534951	0.121954914847599	0.120375402795541	M00405	V$MMEF2_Q6
114	-0.00565682917065663	0.341895695387802	0.337471268317385	M01171	V$BCL6_Q3
115	-0.00565266423799127	0.605132148798992	0.597306941740008	M00242	V$PPARA_01
116	-0.00563513936642146	0.296598466040386	0.292774846014327	M00395	V$HOXA3_01
117	-0.00561731649093666	0.289052036246814	0.285337411184778	M00511	V$ERR1_Q2
118	-0.00561515365576659	0.165585994258523	0.163458852751884	M00238	V$BARBIE_01
119	-0.00561310912630947	0.403162951685737	0.397985735995839	M00762	V$DR1_Q3
120	-0.00560928880983214	0.300911641707064	0.297050098891335	M00063	V$IRF2_01
121	-0.00560702445156347	0.253752248939425	0.250497199848757	M01414	V$NKX25_03
122	0.0055997117052648	0.708005361950299	0.717193357329956	M01364	V$OBOX2_01
123	-0.0055675356229104	0.417772454948974	0.412450910408556	M00512	V$PPARG_01
124	-0.00554381204948295	0.119374752000383	0.117860606146318	M00451	V$NKX3A_01
125	-0.00553129232561345	0.0504768219984263	0.0498380121643078	M00037	V$NFE2_01
126	-0.00550764778958809	0.603875881616486	0.5962659874091	M00314	V$GEN_INI3_B
127	-0.00547938717515756	0.382982551516084	0.378180908677732	M01198	V$RXRLXRB_01
128	-0.00545664666790313	0.0963729670824012	0.0951696743739552	M01379	V$HNF1_02
129	-0.0054370588623891	0.437590529892423	0.432146356547917	M00126	V$GATA1_02
130	0.00539066835985569	0.328738168137072	0.33284405100737	M01449	V$CDX2_01
131	-0.00538932042209933	0.31788328597675	0.313962929905872	M00821	V$NRF2_Q4
132	-0.00538461143522218	0.234466279029197	0.23157719000002	M00447	V$AR_Q2
133	-0.00533681063647062	0.12760606123294	0.126047574488371	M00011	V$EVI1_06
134	-0.00532668972300496	0.68078710647316	0.672488144242002	M00482	V$PITX2_Q2
135	-0.0053098850611446	0.467654944903368	0.461971991404337	M00763	V$PPAR_DR1_Q2
136	-0.00529744356118123	0.20483155488224	0.202348233891522	M01138	V$RORA_Q4
137	-0.00527891540507341	0.0374795288645302	0.0370267170705517	M00311	V$ATATA_B
138	-0.0052575957643366	0.357657581216506	0.35335385961612	M01131	V$SOX10_Q6
139	-0.00524729132799368	0.485794580305467	0.479960363998604	M01237	V$TRF1_01
140	-0.00523331226347601	0.30073554445241	0.297133383862132	M01230	V$ZNF333_01
141	-0.00523087752507878	0.289838613980404	0.286368580453102	M00413	V$AREB6_02
142	-0.0052198629320036	0.4210154338946	0.415985462824768	M00411	V$HNF4_01_B
143	-0.00521703844418397	0.283870325524898	0.280480683670564	M00658	V$PU1_Q6
144	-0.0052141025459993	0.115052304853044	0.113679255533293	M00233	V$MEF2_04
145	-0.00519396144472206	0.159547306810227	0.157650559419445	M01108	V$HOXA7_01
146	-0.00518231929335988	0.487624084251908	0.481839975889437	M01132	V$SF1_Q6_01
147	-0.00515962648568691	0.220957901804265	0.218348348152671	M00258	V$ISRE_01
148	-0.00515369136605259	0.234686024207264	0.231917508283618	M00310	V$APOLYA_B
149	-0.00514359035924117	0.249844893415671	0.246903295678768	M01347	V$RHOX11_01
150	-0.00511208703417831	0.562174282401254	0.555595714437202	M00727	V$SF1_Q6
151	-0.00508350173583128	0.198035683805279	0.195731151260598	M00240	V$NKX25_01
152	-0.00506434740753081	0.328884617841002	0.325071738805317	M01322	V$NKX26_01
153	-0.00506018214318321	0.481440063213556	0.475863117316117	M00134	V$HNF4_01
154	-0.00505467237920543	0.112161915581345	0.110864051439951	M00172	V$AP1FJ_Q2
155	-0.00504378153568585	0.320517571856743	0.316816697424328	M01007	V$SRF_Q5_02
156	-0.00503767072797917	0.543376285555761	0.537109717701358	M00646	V$LFA1_Q6
157	-0.00503142782078264	0.348942152059187	0.344922882946884	M00416	V$CART1_01
158	0.00503136717681962	0.348151366623879	0.352208206977464	M01150	V$DMRT5_01
159	-0.0050260322684802	0.148083270036853	0.146379400396094	M00216	V$TATA_C
160	0.0050187956035358	0.114293273738076	0.115621731297643	M01272	V$SOX2_Q6
161	-0.00501822301072741	0.352990386419046	0.348935097243374	M01070	V$CMAF_01
162	-0.00501789920821266	0.572077295411561	0.565505473284714	M01269	V$NURR1_Q3
163	-0.00498653373597435	0.372012065761106	0.367765082053438	M01185	V$BCL6_02
164	-0.00496839935722598	0.318985851403909	0.31535739612581	M01212	V$STAT1STAT1_Q3
165	-0.00495826292219881	0.344943559817915	0.341027795818513	M00109	V$CEBPB_01
166	-0.00494078536400155	0.162944946637087	0.161101695450078	M00179	V$CREBP1_Q2
167	-0.00491481177961789	0.454913906973543	0.449794770539035	M00107	V$E2_01
168	-0.00490706904449445	0.255178404791621	0.252311385922244	M00156	V$RORA1_01
169	-0.00490505953443143	0.122481531208595	0.12110596861521	M00423	V$FOXJ2_02
170	-0.00490368420286802	0.262178027727767	0.259234386075267	M00190	V$CEBP_Q2
171	-0.00490300335101501	0.137472469354866	0.135929190459272	M01294	V$PROP1_01
172	-0.00488469952166726	0.187552987060614	0.185455315612085	M00406	V$HMEF2_Q6
173	-0.00486073907342577	0.13057345593574	0.129120191005473	M00616	V$AFP1_Q6
174	-0.00485930683022762	0.237112793766344	0.234474533657789	M01478	V$CPHX_01
175	-0.0048124051907204	0.435893292037529	0.431089833124175	M01031	V$HNF4_Q6_01
176	-0.00479032937981627	0.182767880928818	0.180763002799157	M01248	V$DAX1_01
177	-0.00478937626954584	0.418985706997652	0.414390539279163	M01437	V$HOXC12_01
178	-0.00477181756822886	0.310786782978026	0.307390699653767	M01650	V$PNR_01
179	-0.00476527112099212	0.157846138650479	0.15612364825487	M00331	V$TAACC_B
180	-0.00475988903693714	0.224962356791519	0.222510220530115	M01425	V$HNF1B_01
181	0.0047473070507516	0.502143533785336	0.507662613938384	M01307	V$POU5F1_01
182	-0.00474483862102704	0.418465632881249	0.41391861489532	M01234	V$IPF1_02
183	-0.00473856228889269	0.245291239467919	0.242629428603202	M00978	V$LEF1TCF1_Q4
184	-0.00473321352989065	0.305446861862572	0.302135985249106	M00418	V$TGIF_01
185	-0.00472754865536329	0.523537359293871	0.517869256158355	M00773	V$MYB_Q3
186	-0.00472197289204257	0.26310507252097	0.260259893798922	M01146	V$DMRT1_01
187	0.00472135327200651	0.0487009791887755	0.0492333113371534	M01137	V$FOXO3A_Q1
188	-0.00470445452364671	0.360411347534918	0.356528294557503	M00133	V$TST1_01
189	-0.00470281138709916	0.312016542076341	0.308656059983849	M01350	V$NKX24_01
190	-0.0047003777718968	0.249072059175888	0.246390882735572	M00241	V$NKX25_02
191	-0.00469827612663631	0.30548607292868	0.302199081122124	M00320	V$MTATA_B
192	-0.0046964378644534	0.23968181221464	0.237103869595496	M01462	V$POU6F1_02
193	-0.00469534605340582	0.314529120163297	0.311146925524631	M00039	V$CREB_01
194	-0.00469244820662984	0.137529998555646	0.136052018739166	M01413	V$HMX3_02
195	-0.00467533576612167	0.387482142286625	0.38333313100272	M00415	V$AREB6_04
196	-0.00464643862816194	0.131303300878826	0.129905998527068	M00465	V$POU6F1_01
197	-0.00464457331713281	0.36972717274098	0.365794184351572	M01661	V$HBP1_Q2
198	-0.00464368886709371	0.524938743992136	0.519355743647168	M00928	V$E2_Q6_01
199	-0.00463335091958794	0.134819974463981	0.133389268105221	M00403	V$AMEF2_Q6
200	-0.00463274012760817	0.402299142027973	0.398030512901998	M00671	V$TCF4_Q5
201	-0.00463043544717143	0.5635654245483	0.557588624830912	M01367	V$LHX9_01
202	-0.00461657188900244	0.519283575616978	0.513792800753657	M00657	V$PTF1BETA_Q6
203	-0.00461364066073006	0.40739275090096	0.403087802271665	M01665	V$IRF8_Q6
204	-0.00458185614019002	0.0905933070428417	0.0896425614136702	M00463	V$POU3F2_01
205	-0.00456759195792622	0.543946406694183	0.538255554498921	M00158	V$COUP_01
206	-0.0045593216877356	0.497257173813796	0.492064161948301	M00808	V$PAX_Q6
207	-0.00453439738263484	0.213608076634988	0.211389432183162	M01430	V$HOXA13_03
208	-0.00453377148499196	0.614423593650225	0.608042747317819	M00319	V$MEF3_B
209	-0.00452566846180991	0.428380061993067	0.423939204832397	M00655	V$PEA3_Q6
210	-0.00452151021809799	0.310695299170167	0.30747738027371	M00113	V$CREB_02
211	-0.00450851987662726	0.265699637581734	0.262955610901964	M01486	V$DLX7_01
212	-0.00450171332041305	0.145616050683139	0.144114452067701	M00699	V$ICSBP_Q6
213	-0.00447038605089323	0.295990520016169	0.292959385262717	M00178	V$CREB_Q4
214	-0.00446262967542566	0.220748321307101	0.218491617595215	M01014	V$SOX_Q6
215	-0.00446215980557507	0.368726412306572	0.364957327697803	M01204	V$SPIB_01
216	-0.00444639894338833	0.326800780758454	0.32347199459421	M01384	V$RHOX11_02
217	-0.00444581500098962	0.397688557838511	0.393638239482675	M00514	V$ATF4_Q2
218	-0.00444154789444184	0.603381427638559	0.59724206770984	M00211	V$PADS_C
219	-0.00444071389945233	0.322466214655847	0.3191857585037	M00040	V$CREBP1_01
220	-0.00443620577475667	0.537759812244422	0.532294694788117	M00532	V$RP58_01
221	-0.00443193705490497	0.246662175402797	0.244157809710537	M01456	V$HMBOX1_01
222	-0.00442484288926615	0.0850422017251977	0.0841801417210289	M00805	V$LEF1_Q2
223	-0.00441524504707963	0.476804871045038	0.471982002418638	M01244	V$HSF2_02
224	-0.00441476543634456	0.152285264635236	0.150745069696251	M01471	V$LHX3_02
225	-0.00441349707296773	0.551303456474057	0.545729233110512	M00181	V$E2_Q6
226	-0.0044063139211481	0.019089643762207	0.0188969411272868	M00269	V$XFD3_01
227	-0.00440232016740272	0.205283599426434	0.203213208926281	M00622	V$CEBPGAMMA_Q6
228	-0.00440195221845718	0.103880952333746	0.102833346717112	M01409	V$LMX1_01
229	-0.00439426359332284	0.327795017347171	0.324495055930418	M01659	V$CDX2_Q5_01
230	-0.00437972597048797	0.247022609230921	0.244543981471208	M01472	V$IRX5_01
231	-0.00437967394924366	0.178189802944202	0.176401865500493	M00291	V$FREAC3_01
232	-0.00437611936215543	0.0459221171464407	0.0454617116203628	M00983	V$MAF_Q6_01
233	-0.00437106482375366	0.345920803627751	0.342456659779372	M01235	V$IPF1_03
234	-0.00435008753615429	0.462427857348262	0.45781909360703	M01312	V$NKX21_01
235	-0.00433566115675199	0.161085183014625	0.15948503340437	M00231	V$MEF2_02
236	-0.00433007297713528	0.200651014722612	0.198660391678727	M00672	V$TEF_Q6
237	-0.00432566227991904	0.177406090123106	0.175647859715122	M00042	V$SOX5_01
238	-0.00430698418072251	0.169677479684745	0.168003071039421	M01261	V$HNF3A_01
239	-0.00430015772835451	0.349805834993355	0.346359330737703	M00137	V$OCT1_03
240	-0.00429809218884997	0.355807059687527	0.352303103218384	M00117	V$CEBPB_02
241	-0.00429186968170253	0.468343348857126	0.463737789279769	M00212	V$POLY_C
242	-0.00428308077971695	0.170180945991632	0.168510843564679	M01320	V$PROP1_02
243	-0.0042820511713112	0.484178664149988	0.479428223210332	M00421	V$MEIS1BHOXA9_02
244	-0.00428059465056307	0.632340593620719	0.6261385857027	M00147	V$HSF2_01
245	-0.00427657836083739	0.294541018356074	0.29165485191677	M01458	V$UNCX4.1_01
246	-0.0042730662213607	0.347349995446536	0.343949142697106	M01481	V$HMX1_02
247	-0.00426716988113429	0.294447986833371	0.291569048429462	M01356	V$PMX2B_01
248	-0.00425307287216448	0.160133918558126	0.158573370876318	M01232	V$SATB1_01
249	-0.00424771702726201	0.251478758041752	0.249031101677508	M00062	V$IRF1_01
250	-0.00424671469832427	0.442000450827514	0.437699446700943	M00912	V$CEBP_Q2_01
251	-0.00423460843558265	0.044895614322005	0.0444599848219369	M00941	V$MEF2_Q6_01
252	-0.00422203427698944	0.569556799833727	0.564046627551615	M00964	V$PXR_Q2
253	-0.00421682279420416	0.431080798288871	0.426915433777773	M01482	V$NKX32_02
254	-0.00420993593459718	0.46296892202506	0.458502705779422	M00177	V$CREB_Q2
255	-0.0042088896156704	0.390141531499102	0.386378804897285	M00285	V$TCF11_01
256	-0.00420231502972968	0.168620007314478	0.166996276862128	M01286	V$SOX_01
257	-0.00419677571397872	0.59604018674891	0.590308132488657	M00998	V$PBX_Q3
258	-0.00418438504494967	0.381643661747927	0.37798421972145	M01295	V$ATF5_01
259	-0.00417075089610208	0.573732260197641	0.568248789787124	M00619	V$ALX4_01
260	-0.00416774723894731	0.288621129077764	0.285864597478415	M00436	V$IPF1_Q4
261	-0.00415445381436025	0.514142312467099	0.509247484875326	M01241	V$BEN_02
262	-0.00415085002375437	0.185324898796076	0.183562059470161	M01124	V$OCT4_02
263	-0.00414431219568911	0.233858944835245	0.231637929127122	M01321	V$HOXC8_01
264	-0.0041387437847793	0.354565398707632	0.351202507225342	M01423	V$ARX_01
265	-0.00412935137136472	0.153730808584537	0.152276035023896	M00026	V$RSRFC4_01
266	-0.00412748940015983	0.402380503501686	0.398574436101075	M01431	V$BARX2_01
267	-0.00412481207606796	0.285442859737868	0.282744634091528	M01149	V$DMRT4_01
268	-0.00412436148403644	0.495170416050708	0.490490192988528	M00003	V$VMYB_01
269	-0.00411861618332521	0.283125069007168	0.280452753973448	M01016	V$SOX17_01
270	-0.00411714287303611	0.371362734914768	0.367858824425372	M01400	V$DLX3_01
271	-0.00411335292709028	0.689882151751958	0.683378885745923	M00278	V$LMO2COM_02
272	-0.00410973222066818	0.323520385467367	0.320473349226291	M01152	V$PXRRXR_01
273	-0.00410143208273539	0.182246511563337	0.180533495896466	M00510	V$LHX3_01
274	-0.00409971994425501	0.432007173029604	0.427948233419518	M01153	V$PXRRXR_02
275	-0.00409455625221888	0.122499852461276	0.121350343326929	M00267	V$XFD1_01
276	-0.00408109001000923	0.432417828933699	0.428373406534344	M01487	V$HOXA1_01
277	-0.00406536735521196	0.678042502072577	0.671725059482501	M00959	V$ER_Q6_02
278	-0.00406522670234449	0.514559683228621	0.509765604234471	M00152	V$SRF_01
279	-0.00405573473859089	0.179114134650489	0.177449232166307	M01317	V$HOXC13_01
280	-0.00405124641818133	0.12263935723819	0.121500655022026	M01125	V$OCT4_01
281	-0.00405082746520474	0.349363961726141	0.346120463244639	M01434	V$HOXD11_01
282	-0.0040504430669141	0.680704615061141	0.674385543576753	M00641	V$HSF_Q6
283	-0.00404590350562373	0.250632523480607	0.248308463914485	M00206	V$HNF1_C
284	-0.00404589120750326	0.644541319084004	0.638564649075242	M00328	V$PAX8_B
285	-0.00403463113923141	0.197374233271814	0.195549101493453	M00294	V$HFH8_01
286	-0.00403003914890948	0.317067711888782	0.314139088604862	M00348	V$GATA2_02
287	-0.00402630456667796	0.138010183728969	0.136736616576179	M00407	V$RSRFC4_Q2
288	-0.00402445784045416	0.602556311452474	0.596998420319589	M00150	V$BRACH_01
289	-0.00401634346591329	0.153599740763865	0.152185802678566	M01406	V$HOXC6_01
290	-0.00401236414328451	0.675144957437677	0.668936146719138	M00701	V$SMAD3_Q6
291	-0.0040119078045196	0.53375237932568	0.528844407655909	M01352	V$NKX29_01
292	-0.00401099394677418	0.159738062195587	0.158269568273281	M00317	V$LDSPOLYA_B
293	-0.00400284285476976	0.333112519430913	0.330056364967875	M01329	V$HOXC11_01
294	-0.00400078120851918	0.660623351733065	0.654565543006289	M00327	V$PAX3_B
295	-0.00398839973429561	0.872028305042241	0.864056580647057	M01655	V$P53_05
296	-0.00398672635942865	0.631862472255075	0.626088657574532	M00806	V$NF1_Q6_01
297	-0.00398637608382479	0.716341619861917	0.709796426540693	M00761	V$P53_DECAMER_Q2
298	-0.00398411569903789	0.462489522030897	0.458266153363644	M00334	V$DTYPEPA_B
299	-0.00398051904627306	0.370307390942548	0.366928851170324	M01380	V$HOXD12_01
300	-0.00397803027133659	0.154378266279528	0.152970655983727	M01301	V$MEF2_05
301	-0.00397541482593355	0.181374098330643	0.179721424246093	M00725	V$HP1SITEFACTOR_Q6
302	-0.00397373452860145	0.375371929049123	0.371952992990397	M01439	V$DLX1_01
303	-0.00396601510905725	0.541353022308089	0.536431843781181	M01304	V$SRF_03
304	-0.00395758466617829	0.465185163837564	0.460965338562842	M00228	V$VBP_01
305	-0.00395582324631272	0.531296072943408	0.526478672341981	M00041	V$CREBP1CJUN_01
306	-0.00395226819050831	0.644628910164016	0.638789120044224	M00638	V$HNF4ALPHA_Q6
307	-0.00394981015570722	0.51450547618692	0.509847379443451	M00916	V$CREB_Q2_01
308	-0.00393750249417252	0.484903484976291	0.480527008764748	M01240	V$BEN_01
309	-0.00393423208364063	0.299456768213448	0.296756268306323	M00103	V$CLOX_01
310	-0.003933127150201	0.246266272121768	0.244046064792171	M01477	V$OCTAMER_02
311	-0.00393282729711103	0.454023789432182	0.449930860124109	M00437	V$CHX10_01
312	-0.00393210210821204	0.382373588697528	0.378927203668314	M01412	V$MSX1_02
313	-0.00392803762784666	0.461732595322932	0.45757521914122	M00128	V$GATA1_04
314	-0.00392305791319658	0.216449830431042	0.214503405737995	M00464	V$POU3F2_02
315	-0.00392188068072641	0.224314428322977	0.222297883825331	M01469	V$NKX61_02
316	-0.0039171299688151	0.43560241029244	0.431691148806898	M00161	V$OCT1_05
317	-0.00390681469120852	0.370301559523196	0.366985348955106	M01392	V$HOXA6_01
318	-0.00389935185774704	0.0925746408917799	0.0917471715096111	M01363	V$LMX1B_01
319	-0.00388751026928541	0.325194131123048	0.322296202850526	M01405	V$IRX2_01
320	-0.00388166607169083	0.25395171693703	0.251692043782022	M01353	V$LHX5_01
321	-0.00387846610034326	0.496402864515251	0.491989475826085	M00733	V$SMAD4_Q6
322	-0.00387381505326545	0.402267697534438	0.398695509897499	M01323	V$OTP_01
323	0.00385874785920684	0.802172155641019	0.809331289384218	M00953	V$AR_02
324	0.00385665173047106	0.578055503218883	0.58321165156674	M00349	V$GATA2_03
325	-0.00384256059478755	0.498592600520858	0.494200600042499	M01390	V$DUXL_01
