# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs11480453-C	rs11480453-CA	Matrix_ID	Matrix_name
94	-0.00841584252042549	0.211837329478302	0.207771823016324	M00472	V$FOXO4_01
95	-0.00833296625854479	0.819632339366062	0.804055670902468	M00331	V$TAACC_B
96	0.00807786294808843	0.0424413556363789	0.0432381506515127	M00747	V$IRF1_Q6
97	0.00793236256904961	0.306039160064447	0.311680307684653	M00486	V$PAX2_02
98	0.0076998278897098	0.0109413648976451	0.0111370797617308	M01212	V$STAT1STAT1_Q3
99	0.00762579663767156	0.963835116547801	0.980908599730912	M01028	V$NRSF_Q4
100	0.00760004958618565	0.175436074118328	0.178533183766561	M00494	V$STAT6_01
101	0.00756731037778025	0.154265455949701	0.156976990060331	M00116	V$CEBPA_01
102	-0.007456973108599	0.341508510560116	0.335694756644856	M01315	V$NKX52_01
103	0.00734956022942734	0.0274899460763747	0.0279591167872312	M01146	V$DMRT1_01
104	0.00734034867339295	0.120612525801106	0.122668417033832	M00258	V$ISRE_01
105	-0.00732870253443235	0.434127968995014	0.426863542206216	M00080	V$EVI1_03
106	0.00729114970523126	0.152094712503505	0.154669708129081	M00924	V$AP1_Q2_01
107	0.00725674015803923	0.0108581945364015	0.0110411512294956	M01204	V$SPIB_01
108	0.00719156363296447	0.0861011309322665	0.0875387658612943	M00212	V$POLY_C
109	0.00713214556466069	0.0357580588740442	0.0363501393976089	M01234	V$IPF1_02
110	0.00690633305504934	0.448893038046951	0.456088585133075	M00252	V$TATA_01
111	-0.00687422621378098	0.136077848644596	0.13394089863125	M00096	V$PBX1_01
112	0.00681652543795508	0.157062317658178	0.159546957647856	M01351	V$HOXA9_01
113	0.00667059982151985	0.102556663525438	0.104144054945895	M01209	V$GAF_Q6
114	0.00665920944532397	0.701652633833003	0.712494258853188	M00497	V$STAT3_02
115	0.00658582529149132	0.212110753227982	0.215351802656217	M01665	V$IRF8_Q6
116	-0.00653425495614113	0.322769666492098	0.317949728545908	M01489	V$NKX61_03
117	0.00646531101474657	0.506014171693622	0.513603519498837	M00717	V$PAX8_01
118	-0.0064326701128255	0.423200971359913	0.416978810144056	M00795	V$OCT_Q6
119	0.00639995250922387	0.174528916232456	0.177119894306514	M00192	V$GR_Q6
120	0.00639986127838149	0.32619966530072	0.331042209802183	M00761	V$P53_DECAMER_Q2
121	0.00633479238051482	0.224999444996053	0.228305429149052	M00790	V$HNF1_Q6
122	0.006228381368449	0.515958463298563	0.523411333174396	M00704	V$TEF1_Q6
123	0.00621552737595654	0.0633334004397477	0.064246331427967	M01661	V$HBP1_Q2
124	0.00618210823051324	0.220279695752305	0.223437763784583	M00109	V$CEBPB_01
125	0.00614497397524139	0.209365136572165	0.212348569036261	M00227	V$VMYB_02
126	0.00604366996090272	0.386131730523743	0.391542727102298	M00913	V$MYB_Q5_01
127	0.00601814255516309	0.178802866917517	0.181297836088524	M00992	V$FOXP3_Q4
128	0.00601295658183953	0.205047340226548	0.207906035370389	M00327	V$PAX3_B
129	0.00593008723073452	0.502569127411522	0.50947853789433	M00105	V$CDPCR3_01
130	0.00591522082940232	0.114137002465584	0.115702217753944	M00310	V$APOLYA_B
131	0.00587644793525477	0.114390007006105	0.1159483397817	M01014	V$SOX_Q6
132	0.00587437862668716	0.256425393120602	0.25991743267109	M00648	V$MAF_Q6
133	0.00584430395870195	0.094430232743115	0.0957095697801315	M01267	V$FRA1_Q5
134	0.00582199169854336	0.238263559400825	0.241479138104742	M00495	V$BACH1_01
135	0.00581007024665781	0.307978690061734	0.312126568434556	M00493	V$STAT5A_03
136	0.0058034513817042	0.872336704702599	0.884071922184919	M00380	V$PAX4_04
137	-0.00576816274710124	0.50779555959823	0.501095769391005	M00347	V$GATA1_06
138	0.00573786528946418	0.315464435870421	0.319659982321209	M00481	V$AR_01
139	0.00572033879536193	0.0605512444444442	0.0613540748681055	M01462	V$POU6F1_02
140	0.00571862508138526	0.397423645531078	0.402691375038199	M01069	V$GZF1_01
141	0.00569628611152406	0.301280888362296	0.305258572769422	M00037	V$NFE2_01
142	0.0056172399544383	0.0465009093351764	0.0471062665988563	M00403	V$AMEF2_Q6
143	0.00561708909262143	0.463756298439805	0.469793398772253	M00033	V$P300_01
144	0.00561255607595212	0.13549467269946	0.137257086570655	M00802	V$PIT1_Q6
145	0.00561199278503355	0.193408647917985	0.195924109562204	M01313	V$SIX1_01
146	0.00559806656750494	0.176855945298608	0.179150378671668	M00459	V$STAT5B_01
147	0.00555694900572556	0.358276744405936	0.362890474202729	M00983	V$MAF_Q6_01
148	0.00554863863300969	0.305485035233587	0.309413015918123	M01374	V$SIX4_01
149	0.00554006318493228	0.337832722230283	0.342169878752902	M01201	V$AR_04
150	0.00553469057486278	0.288258675663816	0.291955779991328	M00284	V$TCF11MAFG_01
151	0.00553307491418109	0.0708244267915145	0.0717325291048028	M01075	V$PLZF_02
152	0.00551964755375145	0.233395180843335	0.236380437445659	M01358	V$SIX3_01
153	0.00548591197493531	0.174931365452656	0.177155074960325	M01347	V$RHOX11_01
154	-0.0054455737804664	0.539375265738652	0.532654319515795	M00346	V$GATA1_05
155	0.00541648580753429	0.271113820619369	0.274516304004363	M00157	V$RORA2_01
156	0.0053783919954109	0.234640840252052	0.237564748343167	M01398	V$SIX6_02
157	0.00537214675849274	0.35541164494428	0.359835328500017	M00205	V$GRE_C
158	0.00531703368602865	0.0394039757587563	0.0398893607831411	M01429	V$HOMEZ_01
159	0.00531401422524419	0.35653988719178	0.360929298118892	M00773	V$MYB_Q3
160	0.00530310193279693	0.205899742837835	0.208429365346238	M00190	V$CEBP_Q2
161	0.00527436412789495	0.0010279187025749	0.00104047855153278	M01150	V$DMRT5_01
162	0.0052740756238131	0.316233532502171	0.320097288278414	M01000	V$AIRE_02
163	0.0052319149244005	0.34310105971284	0.347259371077188	M01105	V$ZBRK1_01
164	0.00521750023674566	0.473902890349518	0.479630572184281	M01132	V$SF1_Q6_01
165	0.00520744710124271	0.339706992463213	0.343804798211019	M00445	V$XVENT1_01
166	0.00519373749544783	0.157790337163359	0.159688683922173	M01108	V$HOXA7_01
167	0.00518246801685718	0.289768282113739	0.293246821908936	M00138	V$OCT1_04
168	-0.00517694985691597	0.249591825754767	0.246634262094052	M01465	V$PIT1_01
169	0.00517674795831585	0.312867136998431	0.316618798119799	M01383	V$NKX3A_02
170	0.00517169667086281	0.309104013784927	0.31280691215412	M01352	V$NKX29_01
171	-0.00517133602069464	0.252213630004688	0.249228220595326	M00101	V$CDXA_02
172	0.00516021446162263	0.294483034853924	0.298002902896158	M00517	V$AP1_01
173	0.00515517113815811	0.324296287006903	0.328168693035517	M00960	V$PR_Q2
174	0.00511016952208443	0.185788522526752	0.187987533858412	M01345	V$SIX6_01
175	0.00509974680941205	0.251514935704651	0.254485783840495	M00260	V$HLF_01
176	0.00508414064145057	0.170146011392172	0.17214955854327	M01384	V$RHOX11_02
177	0.00505633776411651	0.298544916262968	0.302041082447165	M00199	V$AP1_C
178	0.00505568884109575	0.127292108800454	0.128782594465806	M00162	V$OCT1_06
179	0.00502575821106643	0.128886137520707	0.130386301698739	M01286	V$SOX_01
180	0.00501433516693517	0.24858740442879	0.251474211417075	M00006	V$MEF2_01
181	0.00500232847076076	0.226320048160202	0.228941938275355	M00007	V$ELK1_01
182	0.00499349113846431	0.373215502676488	0.377531476333825	M00340	V$ETS2_B
183	0.0049805184513001	0.0689380349696959	0.0697331716369466	M00622	V$CEBPGAMMA_Q6
184	0.00496117911240473	0.360412115114168	0.364552902459762	M00070	V$TAL1BETAITF2_01
185	0.00495679272051375	0.241707802691481	0.244482322762705	M00117	V$CEBPB_02
186	0.00495532167574686	0.226720009630428	0.229321710779661	M00746	V$ELF1_Q6
187	0.00495097553725538	0.386680283254033	0.39111367733108	M00687	V$ALPHACP1_01
188	0.00495075068187112	0.282970045125372	0.286214225072863	M00997	V$DEC_Q1
189	0.00494671449975764	0.525179392666087	0.531195504710303	M00183	V$MYB_Q6
190	0.0049148629879836	0.370606682355083	0.374824619454376	M01433	V$SIX2_01
191	0.00491317250576073	0.0494394867768136	0.0500019712743883	M01124	V$OCT4_02
192	0.00491054882240494	0.308216430547182	0.311721197107229	M00805	V$LEF1_Q2
193	0.00490164902485268	0.420555189285734	0.425328657395382	M01595	V$STAT3_03
194	0.00488463428042607	0.130058263709048	0.131529323415011	M01472	V$IRX5_01
195	0.00485068904679198	0.105008764509895	0.106188194792875	M01375	V$HOXD10_01
196	-0.00484598042299583	0.341072366174193	0.337287738672235	M00011	V$EVI1_06
197	0.0048121895704627	0.37284745888694	0.377001759505277	M01322	V$NKX26_01
198	0.00479007691478567	0.346125663472761	0.349964408056845	M01359	V$DOBOX4_01
199	0.00478661768898542	0.491938121254185	0.497390053065048	M00731	V$OSF2_Q6
200	0.00476248305765678	0.576680654393287	0.583039348491369	M01020	V$TBX5_02
201	0.00475106742067266	0.145128441368046	0.146724824435064	M01485	V$IRX3_02
202	0.00474535909807272	0.421893918168627	0.426529058382035	M00396	V$EN1_01
203	0.00474173560877367	0.379165470288944	0.383327975869071	M00003	V$VMYB_01
204	0.0047369021925936	0.301043460238108	0.304344949638225	M00457	V$STAT5A_01
205	0.00472625957498718	0.29022851807766	0.293404211840656	M01284	V$SOX9_Q4
206	0.00469647376246873	0.223961219041623	0.226396285199063	M00062	V$IRF1_01
207	0.0046960760462883	0.547396337379612	0.553347514154557	M01229	V$GTF2IRD1_01
208	0.00468388158610755	0.5957842965186	0.602244626380051	M01032	V$HNF4_Q6_02
209	0.00468163649776521	0.591064739914329	0.59747080507906	M00646	V$LFA1_Q6
210	0.00468067491707547	0.170081519052254	0.171924512255578	M01405	V$IRX2_01
211	0.00467130428393225	0.227803436140011	0.230266932147027	M00406	V$HMEF2_Q6
212	0.00467048333123143	0.241700324495787	0.244313641432362	M01659	V$CDX2_Q5_01
213	0.00467034579561654	0.096060482520445	0.0970990787826933	M01147	V$DMRT2_01
214	0.00466579459892499	0.574372023877655	0.580575992163514	M01171	V$BCL6_Q3
215	0.00465397978529769	0.294741033524724	0.297916516957548	M01197	V$ELF5_01
216	0.00463630593176934	0.0649447103912234	0.0656417408785638	M01149	V$DMRT4_01
217	0.00462165168618311	0.358952915604522	0.362793198876534	M00320	V$MTATA_B
218	0.00461013747406935	0.413527231840408	0.417940301542737	M01139	V$LMAF_Q2
219	0.00460276261813819	0.160576922014303	0.162287806975325	M00485	V$NKX22_01
220	0.00459900537801045	0.50427017570165	0.509638570183494	M00150	V$BRACH_01
221	0.00457908530769446	0.412228122946064	0.416597540954685	M00655	V$PEA3_Q6
222	0.00457488643453863	0.255188044689726	0.257890420731334	M01163	V$ELK1_03
223	0.0045727198513848	0.435848823616793	0.440462153683872	M01414	V$NKX25_03
224	0.00457147497481086	0.373301288622794	0.377251490281168	M00156	V$RORA1_01
225	0.00455390828859015	0.266849584283032	0.26966242696316	M01295	V$ATF5_01
226	0.00450699403432098	0.407866216086142	0.412120983766129	M00926	V$AP1_Q4_01
227	0.00449940470940724	0.191798738805092	0.193796153032454	M01377	V$IRXB3_01
228	0.00447517779780959	0.303484791881756	0.306628211984241	M00640	V$HOXA4_Q2
229	0.00445963362268803	0.324903594340729	0.328257115960947	M01250	V$E2F1_01
230	0.00444522391380386	0.349780380168245	0.353378944607138	M00045	V$E4BP4_01
231	0.00442798770708056	0.621846979903159	0.628219650929353	M00511	V$ERR1_Q2
232	-0.00441936662179121	0.500451147475221	0.495384396032601	M00248	V$OCT1_07
233	0.00441742751397944	0.0964676722398715	0.0974539006422529	M01148	V$DMRT3_01
234	-0.00440398373866549	0.679358879716804	0.672504620564168	M01468	V$DLX2_01
235	0.00440148399325946	0.497338795819193	0.502404849118808	M00065	V$TAL1BETAE47_01
236	0.00439151407379967	0.451112644848681	0.455697362296101	M01107	V$RUSH1A_02
237	0.00438141612253184	0.575031000612806	0.580861610694006	M00993	V$TAL1_Q6
238	0.00435729626206244	0.641636113084989	0.648106079811691	M01220	V$STAT3STAT3_Q3
239	0.00433436539617807	0.705859741951006	0.712939666139488	M00707	V$TFIIA_Q6
240	0.00433179191408123	0.403591747481743	0.40763744350477	M00531	V$NERF_Q2
241	-0.00432587597477951	0.243693218153425	0.241277912749294	M01432	V$HOXD8_01
242	0.00431885810545923	0.606675285049279	0.612738488564554	M00634	V$GCM_Q2
243	-0.00431015129279677	0.114400091317032	0.113270344097024	M00632	V$GATA4_Q3
244	0.00430983560473081	0.387169278712194	0.391030582602949	M01350	V$NKX24_01
245	0.00430418681618136	0.595166462978312	0.601094339157857	M00186	V$SRF_Q6
246	0.00427044679132127	0.393771973262954	0.397663058807412	M00711	V$ZTA_Q2
247	0.00424011638354771	0.218937938375902	0.221085948249762	M00216	V$TATA_C
248	0.00423918514271662	0.614232254416673	0.620257184452917	M00526	V$GCNF_01
249	0.00423560729160685	0.587279729051685	0.593035399392623	M00201	V$CEBP_C
250	0.00421853961456631	0.320447306864368	0.323575153305575	M01400	V$DLX3_01
251	0.00421175601175483	0.460726344048179	0.465216170132176	M01138	V$RORA_Q4
252	0.00420687230520264	0.670459881634276	0.676985969978102	M01023	V$HSF1_Q6
253	0.00418766582894625	0.40384969595734	0.40776263410061	M00978	V$LEF1TCF1_Q4
254	0.00416371798504211	0.113800686640859	0.114896976507645	M01479	V$POU6F1_03
255	0.00416009360095965	0.349805478758539	0.353172354630621	M01152	V$PXRRXR_01
256	0.00415996818277542	0.512910255310399	0.517846864242106	M00498	V$STAT4_01
257	0.00415961262703224	0.503064644546802	0.507906076576398	M01185	V$BCL6_02
258	0.00414756873570771	0.488534341110996	0.493222257023237	M00432	V$TITF1_Q3
259	0.00414227983943205	0.102000409355625	0.102977938748023	M01172	V$PU1_Q4
260	0.00413306277289904	0.201260553695619	0.203185038665017	M01410	V$IRX4_01
261	0.00413097994719669	0.247216847471214	0.249579576769603	M01318	V$IRX3_01
262	0.00409934326467964	0.427780499335916	0.431837473498086	M00228	V$VBP_01
263	0.00409748365282381	0.16891784957278	0.170519098363869	M01232	V$SATB1_01
264	0.00409185997881745	0.499374581101603	0.504101851248189	M01165	V$ELK1_04
265	0.00408569013818444	0.396547810256398	0.400295996113823	M00250	V$GFI1_01
266	0.00406821045716432	0.114893325923539	0.115974634369286	M01125	V$OCT4_01
267	0.0040619334151793	0.54011009120776	0.54518541004036	M01066	V$BLIMP1_Q6
268	0.00406087590763471	0.460901831190673	0.465231711196574	M01482	V$NKX32_02
269	0.00404546221805363	0.431185805943869	0.435221075914145	M01235	V$IPF1_03
270	0.0040445553439552	0.0757748704712138	0.0764838529801226	M00269	V$XFD3_01
271	0.00404342305666838	0.477826113283159	0.482295603925582	M01214	V$ESE1_Q3
272	0.00403892840685968	0.618493519770615	0.624272324595344	M01264	V$TBX15_02
273	0.00403523532901018	0.183038935616527	0.184747562430018	M00478	V$CDC5_01
274	0.00403124000582833	0.453247686511179	0.457474441940058	M01013	V$IPF1_Q4_01
275	0.00403050516883793	0.582584529050791	0.588016418590109	M00066	V$TAL1ALPHAE47_01
276	0.00402399884931137	0.187097716970521	0.188839345690098	M00026	V$RSRFC4_01
277	0.00402192536530144	0.263010675039912	0.265457684151031	M00463	V$POU3F2_01
278	0.00401961699216158	0.597284936619829	0.602838775581852	M01123	V$NANOG_01
279	0.00401172004452877	0.408990269895885	0.412785749720679	M01478	V$CPHX_01
280	0.00400176199124547	0.170534068402528	0.17211269899265	M00407	V$RSRFC4_Q2
281	0.00399410659551042	0.40989060481024	0.413677662209464	M00161	V$OCT1_05
282	0.00398865237561918	0.455699219736828	0.459903735780028	M00040	V$CREBP1_01
283	0.00397349373320258	0.637805364540275	0.643667618794793	M00194	V$NFKB_Q6
284	0.0039624540390103	0.527988966272982	0.53282832155202	M01312	V$NKX21_01
285	0.00394734687754589	0.515122008084334	0.519825346781522	M00671	V$TCF4_Q5
286	0.00393347109367226	0.467894105978161	0.472151143186258	M01153	V$PXRRXR_02
287	0.00392722749077795	0.682162283552611	0.688358898997152	M00496	V$STAT1_03
288	0.00392445219661525	0.472679893730431	0.476970568188305	M00925	V$AP1_Q6_01
289	0.00391664884712964	0.558200603009425	0.563257457092993	M00658	V$PU1_Q6
290	0.00390502797929967	0.624369010059521	0.63000843933859	M01017	V$PBX1_03
291	0.00390312926313724	0.610780936337885	0.61629494092121	M00619	V$ALX4_01
292	0.00388295735340127	0.157717007703195	0.159133452858822	M01203	V$PU1_01
293	0.00387354110350768	0.35748654810403	0.360689288753276	M01233	V$IPF1_01
294	-0.00386595008527912	0.414689800789752	0.411014746627201	M00464	V$POU3F2_02
295	0.00385474010624548	0.558766050028554	0.563747658575033	M00339	V$ETS1_B
296	0.00385205199309607	0.403337057653935	0.406930439790209	M01208	V$FLI1_Q6
297	0.00384846738630767	0.401431388988021	0.405004450410393	M01434	V$HOXD11_01
298	0.0038480454507091	0.417407155348634	0.421122004770479	M01022	V$LEF1_Q2_01
299	0.00384732135096646	0.558736958783873	0.563708678439376	M00421	V$MEIS1BHOXA9_02
300	0.00384717849201144	0.497031215325301	0.501453703689014	M00999	V$AIRE_01
301	0.00383457533731046	0.390493171390351	0.393956271973571	M01486	V$DLX7_01
302	0.00382080200719553	0.369831382993941	0.373099411116418	M00416	V$CART1_01
303	0.00378248303106885	0.672231958922713	0.678112326128073	M01217	V$NUR77_Q5
304	0.00378137023110547	0.372457233661914	0.375714350666272	M00210	V$OCT_C
305	0.00376017325749284	0.38404379582256	0.387383328840863	M00423	V$FOXJ2_02
306	0.00374788274320101	0.74618510917692	0.75265241727286	M01248	V$DAX1_01
307	0.00373629469256895	0.617980448576191	0.623319954020095	M00063	V$IRF2_01
308	0.00372922875965059	0.364412030744868	0.367554661588101	M00100	V$CDXA_01
309	0.00371175447341687	0.502410996400357	0.506723319220962	M00311	V$ATATA_B
310	0.00366964567975703	0.357461749607654	0.360494980800325	M01328	V$ISL2_01
311	0.00365920149871662	0.43558161977831	0.439267170943867	M01437	V$HOXC12_01
312	0.00365158490141021	0.415018532528388	0.418522754864849	M01423	V$ARX_01
313	0.00364571807059166	0.39081212135525	0.394106632105854	M01251	V$E2F1_02
314	0.0036416266556861	0.607914251781675	0.613033138499739	M00224	V$STAT1_01
315	0.00361921542241417	0.291245291593904	0.29368254058952	M00729	V$CDX2_Q5
316	0.00361759715725152	0.612581519913843	0.617705528368379	M00059	V$YY1_01
317	0.00361756126138599	0.617006811525318	0.622167784415398	M01379	V$HNF1_02
318	0.00360841176135718	0.235273256960336	0.237236209494364	M01294	V$PROP1_01
319	-0.00360405154093801	0.198568684888883	0.19692765435533	M01211	V$PARP_Q3
320	0.00359967130470507	0.693846654761241	0.699621536731155	M00928	V$E2_Q6_01
321	0.00359255989171087	0.464601774557114	0.46846098168429	M01430	V$HOXA13_03
322	0.00358267926787648	0.527220057977058	0.531587308594558	M01131	V$SOX10_Q6
323	0.00355855872322441	0.175842769824321	0.177289524304576	M01404	V$HOXD13_01
324	0.00355256755731809	0.399673618792564	0.402956392992428	M01230	V$ZNF333_01
325	0.00355105445388199	0.473345142668525	0.477231365354744	M01380	V$HOXD12_01
326	0.00354056698071364	0.519714697817995	0.523968967225811	M00971	V$ETS_Q6
327	0.00353344949607626	0.612946551736177	0.617953868960366	M01304	V$SRF_03
328	0.00352617441873354	0.381597396618074	0.384708318906144	M01317	V$HOXC13_01
329	0.00351358767165008	0.575261052509024	0.579933984205875	M01266	V$ELF1_Q5
330	0.00350537346972629	0.44716762253654	0.450791505809241	M01435	V$PSX1_01
