# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs11452686-T	rs11452686-TA	Matrix_ID	Matrix_name
38	0.0127570128255334	0.0399730926266387	0.0411646818056223	M00077	V$GATA3_01
39	-0.0122260519739192	0.152807722381775	0.148565938438833	M01292	V$HOXA13_01
40	-0.0120022353346647	0.0729845372345191	0.0709951405571687	M00972	V$IRF_Q6_01
41	0.0119361270440752	0.00906850239392787	0.00932119726407732	M00150	V$BRACH_01
42	-0.0118944693053047	0.0700317143068896	0.0681397111572426	M01137	V$FOXO3A_Q1
43	0.0109384929860112	0.017918459300004	0.0183754996796172	M00350	V$GATA3_02
44	0.0105697652677503	0.00587684163698665	0.00602162565350317	M00011	V$EVI1_06
45	-0.010462530243422	0.156631887424773	0.152903578990822	M00096	V$PBX1_01
46	-0.0104554916856534	0.165095618066152	0.161168459488834	M00160	V$SRY_02
47	-0.0103540696846706	0.167377770704672	0.163434489015634	M00129	V$HFH1_01
48	0.0101080828146755	0.119577373098669	0.122393144104066	M00100	V$CDXA_01
49	-0.0100748029265074	0.222714978693724	0.217607882811598	M00269	V$XFD3_01
50	0.00993314636330145	0.053831832079742	0.0550772574932118	M00471	V$TBP_01
51	-0.00976877495651993	0.912137678144576	0.891849597742206	M00023	V$HOX13_01
52	-0.00972069403495335	0.116342297436696	0.113767166498484	M01464	V$HOXA10_01
53	-0.00956935448650797	0.184516704373862	0.18049548164171	M00331	V$TAACC_B
54	-0.00939348919203087	0.163790772395103	0.160286129431988	M00724	V$HNF3ALPHA_Q6
55	0.00934920560194374	0.335143845260386	0.342436818773586	M00802	V$PIT1_Q6
56	-0.00928283362153026	0.216900172455434	0.212313233049648	M00472	V$FOXO4_01
57	0.00910512492574789	0.270924790431756	0.276664776785662	M00480	V$LUN1_01
58	0.00889225445708691	0.355628756094046	0.362985373234229	M00313	V$GEN_INI2_B
59	0.00859339736651143	0.153008622562453	0.156066360574569	M00690	V$AP3_Q6
60	-0.00818088810019957	0.397170901279914	0.389759342787793	M01324	V$OCTAMER_01
61	-0.00806038904196638	0.0769703029501351	0.0755549298828633	M01654	V$DRI1_01
62	-0.00793607672826974	0.703991872319105	0.69124430846601	M00955	V$GR_01
63	0.00792497901940292	0.214177709200942	0.218121887997722	M00395	V$HOXA3_01
64	0.00792471061136185	0.346971250418674	0.353360663584843	M00314	V$GEN_INI3_B
65	0.00790768632361849	0.307191431047251	0.312836042622027	M00486	V$PAX2_02
66	-0.00788682591994472	0.176997796015026	0.173812510570461	M00473	V$FOXO1_01
67	0.00784472550867171	0.424821729833385	0.432565071645363	M00315	V$GEN_INI_B
68	0.00766865398198724	0.0417914708320609	0.0425359669823193	M00082	V$EVI1_05
69	-0.00757206966404911	0.161014196841168	0.15823119223149	M00424	V$NKX61_01
70	-0.00756231087150172	0.560431180341067	0.550756940809641	M01307	V$POU5F1_01
71	-0.00745805160611035	0.49020858107287	0.481862198399699	M00453	V$IRF7_01
72	0.00739154461473523	0.0650319418963218	0.0661482359924818	M01457	V$NKX23_01
73	0.00716470236489775	0.0373426250465803	0.0379637885953733	M00079	V$EVI1_02
74	0.00714021185306046	0.121096983490935	0.123104388986082	M01069	V$GZF1_01
75	0.00712367996235774	0.0242030469365295	0.0246033204382372	M00203	V$GATA_C
76	0.00688408116063832	0.0344866858370916	0.0350376961388962	M00233	V$MEF2_04
77	-0.00672633566883133	0.948305355799369	0.933731193507577	M00953	V$AR_02
78	0.00668867525066616	0.559457580514052	0.568140616320164	M00482	V$PITX2_Q2
79	0.00660018085735969	0.0317460419155444	0.0322321864192852	M00080	V$EVI1_03
80	0.00648396240239435	0.367540007958684	0.373068501565753	M00794	V$TTF1_Q6
81	0.00644830259344537	0.464027184214052	0.470968353908464	M01044	V$TBX5_Q5
82	0.00641166399519311	0.199731610939386	0.202702203058683	M00964	V$PXR_Q2
83	0.00636127984086499	0.0817870918676492	0.0829938756862658	M00405	V$MMEF2_Q6
84	0.00629176055072422	0.124985940696511	0.126809831007355	M01352	V$NKX29_01
85	0.00626134635142339	0.0828307801110338	0.0840336249319733	M00024	V$E2F_01
86	0.00625853434128754	0.0964199553199683	0.0978195048711128	M01383	V$NKX3A_02
87	0.00623629543127135	0.126007699391569	0.127830173348141	M00334	V$DTYPEPA_B
88	0.00622728828439056	0.119306455256498	0.12102949766669	M00292	V$FREAC4_01
89	0.0061405964278668	0.161509667814991	0.163809513433078	M01007	V$SRF_Q5_02
90	0.00609184491143755	0.0391071493345935	0.0396595703218852	M00078	V$EVI1_01
91	0.00607848727028404	0.30513374207358	0.309434492329079	M01264	V$TBX15_02
92	0.0060528744055609	0.181292456020734	0.183836865682453	M01234	V$IPF1_02
93	0.00603427891596053	0.345108107862421	0.349936659324559	M01181	V$NKX32_01
94	-0.00602879573645115	0.369696225684925	0.364599627862167	M01360	V$DBX2_01
95	0.00598653811163269	0.395209309113448	0.400694797672617	M00707	V$TFIIA_Q6
96	0.0059518808880481	0.0509093580770666	0.0516118589692636	M01011	V$HNF1_Q6_01
97	0.00594546208520041	0.300142525306183	0.304279710457193	M01081	V$ZEC_01
98	0.00593492654305994	0.0946141764171889	0.0959160178598631	M01347	V$RHOX11_01
99	0.00592147045853197	0.0648504465767545	0.0657407177803343	M00351	V$GATA3_03
100	0.00591596200514077	0.575876426664201	0.583774691733856	M00141	V$LYF1_01
101	0.00588045537464699	0.219975760510439	0.22297454337388	M01019	V$TBX5_01
102	-0.00586803705585959	0.155965292305696	0.153872116120479	M01432	V$HOXD8_01
103	-0.00581184473730845	0.300593563780379	0.29659773668013	M00639	V$HNF6_Q6
104	0.00581078046455585	0.255617211731741	0.259060305730893	M00063	V$IRF2_01
105	0.00578859917230928	0.331774435754948	0.33622617379374	M00515	V$PPARG_02
106	0.0057856408259771	0.203094743450112	0.205818459767826	M01359	V$DOBOX4_01
107	0.00576889454013341	0.13767349198533	0.139514460058254	M00238	V$BARBIE_01
108	0.00574762130082451	0.257964833493496	0.26140153109745	M00137	V$OCT1_03
109	0.00573529775774784	0.0350395464539178	0.0355053480147746	M00126	V$GATA1_02
110	-0.00570783442347178	0.455527357594061	0.449579634678241	M00302	V$NFAT_Q6
111	-0.00570271429807589	0.187044903299138	0.184604874542272	M00734	V$CIZ_01
112	0.00568059609478982	0.314065800005838	0.318200782167447	M00624	V$DBP_Q6
113	0.00566386132695529	0.107060176310386	0.108465548201527	M00216	V$TATA_C
114	0.00563335805425857	0.346179006989638	0.350698643371356	M01171	V$BCL6_Q3
115	0.00562484748527203	0.407794710727047	0.413110692554893	M00641	V$HSF_Q6
116	0.00559942398097601	0.161166830921673	0.163258232483644	M00176	V$AP4_Q6
117	-0.00550863304207394	0.126060501180217	0.124471635604585	M01599	V$FOXP3_01
118	0.00550363020400835	0.084212048012729	0.0852860223022064	M01384	V$RHOX11_02
119	0.00543340795333089	0.630061171195413	0.637993309086797	M00191	V$ER_Q6
120	0.00542813660796382	0.258185872029677	0.261433122786183	M01459	V$PREP1_01
121	0.00541899509971278	0.282079330050049	0.285621081051548	M01414	V$NKX25_03
122	0.0053711747723143	0.167516726141855	0.169601368244665	M01482	V$NKX32_02
123	0.00534492818395271	0.240863789626294	0.24384645328664	M01488	V$MEIS2_01
124	0.00532654383986042	0.206352383080591	0.208898842016818	M01450	V$OBOX1_01
125	0.0053102111861616	0.0979146776934882	0.0991192506024452	M00311	V$ATATA_B
126	0.00528966581821588	0.218372685009031	0.221048707479498	M01162	V$OG2_01
127	0.00528360316167642	0.191394965115191	0.193737687724714	M00006	V$MEF2_01
128	0.00518910414009588	0.409127749438862	0.41404547340182	M00928	V$E2_Q6_01
129	0.00518252269561736	0.112973530665413	0.114329742223135	M00406	V$HMEF2_Q6
130	0.0051722570156173	0.257941636092268	0.261031973730828	M01661	V$HBP1_Q2
131	0.0051502542880032	0.618049648126727	0.625422667865215	M00810	V$SRF_Q4
132	0.00512824338211537	0.241060672272415	0.243924041314429	M01236	V$IPF1_04
133	0.0051088310718328	0.131050578563458	0.132601297511461	M00241	V$NKX25_02
134	0.00506778259983165	0.155514877977007	0.157340210382436	M00349	V$GATA2_03
135	0.00500806036408041	0.0991624379111593	0.100312546576155	M00423	V$FOXJ2_02
136	0.00500425278963712	0.149274447773682	0.151004443104031	M00045	V$E4BP4_01
137	0.00497014070693208	0.396088077887491	0.400647014811503	M01595	V$STAT3_03
138	0.00494592854211384	0.302794554081414	0.306262616435222	M01407	V$TGIF2_01
139	0.00493181021590439	0.167947418028049	0.169865484327235	M01425	V$HNF1B_01
140	0.00493155724042682	0.547549888282114	0.553802933563702	M01020	V$TBX5_02
141	0.00492364235747489	0.310625719906059	0.314167354470846	M00175	V$AP4_Q5
142	0.00492044350339393	0.171370583218664	0.173323207823896	M01445	V$OBOX6_01
143	0.00489498981512715	0.114917026514658	0.11621959826467	M00206	V$HNF1_C
144	0.00489076462005922	0.290110561792965	0.293396078407977	M01650	V$PNR_01
145	0.00489058204051074	0.0786377399024242	0.0795282828038508	M01429	V$HOMEZ_01
146	-0.00489016807178339	0.530560187953587	0.524619573833699	M00098	V$PAX2_01
147	0.00487982556021388	0.374264489773631	0.378493520171094	M00242	V$PPARA_01
148	0.00487775958829595	0.228892759559771	0.231478049745705	M01348	V$K2B_01
149	0.00487682755706376	0.366470702600942	0.370609108118783	M01436	V$CRX_02
150	0.00486872207160027	0.369102692362997	0.373263853376311	M00157	V$RORA2_01
151	-0.00485508486285025	0.268983027302418	0.265992745552497	M00930	V$OCT1_Q5_01
152	0.00484754062036769	0.472099052260108	0.477398081293849	M01263	V$TBX15_01
153	0.00484738987126404	0.452752614233104	0.457834332170059	M01411	V$PKNOX2_01
154	0.00483084414400914	0.442967216832648	0.447922037746636	M00922	V$SRF_Q5_01
155	-0.00481304612737654	0.218155421237385	0.215751072710507	M01211	V$PARP_Q3
156	0.00480679398952955	0.164033696464434	0.16585931435737	M00672	V$TEF_Q6
157	0.00479988455459462	0.374920077133549	0.379086730106987	M01346	V$TGIF_02
158	0.00479369463708268	0.32340823595269	0.326997754335519	M00459	V$STAT5B_01
159	0.00479179598965063	0.340022870563466	0.343795292302079	M01419	V$MEIS1_02
160	0.00476363704534355	0.271963046520323	0.274962542234916	M00095	V$CDP_01
161	0.00472473238084381	0.235892730807523	0.238473041302209	M01337	V$HOXA3_02
162	0.00470791043610352	0.201095649330201	0.203287457984406	M01014	V$SOX_Q6
163	0.00469436149056679	0.334333296024526	0.337966762379196	M00156	V$RORA1_01
164	0.00469178268717074	0.248476602147925	0.251175503928886	M00437	V$CHX10_01
165	0.00468088496697838	0.290207021521166	0.293351829391433	M00190	V$CEBP_Q2
166	0.00467580832800785	0.267828722815929	0.270727865171518	M01379	V$HNF1_02
167	0.0046710482690594	0.24996453271357	0.252667532756646	M01000	V$AIRE_02
168	0.00466133227656007	0.131208970810837	0.132624836411735	M00485	V$NKX22_01
169	0.00465984618270388	0.402024803689932	0.406361630957346	M01322	V$NKX26_01
170	0.00465280261542744	0.13800344998995	0.139489894630782	M01235	V$IPF1_03
171	0.00463521050482041	0.171918627100156	0.173763335612029	M01469	V$NKX61_02
172	0.00461901799692688	0.368675097436687	0.37261713449525	M01138	V$RORA_Q4
173	0.00461668198353338	0.188072148935229	0.190082077030883	M01430	V$HOXA13_03
174	0.00461657768268764	0.0422126714539376	0.0426637882609857	M00026	V$RSRFC4_01
175	0.00460514477066998	0.41675914706973	0.421201864828326	M00467	V$ROAZ_01
176	0.00459409701717842	0.768728013462462	0.776903011028498	M00704	V$TEF1_Q6
177	0.0045940394936127	0.326301948829994	0.329771946037454	M01484	V$PITX1_01
178	0.00459039916839254	0.230988282147349	0.233442727183833	M00436	V$IPF1_Q4
179	0.00457909174462434	0.271522789759684	0.274400803601636	M01481	V$HMX1_02
180	0.00456781987106913	0.14523401710994	0.146769619996545	M01456	V$HMBOX1_01
181	0.00456646450881121	0.416661875807507	0.42106605289192	M01260	V$STAT1_05
182	0.0045533381155568	0.325999473077153	0.329435378063812	M00712	V$MYOGENIN_Q6
183	-0.00455259514714468	0.161872081575679	0.160184081886813	M00377	V$PAX4_02
184	0.00454819907825155	0.363393239595021	0.367218914678033	M00418	V$TGIF_01
185	0.00454783692998051	0.0101318247269243	0.0102384804449176	M00347	V$GATA1_06
186	0.00454463628076007	0.11349122266982	0.114685077152354	M01375	V$HOXD10_01
187	0.00450845280233975	0.346954862332664	0.350575394171053	M01350	V$NKX24_01
188	0.00450466482816458	0.212690124485511	0.214907706935919	M00102	V$CDP_02
189	0.00450447706724583	0.335811167976832	0.339312307268561	M01230	V$ZNF333_01
190	0.00444524392395229	0.109414671780585	0.110540342489327	M01591	V$TAL1_01
191	0.00443649752872222	0.278198668031722	0.281055147561138	M01423	V$ARX_01
192	0.00442816876094521	0.381989828108277	0.385904610412613	M00454	V$MRF2_01
193	0.00441879974641735	0.250505216366992	0.253067033088701	M01323	V$OTP_01
194	0.00441290747564727	0.228875322145402	0.231212801593777	M00161	V$OCT1_05
195	0.00441258423122726	0.0789728477277939	0.0797793296861282	M01659	V$CDX2_Q5_01
196	0.00440989062241665	0.419434716904932	0.423715415914074	M00071	V$E47_02
197	0.00440704802870895	0.546914410039371	0.552492534830928	M00181	V$E2_Q6
198	0.00440122366096307	0.393512506907472	0.397520713869307	M01364	V$OBOX2_01
199	0.0043983652964843	0.554292479324612	0.559934660262914	M01217	V$NUR77_Q5
200	0.00436091707714886	0.40374262231543	0.407817179336582	M01395	V$MRG2_01
201	0.00433696870604611	0.464441187162618	0.469102443561714	M00240	V$NKX25_01
202	0.00433035106077451	0.351764266539863	0.355289253294611	M00068	V$HEN1_01
203	0.00430826355696801	0.535653954004181	0.540994162085033	M00808	V$PAX_Q6
204	0.00430520701374371	0.0954371647810194	0.0963879482858675	M00318	V$LPOLYA_B
205	-0.00430513261498011	0.114353776291356	0.113225794873087	M00632	V$GATA4_Q3
206	0.00428930562549212	0.29512303954568	0.298052261050781	M01381	V$OBOX5_01
207	0.00428867246417897	0.45655113874879	0.461081930480936	M01212	V$STAT1STAT1_Q3
208	0.00428504596796253	0.289994559104078	0.292870005714065	M01437	V$HOXC12_01
209	0.00427579128393707	0.156949040737141	0.158501894295875	M01232	V$SATB1_01
210	0.00426585389993367	0.37524943375463	0.378953479865173	M00256	V$NRSF_01
211	0.00426443386830822	0.39662107279645	0.400534766369894	M00623	V$CRX_Q4
212	0.00425736618802663	0.474639808786846	0.479315558735702	M01312	V$NKX21_01
213	0.00425637006370411	0.437523367277905	0.441832464022803	M01372	V$NKX22_02
214	0.00425030499233497	0.31644228033381	0.319554406356214	M00416	V$CART1_01
215	0.00424873372756618	0.372231722941739	0.375891163391524	M01345	V$SIX6_01
216	0.00424680649098191	0.502473864289751	0.507411474154026	M01244	V$HSF2_02
217	0.00424531099958553	0.374165386220832	0.377840858850339	M01382	V$GBX2_01
218	0.00423673740334329	0.262774597466638	0.265350626217872	M01435	V$PSX1_01
219	0.00422401790464982	0.460551758412234	0.465053013286576	M00514	V$ATF4_Q2
220	0.00421949335692462	0.251468423740311	0.25392353348762	M01376	V$S8_02
221	0.0042131549821296	0.245308869870855	0.247700228193623	M00291	V$FREAC3_01
222	0.00420839092691894	0.200711871277754	0.202666258969593	M00103	V$CLOX_01
223	0.0042011459664697	0.289720317912534	0.292536525597081	M01356	V$PMX2B_01
224	0.00418516934333546	0.0501877127176735	0.0506736949511386	M00941	V$MEF2_Q6_01
225	0.00417632064611873	0.482549034931254	0.48721177074001	M00260	V$HLF_01
226	0.00416913906773675	0.326650553874191	0.329801432735958	M01380	V$HOXD12_01
227	0.00415798154734348	0.289327212730222	0.292110565022888	M01439	V$DLX1_01
228	0.00415772256245495	0.306701417179229	0.309651726134163	M01378	V$HOXA11_01
229	0.00415151294598587	0.365864569961792	0.369378716359657	M01342	V$CDP_03
230	0.00414667147731812	0.333741795768074	0.336943645176521	M01361	V$HOXC10_01
231	0.00414554966193342	0.511247624413675	0.516151094582314	M01241	V$BEN_02
232	0.0041408774963495	0.187334333589485	0.189129057028847	M00294	V$HFH8_01
233	0.00414013397312796	0.489158212740311	0.493843660980892	M00199	V$AP1_C
234	0.00413693862856834	0.183113969716376	0.184866584036777	M00729	V$CDX2_Q5
235	0.0041301706743363	0.336760070577268	0.339977959147804	M01434	V$HOXD11_01
236	0.00412839534221382	0.36800248865534	0.371517393372769	M01462	V$POU6F1_02
237	0.00412678371681124	0.482387606200823	0.486993231094519	M00805	V$LEF1_Q2
238	0.00412246167897112	0.179795808724607	0.181510613723417	M01416	V$HOXC9_01
239	0.00411893647450645	0.039336180458168	0.0397110274813344	M00407	V$RSRFC4_Q2
240	0.00411248225053873	0.500643194468326	0.505406472214402	M00152	V$SRF_01
241	0.00410642827982843	0.151135648394895	0.152571473942126	M01451	V$HOXB8_01
242	0.00408987218904572	0.437984698176558	0.442128804636987	M01390	V$DUXL_01
243	0.00408535626715054	0.646942741318772	0.653057168090456	M00626	V$EFC_Q6
244	0.00407879294605462	0.296143064129954	0.29893747271242	M01149	V$DMRT4_01
245	0.00407251650593349	0.484066249165098	0.488626840885614	M00209	V$NFY_C
246	0.0040678366737486	0.435452404651518	0.439550248404677	M00228	V$VBP_01
247	0.00406369872406659	0.531434979279382	0.536430960088361	M00927	V$AP4_Q6_01
248	0.00406269731291919	0.297448903812405	0.300244506572232	M01431	V$BARX2_01
249	0.00405322863100788	0.274151759360674	0.276722368328197	M01335	V$VSX1_01
250	0.00404654484113298	0.258330660256462	0.260748908290484	M01320	V$PROP1_02
251	0.00403525444106917	0.338011849236377	0.34116712794823	M01329	V$HOXC11_01
252	0.0040330377499016	0.21473657601589	0.216739996358089	M00510	V$LHX3_01
253	0.00403258370111748	0.419281068539199	0.423192378055864	M01461	V$EMX2_01
254	0.00401916219649298	0.621216996705895	0.626992710736059	M00227	V$VMYB_02
255	0.00401640998046693	0.363512331570653	0.366889732566881	M01117	V$OTX_Q1
256	0.00401103273056946	0.307237044111292	0.31008775078643	M01412	V$MSX1_02
257	0.00400638545118945	0.602597169041141	0.608181874055966	M01257	V$SRF_02
258	0.00400417964629862	0.149638475929649	0.151024517151754	M01403	V$OTX3_01
259	0.0040038745156955	0.158510767323946	0.159978876625439	M01233	V$IPF1_01
260	0.00399900321607355	0.471010418621035	0.47536753331025	M01204	V$SPIB_01
261	0.00399878037266399	0.453006599005788	0.457196933512379	M00040	V$CREBP1_01
262	0.00399195031045119	0.209510712231287	0.211445371787	M01317	V$HOXC13_01
263	0.00398873067792038	0.356595102033692	0.359885297257234	M01458	V$UNCX4.1_01
264	-0.00398759658274575	0.635262586132277	0.629456440706243	M00257	V$RREB1_01
265	0.00397651061024162	0.153744075712966	0.155158259964457	M01301	V$MEF2_05
266	0.00397523758245699	0.313306023632207	0.316186979847679	M00622	V$CEBPGAMMA_Q6
267	0.00396495251376383	0.293375323020115	0.296065998025088	M01401	V$LBX2_01
268	0.00395972698619251	0.294309176273877	0.29700484241092	M01454	V$HOXC5_01
269	0.00393389627017066	0.314176400081224	0.317035179092152	M01385	V$PAX4_05
270	0.00393269277651354	0.230644208277851	0.232742259528805	M01332	V$BARHL1_01
271	0.00391865349352982	0.277717010460859	0.280234199505882	M01328	V$ISL2_01
272	0.00391278060795774	0.54630977403284	0.551253996637215	M01304	V$SRF_03
273	0.00390768622933707	0.551805097394798	0.556792522525744	M01358	V$SIX3_01
274	0.00389966648020396	0.509658752052285	0.514255746010068	M01398	V$SIX6_02
275	0.00389920751848105	0.14350556550906	0.144799796648494	M01408	V$BRN3C_01
276	0.0038987103649526	0.61145217848482	0.616965965311889	M00619	V$ALX4_01
277	0.0038918950341103	0.520161291947843	0.524843624323941	M01466	V$OBOX3_01
278	0.00388546087253017	0.343402131647525	0.346488198956849	M01365	V$EN1_02
279	0.00388165122923123	0.245876966201268	0.248084423527412	M01446	V$BARHL2_01
280	0.00388040489031505	0.530769083891427	0.535532735561237	M01313	V$SIX1_01
281	0.00387453144737671	0.442726618184076	0.446694047689721	M00999	V$AIRE_01
282	0.00387060646360909	0.324946554376626	0.327855552111053	M01362	V$CART1_02
283	0.00386740445867273	0.295505928774376	0.298149168897644	M01444	V$PMX2A_01
284	0.00385943685906986	0.441321319601648	0.445260679725915	M01475	V$EVX1_01
285	-0.00385839119230968	0.215982638793659	0.214072288445595	M00148	V$SRY_01
286	0.00383992544591655	0.328513014785732	0.331430525356569	M01479	V$POU6F1_03
287	0.00383190264802113	0.0461493468329109	0.0465583371955202	M00346	V$GATA1_05
288	-0.00383165484683085	0.944881123176103	0.936581376754626	M00956	V$AR_03
289	0.00382626537731817	0.602832892686341	0.608167497529413	M00420	V$MEIS1AHOXA9_01
290	0.00382502178816946	0.057068074416823	0.0575729178779291	M00231	V$MEF2_02
291	0.00381947929085738	0.59317876481201	0.598418587402776	M01119	V$KAISO_01
292	0.00381735986093862	0.524327252284679	0.528956296194645	M00630	V$FOXM1_01
293	0.00380866308231509	0.280150788341838	0.282618451158855	M01477	V$OCTAMER_02
294	0.00379613828134889	0.558306313765566	0.563207821628415	M00457	V$STAT5A_01
295	0.00378820554680365	0.358417940479339	0.361557975153981	M01355	V$ALX3_01
296	0.00377842691511976	0.207722498713856	0.209537599881665	M01341	V$MSX3_01
297	0.00376949521026348	0.279286038918116	0.281720675940675	M01474	V$ESX1_01
298	0.00376802222340988	0.385853821297694	0.389216127975698	M00640	V$HOXA4_Q2
299	0.00375760330583974	0.213692704009691	0.215549638012593	M01125	V$OCT4_01
300	0.0037516406685687	0.763755219849423	0.770381476999585	M00220	V$SREBP1_01
301	0.00373913232412246	0.732972183327829	0.739310076637848	M01229	V$GTF2IRD1_01
302	0.00373379416276193	0.386878901986225	0.390219385573806	M01417	V$ALX4_02
303	0.00372955452561469	0.551592761297743	0.556350026027711	M00671	V$TCF4_Q5
304	0.00372824254466309	0.190946639803025	0.192592895617434	M00138	V$OCT1_04
305	0.00372815473454635	0.184489889920349	0.186080440925506	M01308	V$SOX4_01
306	0.00372002976833596	0.478014062704692	0.482126166987224	M01394	V$HOXA7_03
307	0.00370829836614434	0.404401178025263	0.407869011536247	M00058	V$HEN1_02
308	0.00370447280416164	0.390433920068669	0.39377851243152	M01393	V$MSX2_01
309	0.00368889076054446	0.375298987471398	0.378500348302222	M00162	V$OCT1_06
310	0.00368341674264783	0.231203114810389	0.233172375616322	M01294	V$PROP1_01
311	0.00367408248967732	0.375918618793625	0.379112338250523	M01453	V$CART1_03
312	0.00366793761272499	0.536800847119539	0.541353725832517	M00310	V$APOLYA_B
313	0.00366644864537014	0.0534674607213995	0.0539207603551555	M00232	V$MEF2_03
314	0.00365634352915739	0.315242266108612	0.317907507668008	M01344	V$CDP_04
315	0.00365219358831831	0.394618569597238	0.397951101939462	M01275	V$IPF1_Q6
316	0.00364769188551395	0.579377168877258	0.584263921284009	M01386	V$EVX2_01
317	0.00363872766016288	0.468885843100998	0.472830897493079	M01319	V$HOXB5_01
318	0.00363217378655947	0.605371458046849	0.610455646057432	M01066	V$BLIMP1_Q6
319	0.0036306109273514	0.239922417654384	0.241936525857747	M00478	V$CDC5_01
320	0.00362670001604137	0.394122277523887	0.397427288595061	M01251	V$E2F1_02
321	0.00362544178579474	0.566377221643229	0.571125065036009	M00003	V$VMYB_01
322	0.00358956626322066	0.45631548191214	0.460102687545901	M00644	V$LBP1_Q6
323	-0.00357913827089318	0.00271318999386694	0.00269092174676266	M00980	V$TBP_Q6
324	0.00357010800758489	0.467839137410767	0.471700849314705	M00947	V$CP2_02
325	0.0035640570124536	0.503081171363132	0.50722671644115	M01478	V$CPHX_01
326	0.00356156383365974	0.524263267177372	0.528580324843199	M01487	V$HOXA1_01
327	0.00356060421370086	0.202711607445817	0.204380389136164	M00725	V$HP1SITEFACTOR_Q6
328	0.0035482612999076	0.313404030778169	0.315975084785711	M01353	V$LHX5_01
329	0.00354764402612001	0.504719712613232	0.508859528445817	M01287	V$NEUROD_01
330	0.0035402612739025	0.246120378053815	0.248134890290655	M00464	V$POU3F2_02
331	0.00353175599866223	0.537496767619945	0.541885603206607	M00325	V$NRSE_B
332	0.00353054695313099	0.447506007702076	0.451158783525418	M01326	V$GSH2_01
