# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs56391074-AT	rs56391074-A	Matrix_ID	Matrix_name
26	0.154660134920981	0.0172436172723491	0.0246200261514181	M01010	V$HMGIY_Q3
27	-0.144246246172685	0.937088319880126	0.672255367690963	M00460	V$STAT5A_02
28	0.141775398338516	0.296171064675026	0.410504596996199	M00317	V$LDSPOLYA_B
29	0.141492959067666	0.369050668237109	0.511186004639388	M01344	V$CDP_04
30	-0.131388610144098	0.295612049879388	0.218440681531878	M00729	V$CDX2_Q5
31	0.126304764325791	0.325407959918248	0.435244143880036	M00463	V$POU3F2_01
32	-0.123612143780844	0.668948607791314	0.503246323082621	M00235	V$AHRARNT_01
33	-0.116134249393658	0.218585386280531	0.167296507257382	M00233	V$MEF2_04
34	-0.115700222029524	0.496704905375302	0.380538171465076	M00098	V$PAX2_01
35	0.109236831843638	0.201731020681112	0.259423621520609	M00078	V$EVI1_01
36	0.107834037961921	0.264759713316862	0.33937976149404	M00290	V$FREAC2_01
37	-0.10728097319538	0.970890251447524	0.758384009308642	M00150	V$BRACH_01
38	0.106983093365617	0.0744649980334189	0.0952654176418536	M00987	V$FOXP1_01
39	0.102491248055778	0.129379256833369	0.16381584269208	M01483	V$DBX1_01
40	0.101766474021238	0.523142030137878	0.661281065073419	M00328	V$PAX8_B
41	-0.100074673449153	0.149197304622329	0.118491256234508	M01014	V$SOX_Q6
42	-0.0978763544562231	0.158166792982361	0.126252199940892	M00954	V$PR_01
43	0.0974498265875815	0.138029551645737	0.17275153056488	M01294	V$PROP1_01
44	-0.0951359991220224	0.874354479073722	0.702346689994514	M01028	V$NRSF_Q4
45	0.094552996374704	0.359884766223735	0.447421098664778	M01377	V$IRXB3_01
46	-0.0898010027746825	0.426981999994406	0.347223063404167	M00006	V$MEF2_01
47	0.0885283528426014	0.095965374964034	0.117663812843076	M00026	V$RSRFC4_01
48	0.0862346677129765	0.16522494747708	0.201516350868588	M01451	V$HOXB8_01
49	-0.0849275453263401	0.101619168667857	0.0835695555318957	M00407	V$RSRFC4_Q2
50	0.0833629846824321	0.287961421467343	0.348897046772714	M00133	V$TST1_01
51	0.0831408361694566	0.305927497916336	0.370475378948529	M00474	V$FOXO1_02
52	0.0812951444888111	0.799752335425778	0.964385476771788	M01263	V$TBX15_01
53	0.0801051639272945	0.241389532435319	0.290284333255491	M01357	V$PBX1_04
54	0.0755271537147761	0.0252178656061631	0.0300078914142987	M00791	V$HNF3_Q6
55	0.0743782699292375	0.151563904505334	0.179876345164674	M00405	V$MMEF2_Q6
56	-0.0717181697594733	0.382298348347996	0.324103896242491	M01124	V$OCT4_02
57	0.0705872442040508	0.485176405547275	0.570803880449365	M00717	V$PAX8_01
58	0.0696428330192538	0.190903866665487	0.224108102210867	M00955	V$GR_01
59	0.0688656946781938	0.0700213481612655	0.0820533209371843	M01012	V$HNF3_Q6_01
60	0.0632614683318623	0.108961453247887	0.126047534494191	M01252	V$E2F6_01
61	-0.0632325561235846	0.272885392408753	0.235910750556771	M01125	V$OCT4_01
62	0.0612164647006841	0.130011606750861	0.149691999768097	M01351	V$HOXA9_01
63	-0.0600265739844899	0.337682146917859	0.294090859308516	M00291	V$FREAC3_01
64	-0.0587682791844321	0.137627394890768	0.120208896423422	M01272	V$SOX2_Q6
65	0.0582704437913757	0.182727698731708	0.208965614573125	M00980	V$TBP_Q6
66	-0.0582123819252474	0.0314735504892634	0.0275253820675094	M01247	V$NANOG_02
67	-0.0561573169387672	0.373583067779688	0.328268996216345	M01456	V$HMBOX1_01
68	0.0559823880975279	0.122230607707906	0.139047235607748	M01137	V$FOXO3A_Q1
69	0.0544965028744507	0.275839170398322	0.312717683872426	M01462	V$POU6F1_02
70	0.0538541047229719	0.0197674954503086	0.0223772004516752	M00953	V$AR_02
71	-0.0530339395125388	0.369864522243583	0.327347279424086	M01486	V$DLX7_01
72	0.0517854121932194	0.876747179531505	0.987779001670163	M00273	V$R_01
73	0.0492519106729699	0.496650489940114	0.556291954506231	M00250	V$GFI1_01
74	0.0490127804562958	0.1151210587824	0.128874666865121	M01653	V$HMGIY_01
75	-0.0486782343739168	0.187841159124708	0.167923905040853	M01449	V$CDX2_01
76	0.0484654798035959	0.0982989528464983	0.10990422072215	M01216	V$FOXO1_Q5
77	0.0479900643532886	0.22145879668806	0.247333532438444	M00742	V$HFH4_01
78	-0.0476794856142798	0.410243210244505	0.367588500272286	M01324	V$OCTAMER_01
79	0.0471976708829193	0.253063219302185	0.282115338636578	M00472	V$FOXO4_01
80	-0.0468591412781316	0.713906358398728	0.640887953980358	M00320	V$MTATA_B
81	0.0457038063228449	0.688098407882009	0.764459283951907	M01195	V$TBX22_01
82	0.0455205623424352	0.263539422283346	0.292661875835018	M01465	V$PIT1_01
83	-0.0439916286535282	0.812969007631838	0.734653176744429	M00777	V$STAT_Q6
84	0.0433281992680959	0.106754825921403	0.117954826455736	M00941	V$MEF2_Q6_01
85	-0.0428901430648426	0.841846498488308	0.762680718090635	M00224	V$STAT1_01
86	0.0417281477924172	0.28804613106575	0.317095584140964	M00772	V$IRF_Q6
87	0.0399706285246409	0.180025601468343	0.197380797379445	M01399	V$HB24_01
88	0.039626718072407	0.2885838282648	0.316154020019635	M00103	V$CLOX_01
89	0.0395593033887208	0.336154459725432	0.368212205800236	M01211	V$PARP_Q3
90	-0.0394372193183107	0.584890852097808	0.534118486352139	M00161	V$OCT1_05
91	0.0390630013727356	0.238961704244698	0.261451602646699	M00294	V$HFH8_01
92	-0.0389561396334641	0.335829216154596	0.307016938117894	M01354	V$OCT1_08
93	0.0388501366970128	0.129317715873301	0.141419130206056	M00056	V$MYOGNF1_01
94	0.0382671762084279	0.166993717175343	0.182375841233995	M00790	V$HNF1_Q6
95	0.0377043314702412	0.522165460173028	0.569524580074201	M00453	V$IRF7_01
96	0.0376924559325454	0.393381181157177	0.429048152213683	M00930	V$OCT1_Q5_01
97	-0.0375311238697592	0.176156319356317	0.161572373055419	M00293	V$FREAC7_01
98	-0.0367959814265459	0.00289858914013474	0.00266311965144517	M00926	V$AP1_Q4_01
99	0.0367343079949944	0.144725366624595	0.157499422753607	M01654	V$DRI1_01
100	0.0359866367489987	0.303474750806181	0.329692600591807	M01336	V$HOXA7_02
101	0.0358690564446306	0.881414220449914	0.957302315643675	M00965	V$DR4_Q2
102	0.0354980338232705	0.825815831865753	0.896151092096001	M00280	V$RFX1_01
103	-0.0344097120992681	0.00883890739601634	0.00816561447789821	M00083	V$MZF1_01
104	0.0325226800664534	0.222277547103393	0.239562190569225	M00096	V$PBX1_01
105	-0.0319351101864804	0.0317795019896605	0.0295265004893457	M00456	V$FAC1_01
106	-0.0305375800175667	0.699394179700101	0.651905182816244	M00059	V$YY1_01
107	0.0304887867165622	0.632550786131311	0.678553643094969	M00225	V$STAT3_01
108	-0.0303496373545032	0.559464537533053	0.521702509768752	M00210	V$OCT_C
109	-0.0291830473008901	0.00793420349346519	0.00741857151433467	M00394	V$MSX1_01
110	0.0288484591543297	0.230229750976988	0.246042370678914	M01594	V$TCF3_01
111	0.0285001622196831	0.346683556820909	0.370197435416836	M01413	V$HMX3_02
112	0.0278133159830801	0.220927690879042	0.235539348436641	M01292	V$HOXA13_01
113	-0.0275867386853371	0.707063034107222	0.66354654751251	M01013	V$IPF1_Q4_01
114	0.0275814553846139	0.133498364318097	0.142251678626989	M00422	V$FOXJ2_01
115	-0.0273800903152992	0.16433036182164	0.154289979437783	M00957	V$PR_02
116	0.0267097343136809	0.790693439162553	0.840848724126208	M01414	V$NKX25_03
117	-0.0254532826040679	0.876206841500913	0.826329690070924	M00281	V$RFX1_02
118	-0.0253502477065344	0.0484948222953172	0.0457451572186381	M00956	V$AR_03
119	0.0252193776778812	0.943583230601847	0.999999059766232	M00155	V$ARP1_01
120	0.0250803674074135	0.743981571987515	0.788211098762204	M01322	V$NKX26_01
121	0.0247449171913462	0.227622643455261	0.240968558589688	M00972	V$IRF_Q6_01
122	0.0246960311459405	0.254008638347151	0.268871343665217	M01473	V$BRN4_01
123	-0.0236768172268478	0.115516150824146	0.109387045375911	M00268	V$XFD2_01
124	-0.0234130171010752	0.272108738309937	0.257827638915598	M01404	V$HOXD13_01
125	0.0224727482952711	0.0356039668131157	0.0374948081556389	M00724	V$HNF3ALPHA_Q6
126	0.0223353947248892	0.556464111769528	0.58583127786793	M01279	V$IRF3_Q3
127	-0.0201779418571856	0.2779889126764	0.265368599838625	M01431	V$BARX2_01
128	0.0199826901241664	0.685972177064514	0.718272420686588	M01307	V$POU5F1_01
129	0.0196314629939581	0.389188276322246	0.407184476269675	M00406	V$HMEF2_Q6
130	0.0195892416525975	0.356873265196987	0.373338910786649	M01470	V$NKX63_01
131	0.0194780861199643	0.391480366854486	0.409437929869204	M00423	V$FOXJ2_02
132	0.0192611831240878	0.215511896732887	0.225285080896786	M01432	V$HOXD8_01
133	0.0186610960925708	0.863475504829943	0.901386642524569	M00329	V$PAX9_B
134	0.0184930346770834	0.213922351378939	0.223228272440603	M00410	V$SOX9_B1
135	0.0182934753333422	0.436637770837725	0.455422807756998	M01460	V$HOXB6_01
136	-0.0172366955269603	0.259619050550409	0.249516840076673	M01409	V$LMX1_01
137	0.017074936220854	0.357142469649745	0.371463745697622	M00744	V$POU1F1_Q6
138	-0.0167252386588922	0.520392319696229	0.500732338011968	M00192	V$GR_Q6
139	-0.0161035916235941	0.282711289939465	0.272420358772174	M00424	V$NKX61_01
140	-0.0160621928159952	0.977449904065496	0.941959684386654	M00237	V$AHRARNT_02
141	-0.0158944132561354	0.36430271660335	0.351210908529345	M01315	V$NKX52_01
142	-0.0158636285289842	0.302202313260786	0.291362836109997	M01489	V$NKX61_03
143	0.0152729479477451	0.350774070618558	0.36332930707122	M00148	V$SRY_01
144	-0.0147492226930538	0.472873556301207	0.457083775194534	M01405	V$IRX2_01
145	-0.0146687315627076	0.33658473908645	0.325406099644516	M00380	V$PAX4_04
146	-0.0146575091647035	0.644897259124965	0.623495067328048	M01342	V$CDP_03
147	0.0145419551608017	0.388437835396791	0.401664528630965	M01151	V$DMRT7_01
148	-0.0145022537641346	0.940108562695907	0.909234182484354	M00631	V$FXR_Q3
149	-0.0141823141661411	0.808150118902067	0.782185439075777	M00421	V$MEIS1BHOXA9_02
150	0.0139066702839288	0.171158400098324	0.176727807074977	M00639	V$HNF6_Q6
151	-0.0138419302390305	0.0439493283447626	0.0425706530156005	M00792	V$SMAD_Q6
152	0.0137921179540279	0.0700748659342383	0.0723359839792557	M00130	V$FOXD3_01
153	0.0135169630176335	0.0858679980185845	0.0885825750020983	M01464	V$HOXA10_01
154	0.0131125293201595	0.404342663653034	0.416737034581638	M01255	V$IPF1_05
155	0.0128295291624884	0.315999727480371	0.325473951971819	M01421	V$LHX4_01
156	-0.0126945744946362	0.130970530766552	0.127197628125618	M00482	V$PITX2_Q2
157	-0.0125922683294573	0.201099889094663	0.195352765089719	M01467	V$HOXB13_01
158	-0.0124565939275639	0.509903229415249	0.495485749730229	M00302	V$NFAT_Q6
159	-0.012182777053366	0.29054744624829	0.282510299485386	M01353	V$LHX5_01
160	0.0117769216587295	0.224646608738	0.230821781453677	M00725	V$HP1SITEFACTOR_Q6
161	-0.0117508413804508	0.619576588668688	0.603037275186995	M00769	V$AML_Q6
162	0.0115798387826732	0.347611432773754	0.357004664533356	M01368	V$OCT2_01
163	-0.0114515771707508	0.375685830216536	0.365909123198049	M01410	V$IRX4_01
164	0.0111048460447948	0.16169081226155	0.165878534107808	M01599	V$FOXP3_01
165	-0.010943006599017	0.348030457962322	0.33937062353957	M00991	V$CDX_Q5
166	0.0109319684679148	0.974208873642465	0.999042697132676	M00143	V$PAX5_01
167	-0.0109306287825537	0.0108704171029457	0.0106002371068786	M00205	V$GRE_C
168	-0.0106386339363891	0.0824937760825988	0.0804975290691289	M00129	V$HFH1_01
169	-0.010592967305418	0.390922180493077	0.381502462198425	M01394	V$HOXA7_03
170	-0.0103009388294742	0.272755295271067	0.266361990639778	M01391	V$PAX6_02
171	-0.0101154978018334	0.0370608107324873	0.0362075732367036	M00174	V$AP1_Q6
172	0.0100790510468335	0.270023974319997	0.276363940342876	M01316	V$TST1_02
173	-0.010052190502633	0.985549833993912	0.963000247232421	M01237	V$TRF1_01
174	0.0100242538494671	0.277329727242936	0.283805415550229	M01232	V$SATB1_01
175	0.00983874945750307	0.287258002459116	0.293839979880616	M00477	V$FOXO3_01
176	-0.0097454926248508	0.176831012695694	0.172907145631674	M01373	V$CDX1_01
177	0.00955600471708173	0.256989124874817	0.262706458731315	M01341	V$MSX3_01
178	-0.00937251537281264	0.451382027489944	0.441745106836334	M00252	V$TATA_01
179	-0.00905195469358333	0.3028953590134	0.296647480688942	M00480	V$LUN1_01
180	0.00868792195921866	0.557191409552246	0.568450082785057	M00347	V$GATA1_06
181	-0.00855118615493067	0.340434108104593	0.333796577484792	M01348	V$K2B_01
182	-0.00851417214076022	0.102384736190577	0.100397071148594	M00924	V$AP1_Q2_01
183	0.00842019743177946	0.23790560796262	0.242563179603132	M01477	V$OCTAMER_02
184	-0.0083038225578953	0.00384451137314079	0.00377170161252838	M00632	V$GATA4_Q3
185	-0.00810109927482905	0.17751455559472	0.174233985215687	M00690	V$AP3_Q6
186	0.00778045350244588	0.465347279641591	0.473759174085327	M00795	V$OCT_Q6
187	-0.00775581575604012	0.284599491662687	0.279562106535811	M00162	V$OCT1_06
188	-0.00772411123562822	0.408618971492753	0.401415756074981	M00484	V$NCX_01
189	-0.00770310744542879	0.0823503669109821	0.0809025910810045	M01426	V$HOXB9_01
190	-0.00770083563429291	0.0226722386446472	0.0222737616817372	M00284	V$TCF11MAFG_01
191	-0.00759353956260389	0.024938185138881	0.0245059365782195	M01334	V$NKX11_01
192	-0.00749668563402184	0.23087250536065	0.22692143964482	M00395	V$HOXA3_01
193	-0.00739666717527809	0.0449856813690879	0.0442259973609321	M00186	V$SRF_Q6
194	-0.00735444098334037	0.093909179425817	0.0923322895298223	M00964	V$PXR_Q2
195	0.00722592003132448	0.979884511397535	0.996324507193221	M00144	V$PAX5_02
196	-0.00718310687329182	0.219915297750634	0.21630787654042	M01131	V$SOX10_Q6
197	-0.00702643258317448	0.825088358450387	0.811846694799499	M00069	V$YY1_02
198	-0.00686527510799595	0.11563272689568	0.113819190459003	M00481	V$AR_01
199	-0.00684179411398422	0.0465355057760305	0.0458081385606959	M00640	V$HOXA4_Q2
200	-0.00678790563097442	0.309767738799582	0.304963792568119	M00132	V$HNF1_01
201	-0.00677122059996482	0.0204373106325137	0.020121137336889	M00821	V$NRF2_Q4
202	-0.00671580723670184	0.472608870055818	0.465356796461725	M00191	V$ER_Q6
203	-0.00668301063814977	0.76619220248975	0.754492135491362	M00023	V$HOX13_01
204	-0.00667850274504922	0.11164288969334	0.109939198437904	M00517	V$AP1_01
205	-0.00647211848429108	0.34135235747886	0.336303036093556	M01360	V$DBX2_01
206	-0.00646458336099198	0.100194888028311	0.0987145069999786	M01007	V$SRF_Q5_02
207	-0.00644214230645512	0.0707580855864666	0.069716236086653	M00747	V$IRF1_Q6
208	-0.00639950263675115	0.243184078760646	0.239626936558094	M00326	V$PAX1_B
209	-0.00638444048264375	0.172893120107717	0.170370058043962	M00331	V$TAACC_B
210	-0.00636841047669634	0.072805011528873	0.0717452022986244	M01212	V$STAT1STAT1_Q3
211	-0.00620833028226436	0.806057692733143	0.794616898840572	M01651	V$P53_03
212	0.00614190497553713	0.284211277246593	0.288259222774452	M01297	V$HOXA13_02
213	-0.00612992756111062	0.968976960457205	0.955396230200568	M00539	V$ARNT_02
214	-0.00612631164044719	0.131722655566234	0.12987757346204	M00258	V$ISRE_01
215	-0.00610964498314925	0.283267639878495	0.279310536586669	M00126	V$GATA1_02
216	-0.0060966171058795	0.190542227612345	0.187886086740636	M01201	V$AR_04
217	0.00596549661022039	0.391782440719387	0.39720111968976	M01318	V$IRX3_01
218	-0.00593014437099115	0.032296692951051	0.031858689722656	M00445	V$XVENT1_01
219	-0.00592864703859641	0.205018851215591	0.202239111522932	M00974	V$SMAD_Q6_01
220	-0.00587687218397948	0.0350472152636436	0.0345761508166961	M01379	V$HNF1_02
221	-0.00586508048470291	0.227295782519262	0.224246821988628	M01304	V$SRF_03
222	-0.0058540768053143	0.492704932834879	0.486108072878428	M01032	V$HNF4_Q6_02
223	-0.00585120747517481	0.321916995861148	0.317608925639547	M00921	V$GR_Q6_01
224	0.0058470902385021	0.861855071487175	0.873537054000166	M01242	V$MTF1_01
225	-0.00581225691662923	0.0923637769625218	0.091135887455183	M00037	V$NFE2_01
226	-0.00579955417405431	0.184677965041513	0.18222817520488	M01358	V$SIX3_01
227	0.00579218598031261	0.156579190354546	0.158681475112676	M01011	V$HNF1_Q6_01
228	-0.00576645909013362	0.0560102050088375	0.0552714302871684	M01382	V$GBX2_01
229	-0.00576430953096863	0.608750299137707	0.600723854715036	M00141	V$LYF1_01
230	-0.00574144507199892	0.286612085041519	0.28284796173614	M01017	V$PBX1_03
231	-0.00573852250458518	0.221934789441091	0.219021557509988	M00157	V$RORA2_01
232	-0.00572716924435307	0.321256908557732	0.317048210747048	M00201	V$CEBP_C
233	-0.00572672963610266	0.179557358946621	0.17720520707548	M00188	V$AP1_Q4
234	-0.00571324337250556	0.297817521128313	0.293925320955259	M00227	V$VMYB_02
235	-0.00570437681928837	0.405352608980776	0.400063192047681	M01069	V$GZF1_01
236	-0.00567225954068662	0.15776866744459	0.15572147109992	M00983	V$MAF_Q6_01
237	-0.00566573649731175	0.647772887248835	0.639377030129306	M00704	V$TEF1_Q6
238	-0.00566282581891597	0.165482203174965	0.163338464464858	M01386	V$EVX2_01
239	-0.0056469925978091	0.117480532016755	0.115962858433429	M01146	V$DMRT1_01
240	-0.00563466615777086	0.197590196681485	0.195043161256448	M00239	V$T3R_01
241	-0.00563402554609005	0.391042368447878	0.386002208164038	M01400	V$DLX3_01
242	-0.00561835290463852	0.283512404991704	0.27986830217621	M00960	V$PR_Q2
243	-0.00561501810455933	0.153360436800764	0.15139039381592	M01257	V$SRF_02
244	-0.00561088475310639	0.406625767479091	0.40140613997196	M00626	V$EFC_Q6
245	-0.00559676194243652	0.260262800400619	0.256930307399118	M00146	V$HSF1_01
246	-0.00558286846117562	0.138628517387378	0.136857849060546	M01058	V$GFI1B_01
247	-0.00557809280407418	0.231768629910202	0.228810821656997	M01436	V$CRX_02
248	-0.00555893454572098	0.0677319811422671	0.0668705421508812	M01423	V$ARX_01
249	-0.00554580021616879	0.0286187220976855	0.0282555937135293	M01434	V$HOXD11_01
250	-0.00554097751581217	0.265879208390627	0.262508517630696	M00181	V$E2_Q6
251	-0.00553591038909629	0.394139901091418	0.389147722327703	M01321	V$HOXC8_01
252	0.00552504137951515	0.215222633035575	0.217978159670924	M01420	V$NCX_02
253	-0.00551300060366544	0.0367943895155335	0.0363302679526872	M01437	V$HOXC12_01
254	-0.00548745741257928	0.118460188377008	0.116972820387092	M00011	V$EVI1_06
255	-0.005466608970781	0.324088041581877	0.320034204720035	M00327	V$PAX3_B
256	-0.00545656975044773	0.332072540462228	0.327926410261067	M00495	V$BACH1_01
257	-0.00545141037730557	0.0620496260311379	0.0612756261756267	M00691	V$ATF1_Q6
258	-0.0054226512778548	0.226216520686578	0.223409515731907	M00199	V$AP1_C
259	-0.00542078912506644	0.405801270850049	0.400767609093702	M00511	V$ERR1_Q2
260	-0.005408308714554	0.276298894398892	0.272879454604791	M00208	V$NFKB_C
261	-0.00540806743854505	0.0506597834003644	0.0500328521936892	M01380	V$HOXD12_01
262	-0.00539308745468303	0.297856616766873	0.29418069169335	M00159	V$CEBP_01
263	-0.00539182905737044	0.943999212451964	0.932351777057614	M00279	V$MIF1_01
264	-0.00538122836207439	0.478466141178697	0.472574171740989	M00913	V$MYB_Q5_01
265	-0.00537474920354764	0.21312396953022	0.210502640204422	M01454	V$HOXC5_01
266	-0.00535575755657614	0.0831327696419112	0.0821138645777487	M00338	V$ATF_B
267	-0.00535391937288332	0.0840922932421931	0.0830619794776384	M00478	V$CDC5_01
268	-0.00534250067011466	0.0301385587625315	0.0297700784895182	M01329	V$HOXC11_01
269	-0.00534017741260673	0.0308997265323731	0.0305221033417649	M01378	V$HOXA11_01
270	-0.00533461307223049	0.0698090007646696	0.068956753808245	M00616	V$AFP1_Q6
271	-0.0053213910195935	0.246668266678553	0.243664292713422	M01398	V$SIX6_02
272	-0.0053147969904962	0.294513693221397	0.290931465647597	M00722	V$COREBINDINGFACTOR_Q6
273	-0.005313769217832	0.0872171211970697	0.0861564862090907	M00260	V$HLF_01
274	-0.0052800583785147	0.431410251944096	0.426197014331904	M00215	V$SRF_C
275	-0.00527490820617649	0.288806781289128	0.285320172689623	M00751	V$AML1_Q6
276	-0.00525669873342682	0.0880707552733678	0.0870111727191933	M00228	V$VBP_01
277	-0.00524894370934426	0.313009170434717	0.309248867470662	M00194	V$NFKB_Q6
278	-0.00524859450133786	0.145103132709457	0.143360066658926	M00036	V$VJUN_01
279	-0.00522689665805637	0.451242284876582	0.445843965624344	M00490	V$BACH2_01
280	-0.00522160725496534	0.288275707619366	0.284830465477064	M00100	V$CDXA_01
281	-0.00521538500857105	0.345671556404028	0.341545258063861	M01347	V$RHOX11_01
282	-0.00516170090578782	0.324601138126929	0.32076600655018	M00099	V$S8_01
283	-0.00515408085624774	0.484487307072661	0.478771535977209	M00959	V$ER_Q6_02
284	-0.00514222836038691	0.128599989369839	0.127086290790326	M00206	V$HNF1_C
285	-0.00513285296096011	0.330546606647723	0.326662927740414	M01388	V$DLX5_01
286	-0.0051271597796686	0.233585878320767	0.230844442607475	M01162	V$OG2_01
287	-0.00512020466347463	0.102793464750656	0.101588675935482	M01430	V$HOXA13_03
288	-0.00508150576389288	0.200671898608573	0.198337600084878	M00240	V$NKX25_01
289	-0.00507123078806537	0.0622870589577336	0.0615639666506794	M00177	V$CREB_Q2
290	-0.00506087401206545	0.109743068174031	0.108471644385694	M00095	V$CDP_01
291	-0.005036445942047	0.154037541039893	0.152261509584114	M01150	V$DMRT5_01
292	-0.00503323842056347	0.15667041568948	0.154865171321255	M00241	V$NKX25_02
293	-0.0050224843418164	0.476877617432522	0.47139443876891	M00413	V$AREB6_02
294	-0.00501942562939639	0.240967672792667	0.238198683985026	M01267	V$FRA1_Q5
295	-0.00501428711675739	0.490391495131309	0.484762082478525	M00278	V$LMO2COM_02
296	-0.00500703372233435	0.157501810989006	0.155696381028075	M01375	V$HOXD10_01
297	-0.00500681040400386	0.356555371187649	0.352468388315491	M01433	V$SIX2_01
298	-0.00500446943049848	0.129567530467122	0.128083065069468	M00437	V$CHX10_01
299	-0.00500102566815031	0.199224546679117	0.196943577031397	M00731	V$OSF2_Q6
300	-0.00499372767239614	0.303296239485922	0.299828766407709	M00285	V$TCF11_01
301	-0.00497941128785834	0.318692114398166	0.315059011662041	M01359	V$DOBOX4_01
302	-0.00496268109227771	0.108213568990585	0.106984051249853	M01339	V$PAX7_01
303	-0.00495879053527332	0.356342634600063	0.352297041473213	M00801	V$CREB_Q3
304	-0.00495625639062597	0.500578671161981	0.494898439831128	M00147	V$HSF2_01
305	-0.00492997598695299	0.19069020205351	0.188537786035504	M01461	V$EMX2_01
306	-0.00491912471023442	0.467799258019263	0.462530529643405	M00993	V$TAL1_Q6
307	-0.0048976035726036	0.41157958335183	0.406964212101657	M00084	V$MZF1_02
308	-0.00489636941956223	0.415787356807394	0.41112596873847	M01428	V$GSC_01
309	-0.00489416113262198	0.217572496946234	0.215134387675727	M01443	V$MOX1_01
310	-0.00487303715371623	0.0476650423433057	0.0471332021517959	M00045	V$E4BP4_01
311	-0.00486312118989107	0.24310939311804	0.240402299788768	M01440	V$LHX8_01
312	-0.00485962305219728	0.363826874136413	0.35977845469676	M00209	V$NFY_C
313	-0.00483153438355799	0.139421911199487	0.137879435725028	M01367	V$LHX9_01
314	0.00482292197360012	0.361578812117805	0.365616591544084	M01469	V$NKX61_02
315	-0.00480399383799823	0.129257893605998	0.127835972757545	M01349	V$HB9_01
316	-0.00478922271175741	0.0889988236876009	0.0880227725368362	M00179	V$CREBP1_Q2
317	0.00478253357422632	0.900176487948746	0.910144185291704	M01250	V$E2F1_01
318	-0.00478112205992842	0.173351617906069	0.171453666664043	M00223	V$STAT_01
319	-0.00476705823551904	0.0821844328102453	0.0812872636025413	M01147	V$DMRT2_01
320	-0.00476456075364629	0.307381970274511	0.304028172707067	M01229	V$GTF2IRD1_01
321	-0.00476039235997927	0.365906203484915	0.361917330673728	M00116	V$CEBPA_01
322	-0.00475800325020237	0.0659425277706095	0.0652240237804168	M01427	V$NKX12_01
323	-0.004746701950536	0.518995536940601	0.513353965586579	M00436	V$IPF1_Q4
324	-0.00472976173527995	0.120572382228574	0.119266391604236	M00514	V$ATF4_Q2
325	-0.00472875037230469	0.34603996074002	0.342292594832153	M01138	V$RORA_Q4
326	-0.00472511502072076	0.516814005849674	0.51122155813212	M01245	V$MTERF_01
327	-0.00470983740579578	0.24891754749531	0.246232670918043	M01425	V$HNF1B_01
328	-0.0047049127646106	0.0666952966020369	0.0659766553558571	M00464	V$POU3F2_02
329	-0.0047042711284081	0.334625823142848	0.331020721838844	M00156	V$RORA1_01
