# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs547171081-CGG	rs547171081-C	Matrix_ID	Matrix_name
76	-0.0288600123147782	0.0766361962949115	0.0717090433655309	M00100	V$CDXA_01
77	-0.0276479530680816	0.632807181462518	0.593777102433471	M00242	V$PPARA_01
78	-0.0273443306160378	0.998328205043266	0.937408766112495	M01655	V$P53_05
79	-0.0267612857674944	0.0167536132328855	0.0157524169828479	M00789	V$GATA_Q6
80	0.0253904043542791	0.663979290267943	0.703955065147719	M00139	V$AHR_01
81	-0.0248123441667186	0.988686048588718	0.933783211922973	M00235	V$AHRARNT_01
82	0.0247856230022606	0.860753006514238	0.911305877591088	M00005	V$AP4_01
83	-0.0233101945464129	0.0975564269210321	0.0924582546688325	M01207	V$ETS2_Q6
84	-0.0222471859729622	0.144945634812449	0.137707614369323	M00394	V$MSX1_01
85	-0.0218261323616262	0.0803430439989404	0.0764050650284173	M00462	V$GATA6_01
86	-0.0204537155102856	0.208924870260705	0.199313366951803	M00496	V$STAT1_03
87	-0.0198449883048635	0.0517363305284113	0.0494254502428733	M00098	V$PAX2_01
88	-0.0198280961442252	0.154347761107355	0.147459323806021	M00792	V$SMAD_Q6
89	0.0185215588123003	0.817117693853027	0.85271945890491	M00531	V$NERF_Q2
90	-0.0182575054022953	0.777504736243675	0.745496378136602	M01196	V$CTF1_01
91	-0.0176647238255807	0.385551760391771	0.370184275089412	M00482	V$PITX2_Q2
92	-0.017646707009852	0.0351334518281506	0.0337344872848776	M00350	V$GATA3_02
93	-0.0172660541517247	0.182354432945157	0.175246870453972	M00980	V$TBP_Q6
94	-0.0165876479973356	0.25142712291927	0.24200507737796	M00484	V$NCX_01
95	0.0164366434172328	0.432016828845246	0.448680616702113	M01253	V$CNOT3_01
96	-0.016371284270457	0.423174891806502	0.40751969968185	M00313	V$GEN_INI2_B
97	-0.0163385515159958	0.243252739430385	0.234271354386261	M01107	V$RUSH1A_02
98	-0.0163189857332962	0.353550855429086	0.340512380368381	M00766	V$LXR_DR4_Q3
99	-0.0162443027650977	0.267377874596246	0.257561629448167	M00396	V$EN1_01
100	0.0162344048324031	0.389320765946712	0.404149433112726	M00189	V$AP2_Q6
101	-0.016117464678776	0.191562616862748	0.184583678427543	M00033	V$P300_01
102	0.01580716716142	0.86852068975325	0.900714876511652	M00134	V$HNF4_01
103	-0.0157173902221861	0.080899578282643	0.0780241179046571	M00023	V$HOX13_01
104	-0.0156150581725423	0.00133676653035697	0.00128955688669141	M00083	V$MZF1_01
105	0.015612254945655	0.71602823867342	0.742236667478586	M01199	V$RNF96_01
106	-0.0155145087286106	0.101130366515564	0.097581406254868	M00767	V$FXR_IR1_Q6
107	0.0154095153989313	0.550159291021505	0.570030333900369	M00938	V$E2F1_Q3_01
108	-0.0153757915629752	0.176770529201276	0.170621623686466	M00101	V$CDXA_02
109	-0.0152834056493676	0.0140126222251031	0.0135280751796614	M00203	V$GATA_C
110	-0.0151026277764629	0.201775509529014	0.194879351116202	M01268	V$FXR_Q2
111	-0.0150740164769475	0.222764635006835	0.215165297873733	M00913	V$MYB_Q5_01
112	-0.0148930689320707	0.468365445897072	0.452576269351059	M00315	V$GEN_INI_B
113	-0.0145299457284198	0.0562621286853257	0.0544109381442194	M01013	V$IPF1_Q4_01
114	-0.0144911896918397	0.420886619091661	0.40707452904507	M00314	V$GEN_INI3_B
115	-0.0135063576566881	0.176029479569214	0.170639294678137	M00150	V$BRACH_01
116	-0.0135043963229797	0.0958636591361011	0.0929286452241654	M00421	V$MEIS1BHOXA9_02
117	-0.0133683511738165	0.119205106075469	0.115591661789325	M00227	V$VMYB_02
118	-0.0132214893789206	0.0033920934295868	0.00329038196656817	M00665	V$SP3_Q3
119	-0.0131521352614654	0.0164306514556616	0.015940525991729	M00655	V$PEA3_Q6
120	-0.0131002174046253	0.493323821916392	0.478665217148469	M00191	V$ER_Q6
121	-0.0130767428757539	0.217365578203408	0.210918186169011	M01242	V$MTF1_01
122	-0.0130540800156831	0.144140861341875	0.139872724046727	M00428	V$E2F1_Q3
123	-0.0129986204943529	0.166955379117013	0.162032374201848	M01457	V$NKX23_01
124	-0.0129087534784007	0.101420693988157	0.0984504769564402	M00126	V$GATA1_02
125	-0.0127073924372523	0.008886106523183	0.00862986739851246	M00327	V$PAX3_B
126	-0.0126897753412114	0.0789614326123758	0.0766876172150814	M00293	V$FREAC7_01
127	-0.0125447203226281	0.238292900095193	0.231508202224223	M00960	V$PR_Q2
128	0.0124867953468792	0.570040840889497	0.586668496134396	M00803	V$E2F_Q2
129	-0.012443471440484	0.100913915806106	0.0980635445989368	M01297	V$HOXA13_02
130	-0.0123318811351816	0.132442155529952	0.128734324721624	M01650	V$PNR_01
131	-0.0122830593637009	0.0564093673681355	0.0548363032899563	M00095	V$CDP_01
132	-0.0122409286468007	0.184979335972925	0.17983834095923	M00063	V$IRF2_01
133	-0.0122135425743977	0.179635055239794	0.174653602993569	M00928	V$E2_Q6_01
134	-0.0120977454155804	0.0909215166799036	0.0884237494121297	M01374	V$SIX4_01
135	-0.012085400009103	0.219734976329129	0.213704561025607	M01020	V$TBX5_02
136	-0.0119984452026122	0.146848394886345	0.142846879840322	M00252	V$TATA_01
137	-0.0118928943456141	0.397068883053322	0.386342921736573	M00707	V$TFIIA_Q6
138	-0.0118577800090592	0.111727669443161	0.108718376842746	M01266	V$ELF1_Q5
139	-0.0118204112858834	0.210561504058761	0.20490783412893	M00133	V$TST1_01
140	-0.0117767570901379	0.168725000057584	0.164211164113029	M00173	V$AP1_Q2
141	-0.0117652565813029	0.137531993711013	0.133856197022252	M01105	V$ZBRK1_01
142	-0.0117639079005158	0.587443231573743	0.57174450114713	M00468	V$AP2REP_01
143	-0.0117607655507771	0.293448241794636	0.28560824869911	M00137	V$OCT1_03
144	-0.0117433284135517	0.026563158438081	0.0258545143400843	M00406	V$HMEF2_Q6
145	-0.0117273796220304	0.333788605413976	0.324895822626648	M01305	V$TEF_01
146	-0.0117142907013161	0.103859310903118	0.10109534206238	M00107	V$E2_01
147	-0.0117127540775162	0.369003879266824	0.35918498846157	M01069	V$GZF1_01
148	-0.0116716303477009	0.248654828585302	0.242061247294121	M00097	V$PAX6_01
149	-0.0116674455466538	0.191751291673581	0.18666842044786	M00334	V$DTYPEPA_B
150	0.0116500516984281	0.696685160238188	0.715626825107754	M01160	V$KID3_01
151	-0.0116352428949453	0.099325666352951	0.0966999488640525	M00632	V$GATA4_Q3
152	-0.0115728556994835	0.201062752660443	0.195775692255915	M01359	V$DOBOX4_01
153	-0.0115693670440273	0.00920481861444944	0.00896284462696462	M00132	V$HNF1_01
154	-0.0115639567455071	0.115627678395044	0.112589489273632	M00405	V$MMEF2_Q6
155	-0.0115397603910631	0.331777883206894	0.323078212631354	M00077	V$GATA3_01
156	0.0115229243991523	0.8510691978343	0.873952435692881	M01262	V$TBX18_01
157	-0.0115134778866095	0.091539706088946	0.0891448042774037	M01443	V$MOX1_01
158	-0.0115057627383058	0.363989898059868	0.354473332298471	M00646	V$LFA1_Q6
159	0.0114857633484628	0.894293038766709	0.918259887849632	M01237	V$TRF1_01
160	-0.0114826377131322	0.190395347832788	0.18542730862206	M00181	V$E2_Q6
161	-0.0114781579393128	0.402731326981364	0.392226791335532	M01019	V$TBX5_01
162	-0.0114668779375617	0.0525621934423128	0.0511925310391731	M00003	V$VMYB_01
163	-0.0114518233170443	0.108787840221633	0.105956726251693	M01463	V$DOBOX5_01
164	-0.011451057177745	0.209704955871648	0.204247917371908	M01292	V$HOXA13_01
165	-0.011437055445453	0.0443323946659135	0.0431801488813156	M00221	V$SREBP1_02
166	-0.0114167021709203	0.476093708376368	0.463741262587637	M00220	V$SREBP1_01
167	-0.011362754293098	0.294979746067954	0.287362069810255	M00959	V$ER_Q6_02
168	-0.0113608143883341	0.17688026068188	0.172313202982568	M00360	V$PAX3_01
169	-0.0113499443187255	0.436868703462897	0.425599382705026	M00105	V$CDPCR3_01
170	-0.0113224027564738	0.0958146647834627	0.0933489810475278	M00249	V$CHOP_01
171	-0.0112637651757169	0.195657964207708	0.190648663575366	M00188	V$AP1_Q4
172	-0.0111998091617928	0.269916439646749	0.263044682895651	M00284	V$TCF11MAFG_01
173	0.0111276033772069	0.489366263638214	0.502066945395784	M00776	V$SREBP_Q3
174	-0.0110554617477665	0.14212983899841	0.138557424573552	M01216	V$FOXO1_Q5
175	-0.0110276400918796	0.27562694301173	0.268716310677464	M00239	V$T3R_01
176	-0.0109615092265734	0.197109045512116	0.192196310148456	M01364	V$OBOX2_01
177	-0.0109555796517311	0.36408797816996	0.355018315928885	M01177	V$SREBP2_Q6
178	-0.0109396284391142	0.418212649633723	0.407809685707134	M00445	V$XVENT1_01
179	-0.0109247540519506	0.38467323277146	0.375117403145054	M00498	V$STAT4_01
180	-0.0109054884942255	0.0960949826040746	0.0937120037364746	M01599	V$FOXP3_01
181	-0.0108941438140701	0.308043287337473	0.30041222753957	M00704	V$TEF1_Q6
182	-0.010889812910639	0.436688295833277	0.42587460048189	M00326	V$PAX1_B
183	-0.0108849234481502	0.366941760669596	0.357859224967172	M01131	V$SOX10_Q6
184	-0.0108705655530629	0.210526965151346	0.205322793502876	M00172	V$AP1FJ_Q2
185	-0.010858762587988	0.260543181945196	0.254109528392696	M00773	V$MYB_Q3
186	-0.010840655177109	0.394041719380905	0.384327579074653	M00490	V$BACH2_01
187	-0.0108346187882097	0.298577434105141	0.291220781325739	M00691	V$ATF1_Q6
188	-0.0108318349815815	0.185243481358773	0.180680423273317	M00623	V$CRX_Q4
189	-0.0107990475528881	0.156773624788882	0.152923402472824	M01334	V$NKX11_01
190	-0.010786675463315	0.226665093687331	0.221104697070666	M01466	V$OBOX3_01
191	-0.0107782415505105	0.371483223681228	0.362377282696331	M00984	V$PEBP_Q6
192	-0.0107765644422745	0.199474863874484	0.194586010005385	M00309	V$ACAAT_B
193	-0.0107344045173928	0.27952975836591	0.272705341496866	M01433	V$SIX2_01
194	-0.0107341495306443	0.173151712691947	0.16892449999003	M00211	V$PADS_C
195	-0.0107152356308267	0.00714899399322888	0.00697476687861109	M00492	V$STAT1_02
196	-0.01070798774144	0.151177283338491	0.147495424806562	M00747	V$IRF1_Q6
197	-0.0106094663742273	0.123894510616933	0.12090453697452	M01344	V$CDP_04
198	-0.0105852124854764	0.335800001248055	0.327714366741937	M00694	V$E4F1_Q6
199	-0.0105716324361632	0.189539997113459	0.18498190057394	M00194	V$NFKB_Q6
200	-0.0105582806302862	0.21683130545158	0.211623407938474	M00426	V$E2F_Q4
201	-0.0105209882797485	0.186096869254326	0.181642754333377	M01058	V$GFI1B_01
202	-0.0105048324736813	0.343153069037886	0.334952369921367	M00159	V$CEBP_01
203	-0.0105041169684834	0.125359427998786	0.12236378009397	M01379	V$HNF1_02
204	-0.010482917615518	0.143931101893108	0.140498514556979	M00351	V$GATA3_03
205	-0.0104727776624948	0.256904808860101	0.250783786869746	M00804	V$E2A_Q2
206	-0.0104535348344993	0.650162913152233	0.634700233133735	M00631	V$FXR_Q3
207	-0.0104381395148898	0.357496911530934	0.349007013705151	M00532	V$RP58_01
208	-0.010420642005718	0.125729906383723	0.122748996450004	M01461	V$EMX2_01
209	-0.0104078566229278	0.154061552772114	0.150413360453516	M00036	V$VJUN_01
210	-0.0103738463322209	0.294909541801477	0.287948604448359	M01358	V$SIX3_01
211	-0.010367326075472	0.0739212164683846	0.0721774906381153	M01182	V$MIZF_01
212	-0.0103535026452198	0.255337680119885	0.249322461325115	M01386	V$EVX2_01
213	-0.0103418307041689	0.269576904476391	0.263233313967455	M00104	V$CDPCR1_01
214	-0.0103385719834542	0.233533604622643	0.228039883670446	M01162	V$OG2_01
215	-0.0103213573176693	0.403073967582451	0.393607525237846	M00057	V$COMP1_01
216	-0.0103100239086084	0.248743906753833	0.242908340578197	M01224	V$P50RELAP65_Q5_01
217	-0.0103023978840059	0.467107186075893	0.456156797258993	M00414	V$AREB6_03
218	-0.010274439106803	0.124755371457951	0.121838576011939	M01423	V$ARX_01
219	-0.010274314194811	0.216461441280097	0.211400607800412	M00006	V$MEF2_01
220	-0.0102425863994706	0.088181303561457	0.0861259307312121	M01425	V$HNF1B_01
221	-0.0102320135187154	0.160892550971036	0.157146214595589	M01382	V$GBX2_01
222	-0.0101599793905346	0.248354524638538	0.242611898993539	M01236	V$IPF1_04
223	-0.0101490833281717	0.206306616622553	0.201541308311353	M00268	V$XFD2_01
224	-0.0101125706404579	0.0794936219957311	0.0776639928564983	M01378	V$HOXA11_01
225	-0.010111404555659	0.257236860634463	0.251316959102947	M01117	V$OTX_Q1
226	-0.0100803110882165	0.102939250167562	0.100577465942962	M01011	V$HNF1_Q6_01
227	-0.0100625477745205	0.136388011635275	0.133264247153453	M01239	V$RELBP52_01
228	-0.0100605356129601	0.225355669371293	0.2201952532598	M01484	V$PITX1_01
229	-0.010033623055602	0.0847637643441935	0.0828278927262049	M01329	V$HOXC11_01
230	-0.0100333199578373	0.456528112497538	0.44610203677481	M00413	V$AREB6_02
231	-0.0100233760608165	0.389714424682246	0.380822942855719	M00088	V$IK3_01
232	-0.00999827813940274	0.381500911829628	0.372818368989938	M00208	V$NFKB_C
233	-0.00999421726961625	0.119378830647736	0.116662990087209	M00045	V$E4BP4_01
234	-0.00995382415738244	0.182549288306063	0.178412927724927	M01481	V$HMX1_02
235	-0.00994738219191349	0.520630621935656	0.508841268062008	M01171	V$BCL6_Q3
236	-0.009923595597644	0.0534125213226173	0.0522058875521866	M00437	V$CHX10_01
237	-0.00988147523201732	0.736438311056381	0.719871364211532	M01033	V$HNF4_Q6_03
238	-0.00978142514712743	0.135510766217393	0.132492829755641	M01437	V$HOXC12_01
239	-0.00977194113429558	0.232817725895259	0.227637654272945	M00291	V$FREAC3_01
240	-0.00975215391981832	0.11668781808609	0.114096773999921	M01356	V$PMX2B_01
241	-0.00974868056159028	0.0862678785088978	0.0843529814844768	M00733	V$SMAD4_Q6
242	-0.00973299876427491	0.144503847848515	0.14130138310093	M01434	V$HOXD11_01
243	-0.00972098805420385	0.189485454291036	0.185291240657939	M01387	V$OTX2_01
244	-0.00971438242396172	0.337537749192072	0.330071455011414	M00199	V$AP1_C
245	-0.00969515501288698	0.128457537155544	0.125621633465068	M01394	V$HOXA7_03
246	-0.00969233245144951	0.310085433004916	0.303241776519288	M00240	V$NKX25_01
247	-0.00968061587124747	0.292824058204598	0.286369089894181	M01307	V$POU5F1_01
248	-0.00967746941376135	0.430160826300235	0.420681475306907	M00420	V$MEIS1AHOXA9_01
249	-0.00967382405877193	0.0884069270541746	0.0864594505143348	M00102	V$CDP_02
250	-0.00965918128115728	0.488133880340078	0.477397093814088	M00722	V$COREBINDINGFACTOR_Q6
251	-0.00960483261415845	0.429466471980827	0.420072674600089	M01195	V$TBX22_01
252	-0.00959505694226503	0.133560505830031	0.13064205349551	M00206	V$HNF1_C
253	-0.00959357047681741	0.335464091082686	0.328134933780036	M00260	V$HLF_01
254	-0.00959339508846058	0.0822761958745134	0.0804786732933268	M00377	V$PAX4_02
255	-0.0095737820822116	0.102732654943512	0.100492749727806	M01487	V$HOXA1_01
256	-0.00956731663008537	0.376422407233433	0.368220659126786	M00658	V$PU1_Q6
257	-0.00956319613303247	0.271644703159685	0.26572844428667	M00483	V$ATF6_01
258	-0.00953678013338166	0.137901662672848	0.134906452533762	M00114	V$TAXCREB_01
259	-0.0095350085668594	0.24738443818507	0.242012260466423	M01348	V$K2B_01
260	-0.00952404977794963	0.0791687559618532	0.0774514888859199	M01432	V$HOXD8_01
261	-0.00951139230426667	0.0888857124232654	0.0869602070962299	M01392	V$HOXA6_01
262	-0.00950965063419518	0.529435086096052	0.517968165090568	M00271	V$AML1_01
263	-0.00949188241937571	0.201378447087024	0.19702489516267	M00616	V$AFP1_Q6
264	-0.00949027607009945	0.0853067633719181	0.0834628458025493	M01489	V$NKX61_03
265	-0.00947832130325765	0.179050613731569	0.175185232017088	M01342	V$CDP_03
266	-0.00946430771358727	0.994401280572999	0.97296533451267	M00068	V$HEN1_01
267	-0.00945504751772797	0.414459429589143	0.405533725543959	M01123	V$NANOG_01
268	-0.00945460244829077	0.153184371766865	0.149885581568307	M01323	V$OTP_01
269	-0.00944960744903012	0.179705287887711	0.175837398229432	M01380	V$HOXD12_01
270	-0.00944254819894719	0.181352699256655	0.177452235891429	M01337	V$HOXA3_02
271	-0.0094196846638388	0.200406676834612	0.19610673173902	M01349	V$HB9_01
272	-0.00940961085582004	0.245848641761685	0.240579269823153	M00241	V$NKX25_02
273	-0.00940602084611958	0.319427377855857	0.312583547436402	M00224	V$STAT1_01
274	-0.00940101106892122	0.209338428152288	0.204855650634066	M00347	V$GATA1_06
275	-0.00937628548770642	0.180385042996751	0.176532324064678	M00416	V$CART1_01
276	-0.00937454920273417	0.194576179272704	0.190421123002113	M01402	V$HOXA2_01
277	-0.0093669583144298	0.279885130269841	0.273913140697093	M00436	V$IPF1_Q4
278	-0.00935605490429081	0.50013965359287	0.489480318622029	M00657	V$PTF1BETA_Q6
279	-0.0093383392063221	0.591787182855308	0.579198216131131	M01220	V$STAT3STAT3_Q3
280	-0.00933794801460552	0.175757713918149	0.17201901125473	M00081	V$EVI1_04
281	-0.00932665667066468	0.216888117949975	0.212280011997967	M00278	V$LMO2COM_02
282	-0.00930589016710714	0.182777257046464	0.178902440638929	M01458	V$UNCX4.1_01
283	-0.00930496402169961	0.518297631954013	0.507310978239974	M00638	V$HNF4ALPHA_Q6
284	-0.00928979742342112	0.552879068168064	0.541178270718569	M01286	V$SOX_01
285	-0.00928896370693416	0.485981661380526	0.475697553293027	M00997	V$DEC_Q1
286	-0.00926182236056428	0.0376625177483975	0.0368678258165139	M01469	V$NKX61_02
287	-0.00925174792632	0.121624606018479	0.119061047328131	M00476	V$FOXO4_02
288	-0.00925015438080545	0.153614117039975	0.150376846980651	M00294	V$HFH8_01
289	-0.00924694666711745	0.0670287380703781	0.0656166564028314	M00972	V$IRF_Q6_01
290	-0.00924384501466213	0.219665704986106	0.215039585155737	M01235	V$IPF1_03
291	-0.00922819557193588	0.405773738219372	0.397242531076205	M01211	V$PARP_Q3
292	-0.00919576456052318	0.308734895797191	0.302266456860304	M00985	V$STRA13_01
293	-0.0091564520882178	0.180331305775135	0.176569088605626	M01389	V$RAX_01
294	-0.00915042970407776	0.214316186734689	0.209847859514902	M01475	V$EVX1_01
295	-0.00914379602684967	0.152813648837828	0.149629887624614	M01454	V$HOXC5_01
296	-0.00913704628422962	0.207736480209844	0.20341160312661	M01422	V$LHX61_02
297	-0.00912558196712843	0.316644902420302	0.310060839713334	M00054	V$NFKAPPAB_01
298	-0.00912523875614712	0.220100802359643	0.215524371342971	M01381	V$OBOX5_01
299	-0.0091155179065126	0.344932736443164	0.337768306108586	M01230	V$ZNF333_01
300	-0.00911511182314573	0.436674139881718	0.427604593243041	M00053	V$CREL_01
301	-0.00910554018658094	0.053612463408106	0.0525001111227983	M01319	V$HOXB5_01
302	-0.00910413626949025	0.173919539608284	0.17031160465364	M00403	V$AMEF2_Q6
303	-0.00909306444039104	0.128966183209564	0.126294018617424	M01486	V$DLX7_01
304	-0.00907851995602438	0.539326071889048	0.528168985291038	M01198	V$RXRLXRB_01
305	-0.00906858527332954	0.27323926664701	0.26759286278194	M00349	V$GATA2_03
306	-0.00904509409110182	0.31689809720238	0.310366284674836	M00228	V$VBP_01
307	-0.00904414806592513	0.117795783221392	0.115368061689401	M01654	V$DRI1_01
308	-0.00904312784582917	0.0545419434459462	0.0534179824253121	M00790	V$HNF1_Q6
309	-0.00903646342679654	0.0988203804896284	0.09678544658279	M01427	V$NKX12_01
310	-0.00903120700423088	0.0546447326824401	0.053520122495795	M00026	V$RSRFC4_01
311	-0.00901541559174091	0.303517517748272	0.297281816613589	M01357	V$PBX1_04
312	-0.009009662368474	0.174844476770155	0.171254603812692	M01366	V$OTX1_01
313	-0.00900903473582015	0.519986745225049	0.509311214055486	M01116	V$CLOCKBMAL_Q6
314	-0.00900773938356747	0.113208643070113	0.110884756099586	M01327	V$VAX2_01
315	-0.0090047051004718	0.192967825529232	0.189008004908154	M01447	V$PITX2_01
316	-0.00899948861543898	0.413987809276354	0.405497390742994	M00069	V$YY1_02
317	-0.00899922255037178	0.230108509737019	0.225389384323806	M01413	V$HMX3_02
318	-0.00899617835404815	0.350783029744508	0.343591488162757	M00311	V$ATATA_B
319	-0.00899402926817777	0.52911843963375	0.518273337950408	M00340	V$ETS2_B
320	-0.00899098122502484	0.0834965685751512	0.0817857511212566	M01335	V$VSX1_01
321	-0.00895589936774238	0.357957509257459	0.350651400768956	M01450	V$OBOX1_01
322	-0.00894110103180479	0.25911683440686	0.253836767331539	M00267	V$XFD1_01
323	-0.0089329428489292	0.225380575104721	0.220792104948947	M01367	V$LHX9_01
324	-0.00892965051106698	0.126723962716194	0.124144960469564	M01336	V$HOXA7_02
325	-0.00892426326871587	0.0986375111551162	0.0966313044519103	M01338	V$HOXD3_01
326	-0.00891884212233407	0.280891910039548	0.275182232168534	M01333	V$HDX_01
327	-0.00891513580424586	0.0966804343646135	0.0947160236139699	M01451	V$HOXB8_01
