# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs1800057-C	rs1800057-G	Matrix_ID	Matrix_name
26	0.515006369621944	0.254758792153436	0.83394143149281	M00821	V$NRF2_Q4
27	0.505837140391154	0.210504730144718	0.674681807081421	M01450	V$OBOX1_01
28	0.499504099156977	0.204383393724331	0.645579461641813	M01484	V$PITX1_01
29	-0.492599185239654	0.597902536385534	0.192322993663717	M01329	V$HOXC11_01
30	-0.49016319875265	0.602435262073794	0.194870987329561	M01378	V$HOXA11_01
31	0.4890290193781	0.181066894615642	0.558300571835545	M01387	V$OTX2_01
32	-0.486982012456067	0.782477411773167	0.254970418568752	M00105	V$CDPCR3_01
33	0.486513723737628	0.0748495786472106	0.229457936475108	M01007	V$SRF_Q5_02
34	-0.482741004295309	0.203507601861553	0.0669637293286494	M00233	V$MEF2_04
35	-0.469898459078168	0.66103697972024	0.224040893689445	M01434	V$HOXD11_01
36	0.464148946380033	0.255152107880723	0.742930361101705	M01204	V$SPIB_01
37	-0.460132619747412	0.868592569534443	0.30108109723874	M00264	V$STAF_02
38	-0.453898096968507	0.327817303255214	0.115274640460054	M01314	V$LHX61_01
39	0.451526801448997	0.254849563618663	0.720793224719145	M01366	V$OTX1_01
40	-0.446156028831719	0.453933683129324	0.162493645084378	M00260	V$HLF_01
41	-0.444970488529582	0.647845271235768	0.232541679394117	M01440	V$LHX8_01
42	-0.441561529111308	0.68529133376746	0.247921225859574	M01361	V$HOXC10_01
43	-0.426720254612051	0.323053133887051	0.120935471957979	M00104	V$CDPCR1_01
44	0.420091883785396	0.197933492736992	0.520728289422904	M00069	V$YY1_02
45	-0.414021973752478	0.69161736442796	0.266590036926132	M00317	V$LDSPOLYA_B
46	0.410898961394166	0.248347667421758	0.639674512290696	M00983	V$MAF_Q6_01
47	-0.402446565530323	0.531677856390745	0.21047572173934	M00348	V$GATA2_02
48	0.377981667291407	0.136001435184565	0.324732053345501	M01004	V$HELIOSA_02
49	-0.366834941745256	0.547052197477448	0.2350681693507	M01421	V$LHX4_01
50	0.363617583903594	0.363721833631612	0.840208277425736	M00284	V$TCF11MAFG_01
51	0.356275371480087	0.180912528464997	0.410907449596823	M01197	V$ELF5_01
52	0.351158654461376	0.0984709703870256	0.221037964293075	M00199	V$AP1_C
53	0.347829885149579	0.252405018005964	0.562247936117815	M00762	V$DR1_Q3
54	-0.344564651760735	0.916656920849524	0.414612288684335	M00183	V$MYB_Q6
55	-0.341832093024944	0.473328334140101	0.215442018679251	M01379	V$HNF1_02
56	-0.334227184318372	0.641792560227171	0.297281233314958	M01425	V$HNF1B_01
57	0.333251638168868	0.273838989868236	0.589857250731129	M01313	V$SIX1_01
58	0.332776064528308	0.3285606903059	0.70695483138381	M00717	V$PAX8_01
59	-0.331182532046397	0.313611512932132	0.146288257055493	M00075	V$GATA1_01
60	0.328049683782737	0.281188956142272	0.598477659474323	M01381	V$OBOX5_01
61	0.326052953416412	0.207829944202518	0.440312560465789	M00482	V$PITX2_Q2
62	-0.321878680831937	0.963308184853282	0.459078093610125	M01081	V$ZEC_01
63	0.314846660326772	0.32042593858047	0.661567748926142	M01031	V$HNF4_Q6_01
64	-0.309049840581143	0.26558440385547	0.130362514091252	M00117	V$CEBPB_02
65	0.303808538119599	0.287791469287024	0.579277225728497	M01150	V$DMRT5_01
66	-0.299564075442794	0.505750855163813	0.253730427003098	M00462	V$GATA6_01
67	-0.296711595974743	0.899788945255176	0.454390305631531	M00278	V$LMO2COM_02
68	0.290570526518642	0.270716833901371	0.528549648966689	M00451	V$NKX3A_01
69	-0.289378141318019	0.0191822749764944	0.00985194482539919	M01124	V$OCT4_02
70	-0.28161940823341	0.623480294900102	0.325989283887327	M00057	V$COMP1_01
71	0.276244666932965	0.384290536162086	0.725946066279828	M00646	V$LFA1_Q6
72	-0.275879210819578	0.826568908120268	0.43792511651177	M00998	V$PBX_Q3
73	-0.275652570938641	0.316666272848747	0.167860781045448	M00406	V$HMEF2_Q6
74	-0.275530052418448	0.447348599002742	0.237200734307026	M00454	V$MRF2_01
75	0.274679042304482	0.345606645921103	0.650520710334871	M01345	V$SIX6_01
76	0.268787360423977	0.316165325278681	0.587085830080565	M01480	V$OBOX5_02
77	-0.267497779531398	0.277270619157855	0.14976353159954	M00351	V$GATA3_03
78	0.2586388205359	0.0858799167803947	0.155786720670492	M00206	V$HNF1_C
79	0.257962335460054	0.222639778554266	0.403241384155839	M00744	V$POU1F1_Q6
80	-0.256682714785171	0.501728371108384	0.27783435398984	M01653	V$HMGIY_01
81	-0.255517957229224	0.00467665556854069	0.00259667399404429	M00145	V$BRN2_01
82	-0.254946940977603	0.455112752487414	0.253030028173367	M00106	V$CDPCR3HD_01
83	0.254869423924938	0.228310695498275	0.410578005765619	M00291	V$FREAC3_01
84	0.253792523196013	0.272581098961711	0.488976808181813	M00639	V$HNF6_Q6
85	-0.252223910164522	0.377757346206465	0.21134355510261	M00396	V$EN1_01
86	0.250774220951261	0.246776259988066	0.43962015895689	M01350	V$NKX24_01
87	-0.249759718004588	0.760067545191122	0.427653933135719	M00538	V$HTF_01
88	0.248402407062573	0.281193843806062	0.498205153334382	M01148	V$DMRT3_01
89	0.244796860884042	0.358868023950662	0.630567559720883	M01466	V$OBOX3_01
90	-0.239412810259215	0.943785137285391	0.543826446321037	M00041	V$CREBP1CJUN_01
91	0.226949262706781	0.519100498372907	0.875388241112348	M01374	V$SIX4_01
92	0.21587856628025	0.597443061955069	0.982143820232858	M00134	V$HNF4_01
93	-0.213860373352566	0.493324911136423	0.301489834222292	M00347	V$GATA1_06
94	0.211026111345744	0.141087808113621	0.229358900397864	M01661	V$HBP1_Q2
95	0.208169933463837	0.412223430772958	0.665736865524217	M01312	V$NKX21_01
96	-0.201234240953516	0.759964173245376	0.478144184530028	M01315	V$NKX52_01
97	0.192351461008544	0.0820590608931215	0.127784448656246	M01033	V$HNF4_Q6_03
98	-0.186237923392145	0.589837934059084	0.384144638710969	M00076	V$GATA2_01
99	-0.186209875059056	0.650172137342356	0.423465934157119	M00227	V$VMYB_02
100	-0.18516148036187	0.415688439754987	0.271397889842816	M01357	V$PBX1_04
101	0.184748144293245	0.2208244694992	0.337905561730277	M00622	V$CEBPGAMMA_Q6
102	-0.184380688319187	0.542758388573902	0.354997958929962	M01177	V$SREBP2_Q6
103	-0.182509545163298	0.696803789210426	0.457721126939664	M00346	V$GATA1_05
104	0.181990525549597	0.182327821485071	0.277232070475146	M00161	V$OCT1_05
105	-0.181452562449064	0.171984301256067	0.113249487107421	M00657	V$PTF1BETA_Q6
106	0.1792027768967	0.0680231146652374	0.102768327948988	M00190	V$CEBP_Q2
107	0.17913175581475	0.489349833469062	0.739181690135364	M00964	V$PXR_Q2
108	-0.1788082521465	0.509199502601617	0.337349226419982	M01376	V$S8_02
109	-0.177134640673257	0.563233486831132	0.374587971094519	M00130	V$FOXD3_01
110	0.174327915903374	0.42851697124636	0.640170920436822	M01398	V$SIX6_02
111	0.174316645079901	0.23945950319146	0.357724530383147	M01342	V$CDP_03
112	0.173905863882848	0.0423652870156657	0.0632289568494029	M01324	V$OCTAMER_01
113	-0.173333322385349	0.470521003277533	0.315678999878718	M01486	V$DLX7_01
114	0.171035753657083	0.610095136211501	0.904551537991115	M01589	V$ERR2_01
115	0.170451467802376	0.392736509296443	0.581504049630733	M01472	V$IRX5_01
116	-0.169277630297099	0.920002584951583	0.623033526327683	M00070	V$TAL1BETAITF2_01
117	-0.16744536578051	0.486493612332872	0.330850485722804	M00378	V$PAX4_03
118	-0.166176217355353	0.977155730564701	0.666480682122494	M00993	V$TAL1_Q6
119	-0.165020388307661	0.566603588397316	0.387488602101809	M01333	V$HDX_01
120	0.164987454039939	0.315213404575215	0.460884530963221	M01467	V$HOXB13_01
121	0.164481593702514	0.354815418141055	0.518184093038011	M01659	V$CDX2_Q5_01
122	-0.162095740172428	0.800830858146668	0.551372446050039	M01481	V$HMX1_02
123	0.157425044022907	0.300036786993218	0.431121369435515	M01319	V$HOXB5_01
124	0.155710950469566	0.141392778175474	0.202366293975075	M00156	V$RORA1_01
125	-0.152617464061427	0.219214506036982	0.154259466550716	M01399	V$HB24_01
126	0.15244450277107	0.538605254262474	0.765094515085971	M00460	V$STAT5A_02
127	-0.151925229103055	0.383525499019764	0.270314295951812	M00350	V$GATA3_02
128	-0.151361643100525	0.234286580587604	0.165342983836429	M01323	V$OTP_01
129	-0.150631145086434	0.35789836659872	0.253004689643664	M00115	V$TAXCREB_02
130	-0.15031433467535	0.246975355238208	0.174718657534102	M00101	V$CDXA_02
131	0.149592096738599	0.547646374620189	0.772844843751287	M00962	V$AR_Q6
132	0.149192137448398	0.140290235008433	0.197796945276136	M00405	V$MMEF2_Q6
133	0.148330620828132	0.657582385937121	0.925296229508483	M00222	V$HAND1E47_01
134	-0.148292458053843	0.52034694700664	0.369828650478538	M00349	V$GATA2_03
135	0.147427377595433	0.53393816854023	0.749753229425318	M00975	V$RFX_Q6
136	-0.145704763853007	0.144509835976361	0.103321961943785	M01344	V$CDP_04
137	-0.144745646559843	0.392389259415357	0.281171608055033	M01075	V$PLZF_02
138	0.144332140592906	0.636572158642953	0.887523335744981	M00088	V$IK3_01
139	-0.14196486669571	0.235108019111149	0.169551866751172	M00124	V$PBX1_02
140	-0.141368542391552	0.400059559775196	0.288905699955083	M01406	V$HOXC6_01
141	-0.140199174071181	0.719718391842784	0.521150821650679	M01413	V$HMX3_02
142	-0.139584745520418	0.531325291769472	0.38527936003316	M01349	V$HB9_01
143	0.139199415559491	0.372468295459793	0.513202457113556	M01438	V$IPF1_06
144	-0.136819946420211	0.429165185644922	0.313187584926442	M00045	V$E4BP4_01
145	-0.13540641045377	0.60149174383701	0.440375612339964	M01292	V$HOXA13_01
146	0.135284363925922	0.425566476095366	0.581101201112894	M01358	V$SIX3_01
147	0.134264761998936	0.400174696977943	0.545147954355377	M01338	V$HOXD3_01
148	-0.132431675624994	0.817772350167304	0.602838175601056	M00511	V$ERR1_Q2
149	-0.132256126277022	0.533967369431047	0.39378447676161	M01373	V$CDX1_01
150	-0.131379736760955	0.874248951163227	0.646034012197149	M00684	V$XPF1_Q6
151	0.131340041632045	0.29404955184278	0.397887745410652	M01321	V$HOXC8_01
152	-0.130738561156393	0.57739748108329	0.427303375706916	M01272	V$SOX2_Q6
153	-0.130527713285559	0.203883079407914	0.150957074647736	M01168	V$SREBP_Q6
154	-0.12954566536859	0.770621066462333	0.571867231467581	M00256	V$NRSF_01
155	0.128022798779663	0.387958508767632	0.520964439847696	M01475	V$EVX1_01
156	-0.127264303541467	0.653232513089432	0.487307941541277	M00380	V$PAX4_04
157	0.125697131721586	0.432906795478342	0.578217903689381	M01304	V$SRF_03
158	0.125146147096259	0.22251724211669	0.296831383130211	M00096	V$PBX1_01
159	-0.123732530906107	0.386443002804532	0.290638348574323	M00137	V$OCT1_03
160	-0.123042401581916	0.928414098277004	0.699357642492612	M01262	V$TBX18_01
161	0.123020565451236	0.557448338006149	0.739988874722612	M01359	V$DOBOX4_01
162	-0.121256899928997	0.362382884560921	0.274101099557877	M01297	V$HOXA13_02
163	-0.119426437024423	0.958329842030881	0.727928251608296	M00332	V$WHN_B
164	0.117865369473638	0.156935039275435	0.205866314601182	M00416	V$CART1_01
165	-0.117408422946869	0.568389613778993	0.433748224922219	M00126	V$GATA1_02
166	0.116173580915366	0.675355777502818	0.882482700174175	M01587	V$FPM315_01
167	-0.113227790966118	0.377983239116494	0.291235794687012	M01244	V$HSF2_02
168	0.112676563632646	0.249493899145243	0.323397377617033	M01477	V$OCTAMER_02
169	-0.11129061859241	0.942535644219917	0.729469544072207	M00325	V$NRSE_B
170	-0.111064557232604	0.397516726413684	0.307815758836511	M01446	V$BARHL2_01
171	-0.110986818617502	0.288046003893454	0.223087396904839	M01460	V$HOXB6_01
172	-0.110217222847519	0.136233738379545	0.105698165896991	M00116	V$CEBPA_01
173	0.109812688284775	0.405572719534715	0.522253576962352	M01402	V$HOXA2_01
174	0.106992163638757	0.110178815254378	0.140958172894164	M00403	V$AMEF2_Q6
175	0.106740214925504	0.0823556192965246	0.105301231976994	M00313	V$GEN_INI2_B
176	0.106534422460441	0.779025095192535	0.995602252578548	M01036	V$COUPTF_Q6
177	0.10605042346746	0.529125133426654	0.675474275955203	M01149	V$DMRT4_01
178	-0.105636718898742	0.239288769697248	0.187622793513645	M01353	V$LHX5_01
179	-0.104872703786585	0.671310370731181	0.527291356894102	M00490	V$BACH2_01
180	0.104396555488718	0.728618459270251	0.92660945040358	M00765	V$COUP_DR1_Q6
181	0.101685036944387	0.337643577641946	0.426720522689462	M00228	V$VBP_01
182	0.100893966628959	0.520164998367943	0.656198286535845	M01442	V$BSX_01
183	-0.100413083778814	0.996489248468683	0.790787022409215	M00113	V$CREB_02
184	0.0995573567502663	0.0669530989354514	0.0842030921063829	M00314	V$GEN_INI3_B
185	0.0985627169477364	0.462777673974635	0.580677657039789	M00159	V$CEBP_01
186	0.0983450187734016	0.19504126996728	0.244608494609844	M01408	V$BRN3C_01
187	0.0982378892559077	0.426208774045964	0.534392402641481	M01397	V$VAX1_01
188	-0.0976771280912434	0.299851844118568	0.23945813518246	M01370	V$HOXA4_01
189	0.0946628941611749	0.166907766314012	0.207557981858075	M00203	V$GATA_C
190	0.0946372435044288	0.36761781557278	0.457123758237344	M01392	V$HOXA6_01
191	-0.0940828853912903	0.304418548790023	0.245125349495781	M00231	V$MEF2_02
192	-0.0940485207757683	0.459741459576201	0.370224495086536	M00099	V$S8_01
193	-0.092891439010115	0.654665647965536	0.52860116254209	M00262	V$STAF_01
194	-0.0928050923747643	0.731306274059721	0.590601039455924	M00285	V$TCF11_01
195	0.0917616006909489	0.392006418471481	0.484233441296884	M00267	V$XFD1_01
196	-0.0917568067790183	0.230391576732755	0.186513293126909	M01416	V$HOXC9_01
197	-0.0904683495874237	0.476180857501951	0.386637152065967	M00729	V$CDX2_Q5
198	0.0892778349574911	0.0867103278451605	0.106499768371128	M00315	V$GEN_INI_B
199	-0.0888898418846247	0.562082644526213	0.458047306717899	M01325	V$LH2_01
200	0.087802782891169	0.516796775236852	0.63259037235623	M01452	V$HOX13_02
201	-0.0877368027251817	0.556081210217184	0.454361388390495	M00809	V$FOX_Q2
202	0.0855241041519813	0.256882630808183	0.312794310144481	M01441	V$OG2_02
203	-0.0854571596072124	0.790804077608828	0.649548733605317	M00023	V$HOX13_01
204	0.0852406192380449	0.767365941243911	0.933776927444888	M00963	V$T3R_Q6
205	-0.0835629146428875	0.128704297312358	0.106176922465685	M01471	V$LHX3_02
206	-0.0833944711704376	0.857828271755082	0.707955376263248	M00955	V$GR_01
207	0.0827596685550318	0.448157354451563	0.542238308006592	M01337	V$HOXA3_02
208	0.0826750437779434	0.638901471096927	0.772874416973529	M01203	V$PU1_01
209	-0.0796072698860363	0.726612319744979	0.60491657867913	M01000	V$AIRE_02
210	0.0795338531654297	0.0523783940453967	0.0629051252944777	M00135	V$OCT1_01
211	0.0778456776754781	0.338336960807188	0.404757701963781	M01430	V$HOXA13_03
212	-0.0764801513591325	0.374965595459111	0.314420801182903	M01335	V$VSX1_01
213	-0.0762878868963403	0.810198944381319	0.679678897246952	M00062	V$IRF1_01
214	-0.0754131684914851	0.68883975226697	0.579035290338989	M00515	V$PPARG_02
215	0.0752613783912986	0.4898739761143	0.582566821792279	M01433	V$SIX2_01
216	0.0749420008433491	0.499885620467535	0.594035835797887	M00173	V$AP1_Q2
217	-0.074001985133521	0.30299158113263	0.255522163700246	M00510	V$LHX3_01
218	0.0728847096475935	0.2908347682271	0.343978290052789	M00471	V$TBP_01
219	-0.0724566272545951	0.972591296260012	0.823140085291703	M00066	V$TAL1ALPHAE47_01
220	-0.0723100168095597	0.445470577645919	0.377145567837281	M01423	V$ARX_01
221	0.0707796847173643	0.542354500552962	0.638355982865785	M00272	V$P53_02
222	0.070140808231377	0.318635145709743	0.374485050573313	M01295	V$ATF5_01
223	-0.0699294642776874	0.517897369939398	0.440873749916772	M01454	V$HOXC5_01
224	-0.0698790670599871	0.448109590555544	0.3815093374895	M00437	V$CHX10_01
225	-0.0692615810130143	0.527330487580745	0.449594820912531	M01355	V$ALX3_01
226	-0.0688704023231386	0.53055725820201	0.452753543347983	M00128	V$GATA1_04
227	-0.0685006497580811	0.270443260830212	0.230980604699307	M01125	V$OCT4_01
228	-0.0679083386750137	0.413574622887627	0.353708538464436	M00006	V$MEF2_01
229	0.0674757118056836	0.17217678234364	0.201117702540666	M01320	V$PROP1_02
230	0.0664811241221661	0.804917983223729	0.938064615789732	M01132	V$SF1_Q6_01
231	-0.0663832244013609	0.590287773743219	0.506617938818679	M01487	V$HOXA1_01
232	-0.0661334205965108	0.346967892030526	0.297958560192817	M01362	V$CART1_02
233	-0.065849383610368	0.317483295341053	0.272817042019894	M01016	V$SOX17_01
234	0.0657169428469045	0.32746016064221	0.380956522231874	M01317	V$HOXC13_01
235	-0.0648660122257388	0.508924405643032	0.438315941202685	M00421	V$MEIS1BHOXA9_02
236	-0.0646262494185492	0.467915821186015	0.403219456963729	M01351	V$HOXA9_01
237	0.0644568385917532	0.513523983323626	0.59568624242111	M01372	V$NKX22_02
238	0.0644480946387821	0.656050790931983	0.76100157928481	M00763	V$PPAR_DR1_Q2
239	0.0639443471013253	0.65121645379576	0.754518186282276	M00959	V$ER_Q6_02
240	-0.0638211274893657	0.844445657259468	0.729038693709144	M00626	V$EFC_Q6
241	-0.0637402614160065	0.454417017356337	0.392386742370935	M01464	V$HOXA10_01
242	-0.0636942970918166	0.55237257663861	0.477021344507267	M01468	V$DLX2_01
243	-0.0636865458472594	0.465300020258641	0.401833856658979	M01017	V$PBX1_03
244	-0.0626314107615452	0.500164150542581	0.432993273333657	M00127	V$GATA1_03
245	0.0615960614114356	0.529644529119559	0.61035225306806	M01183	V$BCL6_01
246	0.0611880447607123	0.490835755071353	0.565098606395374	M00311	V$ATATA_B
247	-0.0597078605032171	0.212008289775185	0.184775753591672	M01173	V$SREBP1_Q5
248	0.0596041016647082	0.809918422773694	0.929063459491279	M01070	V$CMAF_01
249	0.0595932803616574	0.458979616112521	0.526485820052192	M00771	V$ETS_Q4
250	-0.0592809293889668	0.588657620682012	0.513548944938899	M01348	V$K2B_01
251	0.0590842969142757	0.489449179980306	0.560779206987219	M01405	V$IRX2_01
252	-0.0587894082940913	0.139995110216571	0.122270998418693	M00248	V$OCT1_07
253	-0.0586377218476081	0.214769433094768	0.187644028825431	M01418	V$LIM1_01
254	0.0580445491524582	0.340320528613842	0.388984858362709	M00210	V$OCT_C
255	-0.0564873107799893	0.925087832710851	0.812261105963693	M01407	V$TGIF2_01
256	-0.0563329241771179	0.948357620381686	0.832988899671611	M00957	V$PR_02
257	-0.0561895323246274	0.614233764061231	0.539689729487783	M00334	V$DTYPEPA_B
258	0.056156991982929	0.68546910315448	0.780090297188162	M01260	V$STAT1_05
259	0.0560926606608815	0.209487489595637	0.238369537077013	M00967	V$HNF4_Q6
260	0.0560520984000561	0.610075957096145	0.694122317830096	M00174	V$AP1_Q6
261	0.0558844717136562	0.476472086959706	0.541903474129868	M01410	V$IRX4_01
262	0.055648660074819	0.576137618553897	0.654899853412878	M00172	V$AP1FJ_Q2
263	0.0551443386962576	0.424070269323554	0.481484338043844	M01404	V$HOXD13_01
264	0.0551320814025283	0.410891044358952	0.466507636184103	M00424	V$NKX61_01
265	0.0544320318660144	0.472437941920947	0.535521363516606	M01364	V$OBOX2_01
266	0.0544315588776445	0.488645719926998	0.553892721133152	M00485	V$NKX22_01
267	0.0543919493992442	0.417675157796692	0.473402551977165	M00292	V$FREAC4_01
268	-0.0540667270910125	0.568613997452416	0.502054448262811	M01426	V$HOXB9_01
269	-0.0539745361042374	0.257183050029451	0.227126498878533	M01483	V$DBX1_01
270	-0.0536690340830451	0.955902792692437	0.844782086890578	M00150	V$BRACH_01
271	0.0531110927667747	0.589815305498015	0.666541402414275	M00035	V$VMAF_01
272	0.0529674834249059	0.694251482446993	0.784303763892312	M00655	V$PEA3_Q6
273	0.0529589463542704	0.750857719394792	0.848235796766308	M00992	V$FOXP3_Q4
274	0.052851170441994	0.86818591010275	0.980536813998227	M00158	V$COUP_01
275	0.0526543111333322	0.474014244798754	0.535113249315895	M01365	V$EN1_02
276	-0.0524921014202874	0.27211940538418	0.241138975743501	M01369	V$HOXC4_01
277	0.0522506015688954	0.634038811439147	0.7150994512058	M00239	V$T3R_01
278	0.0514331781222403	0.307272851791092	0.345905421749083	M01211	V$PARP_Q3
279	-0.0503769317026841	0.485330972351596	0.432176428184411	M00394	V$MSX1_01
280	0.0498885203076427	0.274243633476118	0.307627442256533	M00810	V$SRF_Q4
281	0.0491382932897684	0.855699131721006	0.958207100190976	M00917	V$CREB_Q4_01
282	0.0484006095913992	0.382832042842129	0.427965628321419	M00925	V$AP1_Q6_01
283	0.0483053224981148	0.479230891630924	0.535611789440397	M01377	V$IRXB3_01
284	0.0477314386718758	0.807298381998583	0.901084503103464	M01652	V$P53_04
285	0.0475833462339371	0.671644669493703	0.749415926715089	M01208	V$FLI1_Q6
286	0.0472255314038194	0.0996350755040682	0.111080489694093	M01476	V$POU2F3_01
287	-0.046824502612373	0.7839354190011	0.703810568793981	M00077	V$GATA3_01
288	-0.0467155088428977	0.34248362778106	0.307556072491062	M01336	V$HOXA7_02
289	-0.046395122804493	0.45247691782317	0.406631769774056	M01439	V$DLX1_01
290	0.0463168317235079	0.797900651524512	0.887698838063575	M00143	V$PAX5_01
291	0.0460813387653751	0.0602216773032099	0.0669628895950578	M00136	V$OCT1_02
292	0.0459911649457617	0.722157732657392	0.802829331001089	M01390	V$DUXL_01
293	0.0456934217715659	0.210482159886782	0.233834567823167	M01363	V$LMX1B_01
294	-0.0451806447781772	0.967868013562488	0.872238982792889	M01459	V$PREP1_01
295	-0.0451617786207297	0.490259889385179	0.44183954631084	M01326	V$GSH2_01
296	0.0444947899580997	0.587555253340394	0.650943813117464	M01593	V$ZFX_01
297	-0.0444102036314469	0.753950446730246	0.680663714224399	M00974	V$SMAD_Q6_01
298	-0.044337467484303	0.375769461229919	0.339300121075252	M01420	V$NCX_02
299	0.044187575790138	0.151967568130632	0.168243575547494	M00638	V$HNF4ALPHA_Q6
300	-0.0440690398745702	0.398218975527027	0.359793166728092	M00195	V$OCT1_Q6
301	-0.0437488685515807	0.921039026418727	0.832777847361821	M00801	V$CREB_Q3
302	0.0437014643840951	0.210033777453869	0.232268656356085	M01415	V$SHOX2_01
303	0.0435485331151837	0.610835554853701	0.675262824776625	M00037	V$NFE2_01
304	0.043458117222071	0.141960531692504	0.156901008287492	M00074	V$CETS1P54_02
305	-0.0433390418471229	0.917734528555684	0.830573422321801	M00191	V$ER_Q6
306	0.0430995984807101	0.692180311488186	0.764396765081548	M00532	V$RP58_01
307	0.0420927906868812	0.506790433342015	0.558368871510859	M01012	V$HNF3_Q6_01
308	-0.041718581215402	0.485984176418415	0.441472390031339	M00162	V$OCT1_06
309	-0.0412837692411211	0.476613740823847	0.433393895363475	M01371	V$GBX1_01
310	-0.0412310485869799	0.645828836357199	0.587335679031306	M01386	V$EVX2_01
311	0.0402591590270287	0.867544272102187	0.951811188843567	M00706	V$TFIII_Q6
312	-0.0402235854201575	0.259199244770968	0.23627085145506	M01417	V$ALX4_02
313	-0.039828012921908	0.868611443749676	0.792496830292625	M00954	V$PR_01
314	0.039556964675234	0.761721909460094	0.834359878307017	M00328	V$PAX8_B
315	0.039299991697251	0.418634584779921	0.458284422755585	M01391	V$PAX6_02
316	-0.0392872335153632	0.391406867555139	0.357553643526656	M00232	V$MEF2_03
317	0.0390825384660954	0.261311153866595	0.285917334302909	M01465	V$PIT1_01
318	-0.0389768521591473	0.970450785683621	0.887149197068274	M00273	V$R_01
319	0.0385627813689583	0.374234703025703	0.408984490305413	M00252	V$TATA_01
320	-0.0384530482735176	0.413513027250113	0.378474085064963	M00109	V$CEBPB_01
321	-0.0381194798733627	0.386175887513419	0.353724933366066	M00269	V$XFD3_01
322	0.037999634978564	0.278801264732772	0.304294690424636	M01339	V$PAX7_01
323	0.0377374940933762	0.11546250709844	0.125944288541948	M00138	V$OCT1_04
324	0.0372874469989027	0.477411275707998	0.520211704226579	M01396	V$HOXB7_01
325	-0.0371948882829162	0.469858996516922	0.43129324733215	M01341	V$MSX3_01
326	0.0369242978062255	0.377502670129755	0.411002369445307	M01267	V$FRA1_Q5
327	-0.0366066109765013	0.609242233812255	0.559994021935215	M00250	V$GFI1_01
328	-0.0365740158879672	0.925825635602854	0.85105021565798	M01256	V$REST_01
329	0.0363448766389781	0.849729608825084	0.923901406261708	M00238	V$BARBIE_01
330	-0.0358258238560846	0.428872358322344	0.394913729079419	M00472	V$FOXO4_01
331	-0.035771689926963	0.369950295570184	0.340699651012171	M01354	V$OCT1_08
332	0.0355702883733112	0.754468582776262	0.81886337718192	M01347	V$RHOX11_01
333	0.0354977347143952	0.213751657734766	0.231956862774107	M00464	V$POU3F2_02
334	-0.034925585264338	0.769413550846618	0.709960596348981	M01058	V$GFI1B_01
335	0.0347835626934166	0.271200095051605	0.293814618603249	M01316	V$TST1_02
336	-0.0347759231179988	0.991765571130681	0.91544678687418	M00065	V$TAL1BETAE47_01
