# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs1935581-C	rs1935581-T	Matrix_ID	Matrix_name
60	-0.335455462624324	0.515796232684881	0.238244401060904	M01075	V$PLZF_02
61	-0.3306855863152	0.458946417094155	0.214326759359768	M01185	V$BCL6_02
62	-0.325537233282668	0.299342001222821	0.14145894815691	M01436	V$CRX_02
63	-0.32103783437738	0.760796701474899	0.363271047840071	M01347	V$RHOX11_01
64	0.318223603621257	0.020200001978928	0.0420315122369319	M00109	V$CEBPB_01
65	-0.318145574453399	0.627080569388062	0.301423958897089	M01344	V$CDP_04
66	0.315748402461381	0.311668533339224	0.644824247114145	M00201	V$CEBP_C
67	0.314675433700427	0.406835954415606	0.839643172176184	M01433	V$SIX2_01
68	-0.313198894201164	0.576702795181708	0.280383958038887	M01286	V$SOX_01
69	-0.311498012684056	0.514612821215103	0.251178573391677	M01432	V$HOXD8_01
70	-0.311072145247442	0.360045891209668	0.175908049838246	M01381	V$OBOX5_01
71	-0.307691611620617	0.313863552267431	0.154542977069306	M00138	V$OCT1_04
72	0.304501923205973	0.266711344729442	0.537704179584136	M00480	V$LUN1_01
73	0.302651642085494	0.41250737824902	0.828101102761329	M00532	V$RP58_01
74	0.301692279046835	0.326653280523543	0.654303589955488	M00746	V$ELF1_Q6
75	-0.301078126569036	0.570547806731416	0.285242289493293	M00216	V$TATA_C
76	0.300672179048026	0.360773583397855	0.720952926603577	M00053	V$CREL_01
77	0.298637960639217	0.211782324381042	0.421238125170589	M00377	V$PAX4_02
78	-0.29534469554939	0.347080719787019	0.175827092206558	M00006	V$MEF2_01
79	0.293683673853231	0.366171686454414	0.720059582139008	M01197	V$ELF5_01
80	-0.286454764991808	0.537142714740033	0.277737757608079	M00160	V$SRY_02
81	0.286328250905671	0.0504543723764315	0.0975499517844107	M01251	V$E2F1_02
82	-0.284836364828908	0.385247715590706	0.199941850526394	M01420	V$NCX_02
83	-0.283560084734054	0.417722002396095	0.217433905405857	M01343	V$PITX3_01
84	-0.281861827104745	0.319199177603909	0.166801494174968	M00210	V$OCT_C
85	0.277860048133782	0.516953321591945	0.980192507058446	M00087	V$IK2_01
86	-0.277612933557637	0.610204441880169	0.322004863416404	M01317	V$HOXC13_01
87	-0.274153717195218	0.347353051949494	0.184764019592939	M00403	V$AMEF2_Q6
88	-0.273248877524373	0.530664159239002	0.282859571471835	M00729	V$CDX2_Q5
89	0.265628770434791	0.36612550340714	0.674930030634378	M01260	V$STAT1_05
90	0.26352512534445	0.246796854848542	0.45275655437722	M00774	V$NFKB_Q6_01
91	0.258082305858547	0.274290843827759	0.496928169500011	M01146	V$DMRT1_01
92	-0.257752633737915	0.172461611960306	0.0952664116755597	M00351	V$GATA3_03
93	-0.255470589899247	0.375167269931845	0.208331218052649	M00941	V$MEF2_Q6_01
94	-0.250839446777348	0.319284057804242	0.179199910125582	M01428	V$GSC_01
95	0.247649237794879	0.137274724041269	0.242795043762845	M00641	V$HSF_Q6
96	0.244983035266521	0.369210360121378	0.649018257647368	M01212	V$STAT1STAT1_Q3
97	0.244695070651809	0.478686007194084	0.840902808861696	M00224	V$STAT1_01
98	-0.243482485659154	0.492174113046874	0.280954687058595	M00406	V$HMEF2_Q6
99	0.232519844211214	0.477073877284635	0.814902182858538	M01313	V$SIX1_01
100	0.23182058116532	0.420043629554678	0.71633304124163	M00325	V$NRSE_B
101	-0.228343714946407	0.566500608112678	0.334854905405164	M00805	V$LEF1_Q2
102	0.227350754335165	0.543031827036483	0.916591949795277	M01111	V$RBPJK_Q4
103	0.225052664606025	0.260959777942501	0.438153453119973	M01239	V$RELBP52_01
104	0.224720197060407	0.591523695747621	0.992412769372258	M01220	V$STAT3STAT3_Q3
105	-0.215112794792624	0.663838345742384	0.404528887803886	M01230	V$ZNF333_01
106	-0.214833402749625	0.39759815761823	0.242443731976293	M01301	V$MEF2_05
107	0.214328046352552	0.546573751997478	0.895316973927844	M00225	V$STAT3_01
108	-0.210464592635114	0.566972771511656	0.349218795490159	M00232	V$MEF2_03
109	0.205522450905677	0.0193515643190658	0.0310626518166276	M00770	V$CEBP_Q3
110	0.204093423365115	0.421196323226686	0.673872905186772	M00223	V$STAT_01
111	-0.203798904599954	0.395164521831851	0.247160486722304	M01387	V$OTX2_01
112	-0.203126084399408	0.578885948224452	0.362632666400637	M00407	V$RSRFC4_Q2
113	-0.202016807900122	0.838854076314381	0.526828924926323	M00252	V$TATA_01
114	0.199490308647689	0.374171646439366	0.592326528191881	M01359	V$DOBOX4_01
115	-0.197199780289833	0.694577552825066	0.441083653819198	M01022	V$LEF1_Q2_01
116	0.196987039880722	0.481313421311639	0.757556470413214	M00326	V$PAX1_B
117	-0.196831697206247	0.544542266961105	0.346098644043814	M00102	V$CDP_02
118	-0.195710713121265	0.545338488531698	0.347500502544622	M00103	V$CLOX_01
119	-0.193422379352168	0.153736222894318	0.0984813123784646	M01484	V$PITX1_01
120	0.193359868839391	0.441867245475173	0.689686425800038	M01256	V$REST_01
121	0.191884298560007	0.520054850442653	0.808971924966178	M00106	V$CDPCR3HD_01
122	0.191288736710774	0.404913451221441	0.629000428027692	M00492	V$STAT1_02
123	0.190797802616615	0.549650448179423	0.852873045520246	M01003	V$HELIOSA_01
124	0.190476505451204	0.102911898973124	0.159566639017113	M00135	V$OCT1_01
125	-0.184348578616846	0.635663874737236	0.415794702880144	M00026	V$RSRFC4_01
126	-0.183310664541845	0.336260943685935	0.220478254969027	M01366	V$OTX1_01
127	0.182386506681846	0.345119035350464	0.525237131137298	M00460	V$STAT5A_02
128	0.18090387596389	0.543713706380034	0.824658533071316	M00074	V$CETS1P54_02
129	-0.178659824211441	0.395544962600804	0.262141653078895	M00672	V$TEF_Q6
130	0.176941780510174	0.258095310778002	0.387901889080332	M00117	V$CEBPB_02
131	-0.172011098181548	0.571612892032017	0.384672302531914	M01354	V$OCT1_08
132	-0.169797348202866	0.776692391114411	0.525353587634252	M00447	V$AR_Q2
133	-0.169364295954668	0.232947942678562	0.157722838112207	M00342	V$OCT1_B
134	-0.16805649732745	0.506210049583074	0.343774979980968	M01363	V$LMX1B_01
135	0.167313730926944	0.266993683737314	0.392477458261162	M00622	V$CEBPGAMMA_Q6
136	-0.16466033636871	0.51712146416167	0.353942103858403	M00424	V$NKX61_01
137	-0.16268826461213	0.460850131685587	0.316862942799198	M01404	V$HOXD13_01
138	-0.161989383638003	0.402048878822177	0.276878651880739	M01377	V$IRXB3_01
139	-0.161447213712954	0.307700003484638	0.212168197820162	M01483	V$DBX1_01
140	-0.158247431472361	0.313054600338427	0.217456632662379	M00155	V$ARP1_01
141	0.154017581791366	0.676788251744501	0.964873531682889	M01001	V$DEAF1_01
142	0.153329690238304	0.416263004423915	0.59251248334379	M01151	V$DMRT7_01
143	-0.146338303446888	0.477985865260221	0.341253214221216	M01403	V$OTX3_01
144	0.146253083619462	0.650773176217126	0.911344815655356	M01223	V$P50P50_Q3
145	0.145739243734085	0.364780553563846	0.510235793847383	M01147	V$DMRT2_01
146	-0.141319190554516	0.614982926217359	0.44416452413453	M00405	V$MMEF2_Q6
147	-0.14093624838296	0.819592779362536	0.59246387565021	M00526	V$GCNF_01
148	0.140876616686196	0.290268992608776	0.401492338621221	M01211	V$PARP_Q3
149	-0.140096802948193	0.576830251232975	0.417783443786193	M01308	V$SOX4_01
150	0.139724767301957	0.646582209594923	0.891966447937042	M00808	V$PAX_Q6
151	-0.139596989678373	0.522302474395774	0.378725976136718	M01399	V$HB24_01
152	-0.139259831872051	0.60016173525063	0.435520368127016	M01023	V$HSF1_Q6
153	0.138429295514287	0.586863801779404	0.80717298502265	M01028	V$NRSF_Q4
154	-0.137049165861677	0.257068493670715	0.187499315625067	M00955	V$GR_01
155	-0.136714404525604	0.91637886081961	0.668899171030105	M00512	V$PPARG_01
156	0.136480751927108	0.265588549881089	0.363655449173511	M00248	V$OCT1_07
157	-0.13470177700672	0.594069233493899	0.435647558128225	M01489	V$NKX61_03
158	0.133477179868277	0.34066000654989	0.463231762722368	M00107	V$E2_01
159	-0.133128381591631	0.740819070206643	0.545235056936667	M01016	V$SOX17_01
160	-0.132430378076723	0.213377574477996	0.157296259775704	M01183	V$BCL6_01
161	0.131959194595918	0.495058103133707	0.670834466696297	M01595	V$STAT3_03
162	-0.129545866638543	0.272785797738558	0.20243047254991	M00991	V$CDX_Q5
163	-0.129126318414124	0.265699033810495	0.19736205418329	M00795	V$OCT_Q6
164	-0.127057373370297	0.593366631352644	0.442859276550324	M01430	V$HOXA13_03
165	-0.126453980021209	0.36349973908624	0.271675280068758	M00158	V$COUP_01
166	-0.126124736150277	0.537436102624864	0.401977829572198	M01397	V$VAX1_01
167	-0.125903304149523	0.474531318216315	0.355108915676101	M00132	V$HNF1_01
168	-0.123349761938285	0.527685960294552	0.397215125407884	M01410	V$IRX4_01
169	0.123247114291942	0.3661629775861	0.48631934488909	M00228	V$VBP_01
170	-0.123010516063221	0.649767202515222	0.489493884334283	M01469	V$NKX61_02
171	-0.120780875130553	0.548885973738463	0.415624612564672	M00081	V$EVI1_04
172	-0.119230126404928	0.59131398576322	0.449353392297275	M00420	V$MEIS1AHOXA9_01
173	-0.118494196071822	0.457996020899952	0.348632209868295	M01467	V$HOXB13_01
174	-0.11793029907026	0.915861126473797	0.698070566560013	M01262	V$TBX18_01
175	-0.115329991279797	0.645080401521451	0.49463387570345	M01470	V$NKX63_01
176	-0.114481866936793	0.170906007234695	0.131303245585937	M00954	V$PR_01
177	-0.111826222175215	0.422751959663008	0.326782963741876	M01429	V$HOMEZ_01
178	-0.111463682834204	0.440547240837723	0.340822927695573	M00233	V$MEF2_04
179	0.110662363497128	0.575535399591201	0.742564878887636	M00076	V$GATA2_01
180	-0.109555698947843	0.618006013785597	0.480216416118318	M00327	V$PAX3_B
181	-0.104760978513875	0.172537231802507	0.135556968305801	M00930	V$OCT1_Q5_01
182	-0.103597826175555	0.87861434578212	0.692150383491154	M00638	V$HNF4ALPHA_Q6
183	-0.103312488377807	0.620149817793196	0.488859581964491	M01408	V$BRN3C_01
184	0.10230114591354	0.588310476190728	0.744573761812188	M01196	V$CTF1_01
185	-0.101661647808507	0.606736671321173	0.480107617674255	M00410	V$SOX9_B1
186	0.10155214682131	0.253266277688122	0.319984921915871	M00190	V$CEBP_Q2
187	-0.101418447551553	0.5141842105005	0.407099237275326	M01409	V$LMX1_01
188	0.1011978205233	0.739377550939748	0.933392014163625	M00200	V$CAAT_C
189	-0.100163733343553	0.614041444664592	0.487566604668893	M01316	V$TST1_02
190	-0.0988238423305455	0.98468192242838	0.784281774042827	M00339	V$ETS1_B
191	0.0987785054128693	0.61631728240023	0.773718269036055	M00515	V$PPARG_02
192	0.0980022941299089	0.455721450832856	0.571086331057909	M01486	V$DLX7_01
193	0.0967063153081426	0.560806649481017	0.700679594115834	M01419	V$MEIS1_02
194	-0.0961139650647577	0.611985701407769	0.49048678431012	M00231	V$MEF2_02
195	0.0950327263662574	0.660262878422792	0.821768722056102	M01456	V$HMBOX1_01
196	0.0912554259572793	0.797360618841852	0.983807679449997	M00657	V$PTF1BETA_Q6
197	-0.090209244401477	0.628845393012756	0.51089851362514	M01351	V$HOXA9_01
198	0.0901420275696722	0.325588520722231	0.400692406419023	M01379	V$HNF1_02
199	-0.0901409737312533	0.418174644158464	0.339794795200608	M00147	V$HSF2_01
200	-0.0888440529044037	0.574102636943265	0.467891858914785	M01326	V$GSH2_01
201	0.0882659328374742	0.295741500481666	0.362391668732071	M01232	V$SATB1_01
202	-0.0869620867223992	0.212255231753548	0.173738599753114	M00134	V$HNF4_01
203	-0.0862536279422418	0.917809005149065	0.752486454400494	M00771	V$ETS_Q4
204	-0.0853406660166017	0.70084320732025	0.575811325192635	M00146	V$HSF1_01
205	-0.0853213291773319	0.21704040604394	0.178327887164333	M01447	V$PITX2_01
206	-0.0842634203210856	0.855480473459	0.70460655769814	M01457	V$NKX23_01
207	-0.0839041051878167	0.411455654862286	0.339171170559687	M01247	V$NANOG_02
208	-0.0833020560891315	0.53531684198825	0.441884584547766	M01375	V$HOXD10_01
209	0.0830380821005263	0.269608601603161	0.326416291190799	M00802	V$PIT1_Q6
210	0.0820790003541529	0.0762289664547179	0.0920871499129221	M00101	V$CDXA_02
211	0.0794355305651483	0.490902073059932	0.589427503379459	M01394	V$HOXA7_03
212	0.0775026805040527	0.174574030005153	0.208680715989938	M00127	V$GATA1_03
213	0.0764060999498153	0.600870273828038	0.716451537715465	M00260	V$HLF_01
214	0.0728981789654117	0.355786587313292	0.420811646232626	M00486	V$PAX2_02
215	-0.0725445115335333	0.514546293087764	0.435391496040649	M01137	V$FOXO3A_Q1
216	-0.072301298654541	0.574174915092746	0.486119358582997	M01473	V$BRN4_01
217	-0.0718391173011613	0.668047923164726	0.566198221545164	M01339	V$PAX7_01
218	0.0711473433413648	0.665259609878928	0.783679524846126	M01013	V$IPF1_Q4_01
219	-0.0706942892298625	0.591855605306955	0.502946135879079	M00489	V$NKX62_Q2
220	-0.0704928951930546	0.815172651595272	0.693037453802193	M00065	V$TAL1BETAE47_01
221	0.070114186708645	0.522965274259391	0.614592192218701	M01131	V$SOX10_Q6
222	-0.0691748465052408	0.650293997394075	0.554542580109932	M00042	V$SOX5_01
223	-0.0687025300974893	0.386007322456117	0.329528524000873	M01463	V$DOBOX5_01
224	-0.0685860696138728	0.552389349143185	0.471692777630367	M01471	V$LHX3_02
225	0.0685000912047814	0.395834437542019	0.46346150360746	M00453	V$IRF7_01
226	-0.0682616040449458	0.580949678029078	0.496451596107608	M00070	V$TAL1BETAITF2_01
227	0.0676439144565955	0.163352312976169	0.190883857397461	M00462	V$GATA6_01
228	0.0667124243986835	0.85709981015801	0.99941030530548	M00513	V$ATF3_Q6
229	0.0666674165552595	0.384993082975199	0.448869754850196	M00181	V$E2_Q6
230	-0.0657897327609265	0.588927203527696	0.506141424226207	M01353	V$LHX5_01
231	-0.0654025631254375	0.519237108542096	0.446645702501976	M01464	V$HOXA10_01
232	-0.0652188666528376	0.945463703526024	0.813628202984799	M01304	V$SRF_03
233	0.0646967200384988	0.299746801699703	0.347897475969083	M01010	V$HMGIY_Q3
234	0.0638948939732679	0.505238934009595	0.585317763023163	M00454	V$MRF2_01
235	0.063384738724713	0.797037334422708	0.922281301160688	M00651	V$NFMUE1_Q6
236	0.0633426712871994	0.265451603641443	0.307134091048333	M01368	V$OCT2_01
237	-0.063302925842377	0.720115420325881	0.622442423556871	M01315	V$NKX52_01
238	-0.0629245389032028	0.674708445013686	0.583702572241767	M01413	V$HMX3_02
239	-0.0627542474496784	0.417652637767474	0.361460613330037	M00485	V$NKX22_01
240	-0.0625455906183036	0.636274811012402	0.550933448210787	M01418	V$LIM1_01
241	0.0617795116370931	0.395197010669753	0.455609910649459	M01149	V$DMRT4_01
242	-0.0616578008749888	0.539926141793139	0.468464358300586	M01318	V$IRX3_01
243	-0.0614246839355469	0.762845742772627	0.662234867185707	M00531	V$NERF_Q2
244	-0.0612866498298706	0.541082056018385	0.469868663248991	M00953	V$AR_02
245	-0.0606601483514243	0.820928785872981	0.713913075293913	M00380	V$PAX4_04
246	-0.0604757983818354	0.856142525255074	0.744852484884517	M00340	V$ETS2_B
247	0.0601357899020269	0.498307319513801	0.572312269166645	M01340	V$BARX1_01
248	0.0599822640945765	0.668377332014394	0.767368515512333	M00655	V$PEA3_Q6
249	-0.0598528346091773	0.337267593754659	0.293847350722218	M01124	V$OCT4_02
250	-0.059464070112147	0.658192420747205	0.573969489033407	M00242	V$PPARA_01
251	-0.0594397155656159	0.512444179490208	0.446896392673544	M01405	V$IRX2_01
252	-0.0584782586201933	0.489059796285689	0.427448408075042	M01011	V$HNF1_Q6_01
253	-0.0580573180463176	0.829196096283747	0.725437381419121	M00066	V$TAL1ALPHAE47_01
254	-0.05775553191811	0.609109665016627	0.533261167029647	M01465	V$PIT1_01
255	-0.0572137160730014	0.550778095692461	0.482795200473698	M01414	V$NKX25_03
256	0.0567983140234626	0.580124325536862	0.661179516456669	M01460	V$HOXB6_01
257	-0.0555581420400926	0.402134685949237	0.3538452683504	M00136	V$OCT1_02
258	0.0524215955016726	0.786781088777649	0.88771898534464	M01047	V$AP2ALPHA_03
259	-0.0524102531602813	0.586013146103346	0.519394211876715	M00077	V$GATA3_01
260	0.0516974103978291	0.430844053416545	0.485308070473584	M01659	V$CDX2_Q5_01
261	-0.0516550072835608	0.442989297937867	0.393312932865323	M01472	V$IRX5_01
262	-0.0515628255994139	0.57338572545217	0.509194907162809	M00291	V$FREAC3_01
263	-0.0508859012663042	0.537741787350104	0.478286238263561	M00724	V$HNF3ALPHA_Q6
264	-0.0502742904921963	0.785982801437641	0.700065623998826	M01481	V$HMX1_02
265	-0.0501012357952128	0.195751642897631	0.174423171889704	M00621	V$CEBPDELTA_Q6
266	-0.049710703140863	0.260179155970096	0.232039433946741	M01117	V$OTX_Q1
267	-0.0495400242202336	0.378121552108897	0.33735830633542	M00208	V$NFKB_C
268	-0.0489533849001461	0.592550621860333	0.529385538568708	M00477	V$FOXO3_01
269	-0.0483702367225803	0.844509787426151	0.755499968311682	M00192	V$GR_Q6
270	0.0478005922345893	0.524719782515194	0.585771219901691	M01402	V$HOXA2_01
271	0.0461612313389598	0.459729662948457	0.511285831333482	M01406	V$HOXC6_01
272	0.0456927977066071	0.675853885867802	0.750836908477034	M00999	V$AIRE_01
273	-0.0455010844341711	0.642626822756824	0.578705705710613	M00310	V$APOLYA_B
274	0.0443869958412497	0.621081905313775	0.687916731490302	M01441	V$OG2_02
275	-0.0433117970969821	0.749080944461703	0.677980108743848	M00240	V$NKX25_01
276	0.0428012454541415	0.86512656276718	0.954730709667115	M00993	V$TAL1_Q6
277	-0.0426090191887662	0.902766465694476	0.818401466923563	M00059	V$YY1_01
278	0.0420496212100357	0.614964072637977	0.677484502930913	M00025	V$ELK1_02
279	-0.0407804344876694	0.343609951115128	0.312813363670339	M01012	V$HNF3_Q6_01
280	0.0407262699133266	0.0966609454613037	0.106164008640081	M00792	V$SMAD_Q6
281	-0.04010780338033	0.521943058264582	0.47589958113437	M01485	V$IRX3_02
282	0.03980240182081	0.269836697593769	0.29573546913364	M00704	V$TEF1_Q6
283	0.0392212517529292	0.765254564176226	0.837581700449611	M00032	V$CETS1P54_01
284	0.0391804785328792	0.843420440939142	0.923048669849177	M00227	V$VMYB_02
285	0.0369839597678341	0.803407809583833	0.874822629779696	M00123	V$MYCMAX_02
286	-0.0354600293755167	0.229919193402764	0.211892311103972	M01653	V$HMGIY_01
287	0.034910810238965	0.515917080123503	0.559101575736819	M01425	V$HNF1B_01
288	-0.0343179001905607	0.236210021763222	0.218263150369697	M00416	V$CART1_01
289	-0.0342928576302372	0.725687316517816	0.670589385653116	M01479	V$POU6F1_03
290	0.0339092340570826	0.56367421502357	0.609449047686234	M00395	V$HOXA3_01
291	-0.0338530707087648	0.680864986638636	0.629807648561362	M01454	V$HOXC5_01
292	0.0334724525045901	0.730646878257308	0.789187114340052	M01443	V$MOX1_01
293	-0.0331785884093543	0.289975825330751	0.268647748272331	M01476	V$POU2F3_01
294	0.033157971323872	0.435407023386087	0.46995189106872	M00396	V$EN1_01
295	0.0328770172259801	0.811677599210538	0.87550892493788	M00445	V$XVENT1_01
296	0.0325922813873924	0.841771439326226	0.907374286192077	M00069	V$YY1_02
297	-0.0323799333691323	0.445202129989218	0.413216162468364	M00195	V$OCT1_Q6
298	-0.0320101054565306	0.430872872435735	0.400257101907914	M00256	V$NRSF_01
299	-0.031977039431684	0.846832773469965	0.786720773552691	M01305	V$TEF_01
300	0.0316761216022474	0.606071744817487	0.65192878809915	M01417	V$ALX4_02
301	0.0309909384731376	0.377973915182841	0.405931513223861	M00992	V$FOXP3_Q4
302	0.0299147387891522	0.791486928314163	0.847927041141977	M00264	V$STAF_02
303	-0.0299135933301505	0.501607778185923	0.468220763637788	M00471	V$TBP_01
304	-0.0285016936334604	0.421444067299783	0.394673758024128	M00130	V$FOXD3_01
305	0.0283835020953762	0.608815957229633	0.649934407312702	M00971	V$ETS_Q6
306	-0.0283232830684824	0.796763809884938	0.746459615114272	M01138	V$RORA_Q4
307	0.0280958481620471	0.501189863337392	0.534685155452906	M01250	V$E2F1_01
308	-0.0279020732331915	0.580301778923987	0.54419159352294	M01234	V$IPF1_02
309	-0.0278766813788579	0.734640176699032	0.688966323764672	M01338	V$HOXD3_01
310	0.0271828222653665	0.143514964588515	0.152784750894761	M00222	V$HAND1E47_01
311	-0.0267784713682813	0.613275342888014	0.576603179171075	M01348	V$K2B_01
312	0.0266086868726751	0.938796884742562	0.998114412344824	M00056	V$MYOGNF1_01
313	0.0261693252344579	0.922339549158778	0.979625669222608	M00279	V$MIF1_01
314	-0.0260389113895376	0.672603067732908	0.633461073468397	M01360	V$DBX2_01
315	0.0257065022959471	0.858765686047021	0.911131759466653	M00329	V$PAX9_B
316	-0.0254264354224426	0.436749185781433	0.411913161293355	M00980	V$TBP_Q6
317	-0.0247830725461722	0.319081881527755	0.301383222179137	M01350	V$NKX24_01
318	-0.024665135540501	0.914769230110587	0.864263978252686	M00281	V$RFX1_02
319	0.0245635432810996	0.465269255037534	0.492343148502329	M01392	V$HOXA6_01
320	-0.024558430091452	0.898238917951793	0.848854856495874	M00249	V$CHOP_01
321	-0.0243312807857638	0.594876672572515	0.562465200644251	M01370	V$HOXA4_01
322	-0.0243088158918089	0.722291002200978	0.682972770123859	M00474	V$FOXO1_02
323	-0.0242169579403212	0.556194152461587	0.526028725266769	M01321	V$HOXC8_01
324	0.0241133256051118	0.925859284253421	0.978719658266377	M01202	V$VDRRXR_01
325	-0.0233201864498888	0.295593270358969	0.280139504399153	M00079	V$EVI1_02
326	0.0232668774637885	0.611383437105309	0.64503093970879	M00640	V$HOXA4_Q2
327	-0.0229551394498567	0.631858675439184	0.59932833854708	M01369	V$HOXC4_01
328	0.0226941688807167	0.921413290684768	0.970842189898683	M00484	V$NCX_01
329	-0.0225259523195523	0.88244151912522	0.837837860033771	M01352	V$NKX29_01
330	0.0220564270425293	0.821351719133896	0.864142962659129	M01009	V$HES1_Q2
331	0.0219519829374918	0.455627628910028	0.479249903858915	M00789	V$GATA_Q6
332	0.021614181539836	0.822009215582117	0.863954493947448	M00482	V$PITX2_Q2
333	0.0214165349490125	0.924117215777342	0.9708309115045	M00793	V$YY1_Q6
334	-0.0211394266296174	0.287299132536619	0.273649644363213	M00957	V$PR_02
