# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs557046152-G	rs557046152-GTT	Matrix_ID	Matrix_name
23	-0.0591412332748226	0.418529086481384	0.365245111713474	M00954	V$PR_01
24	0.0578761614687604	5.71433089434636e-05	6.52892299723984e-05	M00420	V$MEIS1AHOXA9_01
25	-0.0568818789080221	0.360572039965436	0.316307994103649	M01279	V$IRF3_Q3
26	-0.0551784030978404	0.0772447754983067	0.068028471356925	M01216	V$FOXO1_Q5
27	-0.0547839045685256	0.163806883211164	0.14439369911756	M00422	V$FOXJ2_01
28	-0.0546293157725202	0.0653762759322358	0.0576488783995591	M01252	V$E2F6_01
29	-0.0538461706541356	0.143409006760524	0.126686476466518	M01464	V$HOXA10_01
30	-0.0456747628689351	0.0980323841654994	0.0882459539035635	M00477	V$FOXO3_01
31	0.0450816333508587	0.718885529771247	0.797519618548524	M00281	V$RFX1_02
32	-0.042090119639892	0.0463127821721289	0.0420349709618471	M00130	V$FOXD3_01
33	-0.0419381440487234	0.468175110003816	0.425079515745166	M01260	V$STAT1_05
34	-0.0418694588182436	0.0221703156628941	0.0201327183462578	M00980	V$TBP_Q6
35	-0.0402163390029386	0.0924886613968958	0.0843086538240687	M00972	V$IRF_Q6_01
36	0.0377866463836827	0.0215283905748473	0.0234854134594767	M01268	V$FXR_Q2
37	-0.0368252185687949	0.150127653058914	0.137922613103738	M00772	V$IRF_Q6
38	-0.035210384993943	0.162284900628042	0.14964690146496	M01272	V$SOX2_Q6
39	-0.0344550797239499	0.2036551777977	0.188122341869033	M01432	V$HOXD8_01
40	0.0342398304671844	0.0944654239788454	0.102214547077093	M00486	V$PAX2_02
41	-0.0331850191975647	0.188682470276718	0.174802055137101	M00293	V$FREAC7_01
42	-0.0326321194504862	0.128814053107919	0.11948988027562	M00131	V$HNF3B_01
43	0.0319687033511169	0.251737037046894	0.270966635937516	M00290	V$FREAC2_01
44	-0.0309687936039182	0.0697928792726505	0.0649893692105461	M01011	V$HNF1_Q6_01
45	-0.0299501511226239	0.105932824266379	0.0988736120308176	M01654	V$DRI1_01
46	-0.0295638419745301	0.0778148283256127	0.0726939924733762	M01137	V$FOXO3A_Q1
47	-0.0288470142441075	0.190043399844083	0.177830306503986	M01599	V$FOXP3_01
48	0.0272039241941663	0.838687904563827	0.89290304482601	M01264	V$TBX15_02
49	-0.0271113347969462	0.658792629431545	0.618924104316767	M00250	V$GFI1_01
50	0.0270892739407493	0.0525764662661662	0.0559603815811512	M00960	V$PR_Q2
51	-0.0266954333093117	0.183166566109203	0.17224664451626	M00160	V$SRY_02
52	-0.0260350296037435	0.0802543821066727	0.0755846707787609	M00268	V$XFD2_01
53	-0.0241871856135674	0.108417473765062	0.102544435332219	M00476	V$FOXO4_02
54	0.0239378878440097	0.0234217663653008	0.0247489929739803	M00794	V$TTF1_Q6
55	-0.0236204039449089	0.175369784076385	0.166086511533675	M00129	V$HFH1_01
56	0.0234788593602446	0.0184383615561858	0.0194626147489549	M01292	V$HOXA13_01
57	-0.0227231176994332	0.311921509653503	0.296020785296674	M00138	V$OCT1_04
58	0.0221260129983536	0.189834879821848	0.199757008111246	M01032	V$HNF4_Q6_02
59	-0.0220614871518902	0.119385658599359	0.113472512850834	M00474	V$FOXO1_02
60	0.0216210209006813	0.019746227577489	0.0207541599227639	M00216	V$TATA_C
61	-0.0213878728329441	0.301505209212923	0.287016554854753	M00082	V$EVI1_05
62	0.0213171252978713	0.49985000730548	0.524997007704497	M01396	V$HOXB7_01
63	0.0210324875213549	0.095582119416726	0.100324994307202	M00233	V$MEF2_04
64	-0.0210252194168074	0.252999760838855	0.24104320387628	M01465	V$PIT1_01
65	-0.0208245458188648	0.157097287456366	0.1497421762155	M00632	V$GATA4_Q3
66	-0.0207785818948795	0.158883551258206	0.151460838373293	M00096	V$PBX1_01
67	0.0207779304046167	0.00601494392767343	0.00630971166205452	M00011	V$EVI1_06
68	-0.0207661966383332	0.190081361916567	0.181206319041106	M00473	V$FOXO1_01
69	-0.0207629404041252	0.160134215492058	0.152658572176512	M00991	V$CDX_Q5
70	0.0203369414290396	0.207445161894337	0.217390345089041	M00206	V$HNF1_C
71	-0.0199671826340295	0.640395895215586	0.61161954719841	M00460	V$STAT5A_02
72	0.0196602781695472	0.0261364757707968	0.0273468497994837	M00747	V$IRF1_Q6
73	-0.0193277274407172	0.110806836081644	0.105983638964905	M00790	V$HNF1_Q6
74	0.018699963574036	0.283313196503816	0.295778612722309	M00953	V$AR_02
75	-0.0185930350873861	0.299671829239406	0.287113017644556	M00148	V$SRY_01
76	-0.0182548128644255	0.461960966927839	0.442945678383063	M00410	V$SOX9_B1
77	-0.018224882129376	0.307030368498177	0.294412640075395	M00930	V$OCT1_Q5_01
78	-0.0180865680725736	0.391340855096138	0.37537783186346	M01360	V$DBX2_01
79	0.0178673377966545	0.0164445693227527	0.017135226195243	M00421	V$MEIS1BHOXA9_02
80	0.0177910660182454	0.0309963265091993	0.032292472100529	M00205	V$GRE_C
81	0.0167340365499935	0.0460253828133119	0.0478334214025574	M01202	V$VDRRXR_01
82	0.0165626851900487	0.0248266213513051	0.0257917200222336	M00526	V$GCNF_01
83	0.0164291221057633	0.960080659898713	0.997095699992715	M00056	V$MYOGNF1_01
84	0.0157752840599474	0.617190290442278	0.640021213985319	M00497	V$STAT3_02
85	0.0156060843173511	0.0873221057626785	0.0905170276619296	M00471	V$TBP_01
86	0.0155563960502309	0.510828939932518	0.529458456663408	M00480	V$LUN1_01
87	0.0154864330451552	0.142828580165402	0.148013576248766	M00116	V$CEBPA_01
88	0.0153546052345395	0.0894586419930439	0.0926780540556069	M00252	V$TATA_01
89	0.0152966150625877	0.00622324247275607	0.00644634192564153	M00403	V$AMEF2_Q6
90	0.0150029308226749	0.0660865536953257	0.0684094400379506	M01251	V$E2F1_02
91	0.0144799544068129	0.341311471765426	0.352883083720869	M00956	V$AR_03
92	-0.0141953806206094	0.094514423263745	0.0914750610386604	M01420	V$NCX_02
93	0.0139024239130234	0.0355773833317183	0.036734694045935	M00979	V$PAX6_Q2
94	-0.0136368146390167	0.085375001170115	0.0827358833289983	M00809	V$FOX_Q2
95	0.0136041736013398	0.449728230077384	0.464038830199163	M00314	V$GEN_INI3_B
96	0.0135487243195095	0.534508129646806	0.551446061591666	M00313	V$GEN_INI2_B
97	0.0134889706897224	0.0987854778779815	0.101901851693805	M01414	V$NKX25_03
98	0.0132192960098243	0.219345464137046	0.226124674145098	M00183	V$MYB_Q6
99	0.0131126564314837	0.285152530153639	0.293893435649002	M00992	V$FOXP3_Q4
100	0.0130821477848282	0.0507759457721092	0.0523287269370253	M01212	V$STAT1STAT1_Q3
101	0.0130719136196356	0.0594312719831532	0.0612472987024529	M00079	V$EVI1_02
102	0.0129495549019906	0.316000179165318	0.325564380825062	M01270	V$PPARG_Q6
103	-0.0129493939442012	0.347699522434827	0.337485175213964	M01308	V$SOX4_01
104	0.012904851648588	0.303592823130813	0.312749304351515	M01269	V$NURR1_Q3
105	-0.0128658380539731	0.546856984733094	0.530894132454139	M01307	V$POU5F1_01
106	0.0126872164731453	0.0612868855899805	0.0631036919537405	M01375	V$HOXD10_01
107	0.0126691610020464	0.0235822735214354	0.0242803438775937	M00331	V$TAACC_B
108	0.0126070459166339	0.344994313188144	0.355155857868754	M00913	V$MYB_Q5_01
109	0.0125787385006337	0.227306381137978	0.233986265657301	M00150	V$BRACH_01
110	-0.0124633615914126	0.235728666981112	0.229059885203096	M01473	V$BRN4_01
111	0.0124137902450167	0.559749144063257	0.575979767783034	M00155	V$ARP1_01
112	0.0123724956468302	0.21220914834402	0.218341655096077	M01457	V$NKX23_01
113	0.0123674740672013	0.0743751708685625	0.0765236101540347	M01282	V$PPARA_Q6
114	0.0123594490288871	0.166580774477354	0.171389545039883	M01312	V$NKX21_01
115	0.0122560367736698	0.581203322872903	0.597838838334866	M00315	V$GEN_INI_B
116	0.0122023942416577	0.2878612127111	0.296063960797207	M00326	V$PAX1_B
117	0.0121135391964351	0.133529278806009	0.13730616665164	M00258	V$ISRE_01
118	-0.0120181030734555	0.149231784900564	0.145158753557005	M00724	V$HNF3ALPHA_Q6
119	-0.0118464912268891	0.271713474336825	0.264401968682835	M00489	V$NKX62_Q2
120	0.0118162081505054	0.382402079350875	0.392949240124394	M01019	V$TBX5_01
121	0.0117975948562166	0.17196485701153	0.176700304447363	M01352	V$NKX29_01
122	0.0116723103440415	0.0346358067916138	0.0355793179691711	M01589	V$ERR2_01
123	0.0116685835185463	0.283853775104404	0.29158371036843	M00481	V$AR_01
124	0.011629978753828	0.361039700415534	0.370838605165134	M00767	V$FXR_IR1_Q6
125	0.0115260340223943	0.193801117932831	0.199013396598403	M01322	V$NKX26_01
126	0.0115258323962752	0.271550283069195	0.278853495106868	M00227	V$VMYB_02
127	0.0114368467647485	0.154302888853307	0.158420326400152	M01171	V$BCL6_Q3
128	0.0113771084059145	0.138240409256587	0.141909712192697	M00623	V$CRX_Q4
129	-0.0113206410626889	0.149752361213681	0.145899242736097	M01426	V$HOXB9_01
130	-0.0113013422805866	0.849127821710347	0.827316581015141	M00098	V$PAX2_01
131	0.0112590976888598	0.280877637168321	0.288254609421988	M00063	V$IRF2_01
132	0.0112461023349531	0.404816977042527	0.415436661738154	M01237	V$TRF1_01
133	0.011209855796646	0.308104801209225	0.316161018370643	M01201	V$AR_04
134	0.0111480026331219	0.206389575540192	0.211756017464811	M00454	V$MRF2_01
135	-0.0110985170365401	0.232212608765705	0.226353534560132	M01211	V$PARP_Q3
136	0.011078742204932	0.169642171943736	0.174025370216357	M01372	V$NKX22_02
137	0.0110647255743381	0.143420618358863	0.147121558279642	M00062	V$IRF1_01
138	0.0110512244207936	0.456538099178005	0.468304413415894	M00965	V$DR4_Q2
139	0.011010590102592	0.281769066058223	0.289004032526059	M01185	V$BCL6_02
140	0.0109897239452621	0.269614249101913	0.27652383089281	M01244	V$HSF2_02
141	0.0109884107976788	0.166962035705533	0.171240363900835	M01350	V$NKX24_01
142	0.0108166539320453	0.224661429885784	0.230327170584695	M00432	V$TITF1_Q3
143	0.0108098245823338	0.253322018025508	0.259706466662035	M01383	V$NKX3A_02
144	0.010798261789649	0.291635342383027	0.298977437598045	M00773	V$MYB_Q3
145	0.0107122579761187	0.0757274922628945	0.0776186050244552	M00406	V$HMEF2_Q6
146	0.010704461217338	0.632341095602435	0.648120664468019	M01044	V$TBX5_Q5
147	0.0106753959303072	0.197951632323484	0.202877779681373	M01197	V$ELF5_01
148	0.0106622155060701	0.528946377254753	0.542093078884653	M00496	V$STAT1_03
149	0.0106018754227223	0.377305235412187	0.386629249870301	M00211	V$PADS_C
150	-0.0105943833483871	0.332417696245509	0.32440665284975	M01373	V$CDX1_01
151	0.0105789853798193	0.18375244655311	0.188283436156547	M00006	V$MEF2_01
152	0.0104244063856978	0.373881057896766	0.382963928225449	M00977	V$EBF_Q6
153	0.0103650177386503	0.0813873720319103	0.0833531550545498	M00657	V$PTF1BETA_Q6
154	0.0103064916207204	0.293028700019817	0.300065903982889	M01007	V$SRF_Q5_02
155	0.0102598042270178	0.209033226013832	0.214030234497791	M01482	V$NKX32_02
156	0.0101657683941291	0.413188883361041	0.422974705706351	M01017	V$PBX1_03
157	0.0101542316462868	0.17347939621874	0.177583304682321	M00311	V$ATATA_B
158	0.0101493075059855	0.129975845541591	0.133049105429297	M01075	V$PLZF_02
159	0.0101029762411435	0.0640708441559203	0.0655787934808096	M00317	V$LDSPOLYA_B
160	0.010080505694939	0.68740144217514	0.703543483283442	M00482	V$PITX2_Q2
161	-0.010076786021682	0.168245315375986	0.164386517287384	M00377	V$PAX4_02
162	0.0100550108226138	0.457338514996285	0.468050580350827	M01081	V$ZEC_01
163	0.0100329635479543	0.310882689743453	0.318148224806902	M00003	V$VMYB_01
164	0.0100245826453403	0.11136134849968	0.113961737996456	M01381	V$OBOX5_01
165	0.00994947872701307	0.408359433356318	0.417822738535223	M00808	V$PAX_Q6
166	0.00993031196992478	0.441534305035023	0.451746465956593	M00691	V$ATF1_Q6
167	0.00991574669110085	0.294411058784536	0.301210332706629	M00100	V$CDXA_01
168	0.00990628251810527	0.437534546974285	0.447629430313087	M01374	V$SIX4_01
169	0.00989971282771451	0.13161228459756	0.134646832323939	M01153	V$PXRRXR_02
170	0.00988992672528421	0.279734240973575	0.286177546715585	M01347	V$RHOX11_01
171	0.00982543560989579	0.304792898706685	0.311767097568963	M00447	V$AR_Q2
172	0.00982336263446829	0.567256084572789	0.580233134264908	M01437	V$HOXC12_01
173	0.00978137468845885	0.133826688571965	0.136874991915814	M00805	V$LEF1_Q2
174	0.00975890797778822	0.184256179452801	0.188443416659769	M00291	V$FREAC3_01
175	0.0097264772235004	0.210766033532918	0.215539613478855	M01379	V$HNF1_02
176	0.00970292950362955	0.31381907408146	0.320909272657454	M01661	V$HBP1_Q2
177	0.00968961644472816	0.542141193290083	0.554372940532951	M00641	V$HSF_Q6
178	0.0096863039218591	0.355008792977056	0.363015704761508	M00212	V$POLY_C
179	0.00961328489128277	0.214372028421419	0.219170148668503	M01481	V$HMX1_02
180	0.0096131257539448	0.359973587534767	0.368030457929849	M00671	V$TCF4_Q5
181	0.00959262709684572	0.324890542820689	0.332146512551737	M00395	V$HOXA3_01
182	0.00957712607828137	0.323682926631145	0.330900115131665	M00240	V$NKX25_01
183	0.00952145471177243	0.71983092229447	0.7357867346013	M00141	V$LYF1_01
184	0.00951983135664736	0.069006437808109	0.0705357746940319	M00156	V$RORA1_01
185	0.00950106225994146	0.472045727680199	0.482486463710098	M00412	V$AREB6_01
186	0.00948081688847663	0.542172718073799	0.554138694415611	M00134	V$HNF4_01
187	0.00946314826705164	0.404373770467269	0.413281652900128	M00445	V$XVENT1_01
188	0.00944607309093115	0.282417050566527	0.288627020546162	M01182	V$MIZF_01
189	0.00943578190700162	0.539803022352364	0.551659490196158	M00413	V$AREB6_02
190	-0.00942849769951465	0.386989522518164	0.37867855327623	M01429	V$HOMEZ_01
191	0.00938373280216354	0.154837137517966	0.158219084304896	M01480	V$OBOX5_02
192	0.00938333151277637	0.395677730922934	0.404319735071059	M00924	V$AP1_Q2_01
193	0.00937649159445314	0.386579570317875	0.395016640022064	M01665	V$IRF8_Q6
194	0.00934803421820962	0.152953253957694	0.156281206341421	M01150	V$DMRT5_01
195	0.00934696286988634	0.468814258604558	0.479013523735846	M00997	V$DEC_Q1
196	0.00934013353941077	0.380920828927596	0.389201812658836	M00152	V$SRF_01
197	0.00933578302569171	0.338765083799639	0.346126160337428	M00459	V$STAT5B_01
198	0.00932136858449339	0.331414379653886	0.338604493024384	M00235	V$AHRARNT_01
199	0.00926501967785298	0.244880549666654	0.250160831112539	M01387	V$OTX2_01
200	0.00925296092112637	0.268661625377808	0.274447070110163	M01384	V$RHOX11_02
201	0.00924573726452194	0.483313823236856	0.493713444497615	M00799	V$MYC_Q2
202	0.00917029592158158	0.412421494332097	0.421222525249088	M00157	V$RORA2_01
203	0.00916012821224954	0.262577586941465	0.26817468619479	M01146	V$DMRT1_01
204	0.00910993175096583	0.622918801458705	0.636123399317421	M01248	V$DAX1_01
205	0.00901435173151532	0.284202965983634	0.290163617972105	M01659	V$CDX2_Q5_01
206	-0.00897030953809086	0.0682406109064021	0.0668455647094511	M01151	V$DMRT7_01
207	0.00894859945580428	0.197482877241672	0.201594205814024	M00485	V$NKX22_01
208	0.00890928745917963	0.111144506133003	0.113448115946064	M01124	V$OCT4_02
209	0.00890115631013813	0.583320519405586	0.595399423964684	M00626	V$EFC_Q6
210	0.00889125084439557	0.296307930471823	0.30243672465045	M01445	V$OBOX6_01
211	0.00889027639029005	0.13983407964426	0.142726069072706	M01232	V$SATB1_01
212	0.00885094905173411	0.549621658943503	0.560937904390291	M00638	V$HNF4ALPHA_Q6
213	0.00884860599127535	0.0695762488119818	0.0710083818748162	M01409	V$LMX1_01
214	0.00883417314394597	0.144662397469157	0.147635171017201	M01142	V$LRH1_Q5
215	0.00882942680657056	0.348503625961887	0.355661395206118	M01204	V$SPIB_01
216	0.00880958443425012	0.609426947046945	0.621915295345189	M01229	V$GTF2IRD1_01
217	0.00880883434072571	0.44402022017831	0.453118279013505	M00396	V$EN1_01
218	0.00880327469905096	0.077421129975236	0.0790064922544439	M00026	V$RSRFC4_01
219	-0.00876665654988706	0.24156981131518	0.236742376851892	M00101	V$CDXA_02
220	0.00876551014293431	0.354784273446681	0.362017754903782	M01650	V$PNR_01
221	0.00873148201969731	0.389560732233833	0.397472105612705	M00310	V$APOLYA_B
222	0.00868375630111484	0.318360665654058	0.324790382276139	M01117	V$OTX_Q1
223	0.00866566097923194	0.0792212989336578	0.0808179108896219	M00478	V$CDC5_01
224	0.00865441186077523	0.562938192622828	0.574268673814367	M01198	V$RXRLXRB_01
225	0.00863770092687099	0.55176084844131	0.562844701024605	M00495	V$BACH1_01
226	0.00861709859098769	0.115230640102575	0.117539833984953	M00132	V$HNF1_01
227	0.00861464967352715	0.340024013132549	0.34683605554546	M01425	V$HNF1B_01
228	0.00850532240639285	0.502240081449715	0.512173012936603	M00966	V$DR3_Q4
229	0.00849873264083489	0.432588972053543	0.441137701953228	M01359	V$DOBOX4_01
230	0.00847818549610407	0.355653502958156	0.362664692088318	M01428	V$GSC_01
231	0.00846789516501834	0.27652901740748	0.281973701655269	M01366	V$OTX1_01
232	0.00845864358113207	0.625681598744021	0.637987289107496	M00147	V$HSF2_01
233	0.00845816650061743	0.440478611244594	0.44914129959497	M00418	V$TGIF_01
234	0.00844712341247189	0.421208860801662	0.429481659068052	M01364	V$OBOX2_01
235	0.00843860672705657	0.623736044777331	0.635974128318569	M00146	V$HSF1_01
236	0.0084288616430217	0.265276293153505	0.270475107408374	M01405	V$IRX2_01
237	0.00842473865185872	0.661326324894342	0.674280421022315	M01023	V$HSF1_Q6
238	0.00842331674533159	0.043386103454544	0.0442358079848016	M00941	V$MEF2_Q6_01
239	0.00841926505420221	0.272659869373462	0.277997242029295	M01485	V$IRX3_02
240	0.00836076564900473	0.45762572015588	0.466520992590922	M00457	V$STAT5A_01
241	0.00834293637219718	0.35559235547415	0.362489434183278	M01284	V$SOX9_Q4
242	0.00832448653817275	0.198988816356608	0.202839791402502	M01320	V$PROP1_02
243	0.00830008868109222	0.187817081240798	0.191441097706591	M01315	V$NKX52_01
244	0.00829180605783453	0.159722032298022	0.162800837070629	M00699	V$ICSBP_Q6
245	0.00827529666319649	0.0776747066076172	0.0791689560432656	M01125	V$OCT4_01
246	0.00826153346963499	0.0591187033245124	0.0602540763456061	M00407	V$RSRFC4_Q2
247	0.00825875704500822	0.205867438611288	0.209819775560194	M00616	V$AFP1_Q6
248	0.00825737080297217	0.541099662497053	0.551486180210927	M00179	V$CREBP1_Q2
249	0.00823596226558143	0.362029783764107	0.368960830489778	M00190	V$CEBP_Q2
250	0.00822408263167645	0.458073457913247	0.466830487409019	M00041	V$CREBP1CJUN_01
251	0.00822368915021138	0.508491390647357	0.518211794565031	M01241	V$BEN_02
252	0.00821572289967137	0.437538051383238	0.445893920662861	M00133	V$TST1_01
253	0.00821301619512693	0.210702867817852	0.214725420996785	M00672	V$TEF_Q6
254	0.00820231234678204	0.271248897197675	0.276420528841062	M00622	V$CEBPGAMMA_Q6
255	0.00818656332745582	0.667482307926589	0.680183859760934	M00105	V$CDPCR3_01
256	0.00815300702276883	0.381845686698207	0.389081781952189	M00241	V$NKX25_02
257	0.00814867609751946	0.303208704261484	0.308951523110377	M01472	V$IRX5_01
258	0.00814638384627353	0.488436950596668	0.49768539368428	M00085	V$ZID_01
259	0.00812537055696824	0.560004248536678	0.570580194083489	M00722	V$COREBINDINGFACTOR_Q6
260	0.00810471411323466	0.485461685541777	0.494606333841348	M01138	V$RORA_Q4
261	0.00809506492782044	0.67595097381628	0.688668570344164	M00975	V$RFX_Q6
262	0.00806670259020348	0.220114717379917	0.224241393737031	M00273	V$R_01
263	0.00804891940912578	0.075120902631186	0.0765261239844673	M00269	V$XFD3_01
264	0.0080332295164095	0.29479051973763	0.300294060442173	M01152	V$PXRRXR_01
265	0.00802983232663113	0.480282519426838	0.489245243942167	M00415	V$AREB6_04
266	0.00802629655796566	0.50080744288707	0.510149037019019	M00935	V$NFAT_Q4_01
267	0.00801694625304461	0.367709818341019	0.374560669408314	M01447	V$PITX2_01
268	0.00801385207757122	0.311716896018136	0.317522273192915	M00136	V$OCT1_02
269	0.00799379368203695	0.625932294560147	0.637560133577768	M00631	V$FXR_Q3
270	0.00796585172251002	0.785180510230146	0.799715222256271	M01033	V$HNF4_Q6_03
271	0.00794452304356991	0.45890447912031	0.467376443698123	M01463	V$DOBOX5_01
272	0.00793249775165095	0.3591951361203	0.365816209171109	M01458	V$UNCX4.1_01
273	0.00793109924776936	0.142094767023404	0.144713545374755	M01301	V$MEF2_05
274	-0.00791382560094567	0.410710111658866	0.403293822487599	M01416	V$HOXC9_01
275	0.00790144817330085	0.176594231241675	0.179836549268982	M01286	V$SOX_01
276	0.00789720723901688	0.455240178740125	0.463593984940842	M00040	V$CREBP1_01
277	0.00789267025836377	0.500680875844389	0.509863207243169	M01466	V$OBOX3_01
278	0.00787733057294587	0.325003129134518	0.330951895612405	M01149	V$DMRT4_01
279	0.00786068378967889	0.606639347518225	0.617719426623586	M01116	V$CLOCKBMAL_Q6
280	0.00782288296634143	0.461267029977511	0.469651048868463	M00334	V$DTYPEPA_B
281	0.00778987539320808	0.464125365526245	0.472525423111601	M00978	V$LEF1TCF1_Q4
282	0.00777601261328828	0.612807787276365	0.623878886116112	M01112	V$RBPJK_01
283	0.00776211502369273	0.434202435259719	0.44203267133126	M00287	V$NFY_01
284	0.00774745545067657	0.243905326132425	0.248295437593975	M01353	V$LHX5_01
285	0.00771825026749834	0.427980443423394	0.435654470199045	M01456	V$HMBOX1_01
286	0.00770101529031764	0.211893782399113	0.21568464536188	M01471	V$LHX3_02
287	0.00769374372299203	0.2914362882086	0.296645230938904	M01369	V$HOXC4_01
288	0.00767616072825278	0.389252601212114	0.396193808360568	M01397	V$VAX1_01
289	0.00766368704779397	0.661046972388509	0.672815530311795	M00967	V$HNF4_Q6
290	0.00766308570945989	0.327370739265366	0.333198428808164	M01016	V$SOX17_01
291	0.0076517469186223	0.472555310394483	0.480954945591196	M00128	V$GATA1_04
292	0.00763873917837499	0.298457809155169	0.303753776330254	M00349	V$GATA2_03
293	0.00763087072704716	0.0763000615866321	0.0776525566716237	M00320	V$MTATA_B
294	0.00762696632566799	0.759327864520051	0.772780764672754	M00707	V$TFIIA_Q6
295	0.00761749610538665	0.479826237280178	0.488316599848437	M01256	V$REST_01
296	0.00759383508883671	0.451807519655946	0.459777050488898	M01342	V$CDP_03
297	0.00758658469267981	0.561399855719092	0.571292971919462	M00538	V$HTF_01
298	0.00757844382556444	0.376955734135078	0.383591343487937	M01333	V$HDX_01
299	0.00757582071674745	0.291043856626823	0.296165357256507	M00510	V$LHX3_01
300	0.00757201894321735	0.468531523670312	0.476772102289323	M01403	V$OTX3_01
301	0.00756557920176593	0.307027733463261	0.312423134840483	M01453	V$CART1_03
302	0.00756247468073079	0.185335317158478	0.188590868375859	M01418	V$LIM1_01
303	0.00756149962735181	0.480415757506151	0.488853516233773	M01334	V$NKX11_01
304	0.00755991058519345	0.390441348781413	0.397297392693358	M01486	V$DLX7_01
305	0.00754026960354903	0.104630806741047	0.106463280341092	M01363	V$LMX1B_01
306	0.00753598246151121	0.471544300345834	0.479798054091571	M01461	V$EMX2_01
307	0.00752703712933456	0.378679955510693	0.385300306557039	M00962	V$AR_Q6
308	0.00752632261506264	0.635369393048209	0.64647630694668	M00751	V$AML1_Q6
309	-0.00751261843764639	0.445316889339333	0.437679845337508	M00453	V$IRF7_01
310	0.00750887801002229	0.563140420535008	0.57296168230842	M01037	V$GLI_Q2
311	0.00750880069837667	0.22159121033266	0.225455757437489	M01413	V$HMX3_02
312	0.00750765860513891	0.422621848657446	0.429991236047438	M01423	V$ARX_01
313	0.0074888923371367	0.684649684302791	0.696558032226954	M00239	V$T3R_01
314	0.00745603617363033	0.300073957927329	0.30527015188231	M01318	V$IRX3_01
315	0.00745537683279468	0.492773389846914	0.501305678845882	M00518	V$PPARA_02
316	0.00744577127773216	0.459065947625714	0.467004268757025	M00117	V$CEBPB_02
317	0.00743759378194309	0.275909619088472	0.280675455042622	M01332	V$BARHL1_01
318	-0.00743400336841277	0.397012828928045	0.390274824635897	M00795	V$OCT_Q6
319	0.00742385407752552	0.704391698500434	0.716536112373312	M00037	V$NFE2_01
320	0.0073983287049213	0.670755441401608	0.682279831001349	M00687	V$ALPHACP1_01
321	0.00736153228058528	0.645392626681442	0.656425633190143	M01658	V$AML1_Q4
322	0.00730868587756267	0.388133775677842	0.394720900453754	M01448	V$HOXD1_01
323	0.0073074186174984	0.139269187816769	0.141632350125968	M00232	V$MEF2_03
324	0.0072951760647601	0.398481652807959	0.405231788303853	M00423	V$FOXJ2_02
325	0.00728803534235839	0.68591749095148	0.697525217000539	M00433	V$HMX1_01
326	0.00727534896194676	0.523367151273647	0.532208504292428	M01214	V$ESE1_Q3
327	0.00725720412576086	0.504665483111916	0.513169464174719	M00095	V$CDP_01
328	0.00723937574747296	0.503199112261309	0.511657379245539	M01345	V$SIX6_01
329	0.00722661338548131	0.543487233041436	0.552606463129217	M00926	V$AP1_Q4_01
330	0.00722564608367537	0.676545483763838	0.687895780244044	M00039	V$CREB_01
